"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0017861m","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017861m_499629_master.tif","","","13","","","text","","","","","","Page iii","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017861m"
"Picart (Bernard) Collection","ark:/21198/zz00178624","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178624_499632_master.tif","","","14","","","text|~|still image","","","","","","Page iv","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178624"
"Picart (Bernard) Collection","ark:/21198/zz0017863n","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017863n_499638_master.tif","","","15","","","text","","","","","","Page 001","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017863n"
"Picart (Bernard) Collection","ark:/21198/zz00178645","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178645_499642_master.tif","","","16","","","text","","","","","","Page 002","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178645"
"Picart (Bernard) Collection","ark:/21198/zz0017865p","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017865p_499647_master.tif","","","17","","","text","","","","","","Page 003","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017865p"
"Picart (Bernard) Collection","ark:/21198/zz00178666","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178666_499650_master.tif","","","18","","","text","","","","","","Page 004","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178666"
"Picart (Bernard) Collection","ark:/21198/zz0017867q","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017867q_499656_master.tif","","","19","","","text|~|still image","","","","","","Page 005","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017867q"
"Picart (Bernard) Collection","ark:/21198/zz00178687","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178687_499660_master.tif","","","20","","","text","","","","","","Page 006","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178687"
"Picart (Bernard) Collection","ark:/21198/zz0017869r","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017869r_499665_master.tif","","","21","","","text","","","","","","Page 007","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017869r"
"Picart (Bernard) Collection","ark:/21198/zz001786b8","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786b8_499671_master.tif","","","22","","","text","","","","","","Page 008","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786b8"
"Picart (Bernard) Collection","ark:/21198/zz001786cs","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786cs_499674_master.tif","","","23","","","text","","","","","","Page 009","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786cs"
"Picart (Bernard) Collection","ark:/21198/zz001786d9","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786d9_499680_master.tif","","","24","","","text","","","","","","Page 010","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786d9"
"Picart (Bernard) Collection","ark:/21198/zz001786ft","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786ft_499683_master.tif","","","25","","","text","","","","","","Page 011","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786ft"
"Picart (Bernard) Collection","ark:/21198/zz001786gb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786gb_499687_master.tif","","","26","","","text","","","","","","Page 012","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786gb"
"Picart (Bernard) Collection","ark:/21198/zz001786hv","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786hv_499692_master.tif","","","27","","","text","","","","","","Page 013","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786hv"
"Picart (Bernard) Collection","ark:/21198/zz001786jc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786jc_499698_master.tif","","","28","","","text","","","","","","Page 014","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786jc"
"Picart (Bernard) Collection","ark:/21198/zz001786kw","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786kw_499702_master.tif","","","29","","","text","","","","","","Page 015","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786kw"
"Picart (Bernard) Collection","ark:/21198/zz001786md","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786md_499707_master.tif","","","30","","","text","","","","","","Page 016","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786md"
"Picart (Bernard) Collection","ark:/21198/zz001786nx","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786nx_499711_master.tif","","","31","","","text","","","","","","Page 017","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786nx"
"Picart (Bernard) Collection","ark:/21198/zz001786pf","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786pf_499716_master.tif","","","32","","","text","","","","","","Page 018","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786pf"
"Picart (Bernard) Collection","ark:/21198/zz001786qz","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786qz_499721_master.tif","","","33","","","text","","","","","","Page 019","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786qz"
"Picart (Bernard) Collection","ark:/21198/zz001786rg","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786rg_499725_master.tif","","","34","","","text","","","","","","Page 020","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786rg"
"Picart (Bernard) Collection","ark:/21198/zz001786s0","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001786s0_499728_master.tif","","","35","","","still image","","","","","","Albogalerus.","r","","Albogalerus.1La Chausse.Pretres Couvert deL'Orarium ou Domino.2Maffey.Prêtres.3Beger.4Narbonne.TR.","Page 020a","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001786s0"
"Picart (Bernard) Collection","ark:/21198/zz001787hb","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787hb_499734_master.tif","","","36","","","text","","","","","","Page 020b","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787hb"
"Picart (Bernard) Collection","ark:/21198/zz001787jv","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787jv_499738_master.tif","","","37","","","text","","","","","","Page 021","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787jv"
"Picart (Bernard) Collection","ark:/21198/zz001787kc","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787kc_499743_master.tif","","","38","","","text","","","","","","Page 022","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787kc"
"Picart (Bernard) Collection","ark:/21198/zz001787mw","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787mw_499747_master.tif","","","39","","","text","","","","","","Page 023","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787mw"
"Picart (Bernard) Collection","ark:/21198/zz001787nd","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787nd_499752_master.tif","","","40","","","text","","","","","","Page 024","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787nd"
"Picart (Bernard) Collection","ark:/21198/zz001787px","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787px_499758_master.tif","","","41","","","text","","","","","","Page 025","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787px"
"Picart (Bernard) Collection","ark:/21198/zz001787qf","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787qf_499762_master.tif","","","42","","","text","","","","","","Page 026","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787qf"
"Picart (Bernard) Collection","ark:/21198/zz001787rz","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787rz_499767_master.tif","","","43","","","still image","","","","","","Capuchon d'enfant Romain.","r","","Capuchon d'enfant Romain.Capuchon à bords relevés de femme Romaine.La Robe de St. Francois d'assise gardée à Pise, Semblable à la Tunique Cibicine des anciens Moines.","Page 026a","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787rz"
"Picart (Bernard) Collection","ark:/21198/zz001787sg","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787sg_499771_master.tif","","","44","","","text","","","","","","Page 026b","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787sg"
"Picart (Bernard) Collection","ark:/21198/zz001787t0","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787t0_499776_master.tif","","","45","","","text","","","","","","Page 027","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787t0"
"Picart (Bernard) Collection","ark:/21198/zz001787vh","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787vh_499779_master.tif","","","46","","","text","","","","","","Page 028","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787vh"
"Picart (Bernard) Collection","ark:/21198/zz001787w1","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787w1_499785_master.tif","","","47","","","text","","","","","","Page 029","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787w1"
"Picart (Bernard) Collection","ark:/21198/zz001787xj","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787xj_499789_master.tif","","","48","","","text","","","","","","Page 030","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787xj"
"Picart (Bernard) Collection","ark:/21198/zz001787z2","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz001787z2_499794_master.tif","","","49","","","text","","","","","","Page 031","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001787z2"
"Picart (Bernard) Collection","ark:/21198/zz00178802","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178802_499800_master.tif","","","50","","","text","","","","","","Page 032","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178802"
"Picart (Bernard) Collection","ark:/21198/zz0017881k","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017881k_499806_master.tif","","","51","","","text","","","","","","Page 033","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017881k"
"Picart (Bernard) Collection","ark:/21198/zz00178823","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178823_499813_master.tif","","","52","","","text","","","","","","Page 034","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178823"
"Picart (Bernard) Collection","ark:/21198/zz0017883m","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017883m_1701811_master.tif","","","53","","","text","","","","","","Page 035","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017883m"
"Picart (Bernard) Collection","ark:/21198/zz00178844","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178844_504315_master.tif","","","54","","","text","","","","","","Page 036","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178844"
"Picart (Bernard) Collection","ark:/21198/zz0017885n","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017885n_504318_master.tif","","","55","","","text","","","","","","Page 037","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017885n"
"Picart (Bernard) Collection","ark:/21198/zz00178865","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178865_504321_master.tif","","","56","","","text","","","","","","Page 038","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178865"
"Picart (Bernard) Collection","ark:/21198/zz0017887p","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017887p_504324_master.tif","","","57","","","text","","","","","","Page 039","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017887p"
"Picart (Bernard) Collection","ark:/21198/zz00178886","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz00178886_504327_master.tif","","","58","","","text","","","","","","Page 040","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178886"
"Picart (Bernard) Collection","ark:/21198/zz0017jcnx","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcnx_504330_master.tif","","","59","","","text","","","","","","Page 041","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcnx"
"Picart (Bernard) Collection","ark:/21198/zz0017jcpf","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcpf_504333_master.tif","","","60","","","text","","","","","","Page 042","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcpf"
"Picart (Bernard) Collection","ark:/21198/zz0017jcqz","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcqz_504339_master.tif","","","61","","","still image","","","","","","PROCESSION DES DISCIPLINANS.","r","","PROCESSION DES DISCIPLINANS.P. Tanjé sculps.","Page 042a","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcqz"
"Picart (Bernard) Collection","ark:/21198/zz0017jcrg","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcrg_504342_master.tif","","","62","","","text","","","","","","Page 042b","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcrg"
"Picart (Bernard) Collection","ark:/21198/zz0017jcs0","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcs0_504345_master.tif","","","63","","","text","","","","","","Page 043","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcs0"
"Picart (Bernard) Collection","ark:/21198/zz0017jcth","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcth_504348_master.tif","","","64","","","text","","","","","","Page 044","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcth"
"Picart (Bernard) Collection","ark:/21198/zz0017jcv1","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcv1_504351_master.tif","","","65","","","text","","","","","","Page 044a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcv1"
"Picart (Bernard) Collection","ark:/21198/zz0017jcwj","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcwj_504354_master.tif","","","66","","","still image","","","","","","A. AUGURES. avec les Enseignes de la Religion.","v","","A. AUGURES. avec les Enseignes de la Religion.B. BASTON Augural des anciens Romains. C. Chapeau du grand pontife des anciens Romains.","Page 044b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcwj"
"Picart (Bernard) Collection","ark:/21198/zz0017jcx2","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jcx2_504357_master.tif","","","67","","","text","","","","","","Page 045","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jcx2"
"Picart (Bernard) Collection","ark:/21198/zz0017jczk","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jczk_504360_master.tif","","","68","","","text","","","","","","Page 046","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jczk"
"Picart (Bernard) Collection","ark:/21198/zz0017jd0k","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd0k_504363_master.tif","","","69","","","text","","","","","","Page 047","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd0k"
"Picart (Bernard) Collection","ark:/21198/zz0017jd13","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd13_504366_master.tif","","","70","","","text","","","","","","Page 048","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd13"
"Picart (Bernard) Collection","ark:/21198/zz0017jd2m","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd2m_504369_master.tif","","","71","","","text","","","","","","Page 049","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd2m"
"Picart (Bernard) Collection","ark:/21198/zz0017jd34","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd34_504372_master.tif","","","72","","","text","","","","","","Page 050","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd34"
"Picart (Bernard) Collection","ark:/21198/zz0017jd4n","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd4n_504375_master.tif","","","73","","","text","","","","","","Page 051","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd4n"
"Picart (Bernard) Collection","ark:/21198/zz0017jd55","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd55_504378_master.tif","","","74","","","text","","","","","","Page 052","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd55"
"Picart (Bernard) Collection","ark:/21198/zz0017jd6p","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd6p_504381_master.tif","","","75","","","text","","","","","","Page 052a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd6p"
"Picart (Bernard) Collection","ark:/21198/zz0017jd76","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd76_504384_master.tif","","","76","","","still image","","","","","","AUTEL sur lequel on meltoit les Premiers fruits oferts aux Dieux.","v","","AUTEL sur lequel on meltoit les Premiers fruits oferts aux Dieux.COFRET ou VASE dans lequel le PRETRE tenoit l'ENCENS.","Page 052b","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd76"
"Picart (Bernard) Collection","ark:/21198/zz0017jd8q","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd8q_504387_master.tif","","","77","","","text","","","","","","Page 053","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd8q"
"Picart (Bernard) Collection","ark:/21198/zz0017jd97","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jd97_504390_master.tif","","","78","","","text","","","","","","Page 054","v","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jd97"
"Picart (Bernard) Collection","ark:/21198/zz0017jdbr","ark:/21198/zz0009pfq5","2","Completed","Page","picart/masters/21198-zz0017jdbr_504393_master.tif","","","79","","","text","","","","","","Page 054a","r","","","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jdbr"
