Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,AltTitle.uniform,Description.abstract,Bucketeer State,IIIF Access URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt25/h229dx43,ark:/21198/zz001npt25,,,Page,mpstills/masters/21198-zz001npt25-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npt25%2Fh229dx43
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt25/sd28zq1s,ark:/21198/zz001npt25,,,Page,mpstills/masters/21198-zz001npt25-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npt25%2Fsd28zq1s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptb9/kq136p6n,ark:/21198/zz001nptb9,,,Page,mpstills/masters/21198-zz001nptb9-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptb9%2Fkq136p6n
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptb9/wn36q926,ark:/21198/zz001nptb9,,,Page,mpstills/masters/21198-zz001nptb9-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptb9%2Fwn36q926
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptdb/4147x41w,ark:/21198/zz001nptdb,,,Page,mpstills/masters/21198-zz001nptdb_1662593_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptdb%2F4147x41w
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptdb/bv024r4v,ark:/21198/zz001nptdb,,,Page,mpstills/masters/21198-zz001nptdb_1662596_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptdb%2Fbv024r4v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptmf/5t96q94s,ark:/21198/zz001nptmf,,,Page,mpstills/masters/21198-zz001nptmf_1662584_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptmf%2F5t96q94s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptmf/9s07b463,ark:/21198/zz001nptmf,,,Page,mpstills/masters/21198-zz001nptmf_1662587_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptmf%2F9s07b463
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptnz/8074js3z,ark:/21198/zz001nptnz,,,Page,mpstills/masters/21198-zz001nptnz-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptnz%2F8074js3z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptnz/f713pr80,ark:/21198/zz001nptnz,,,Page,mpstills/masters/21198-zz001nptnz-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptnz%2Ff713pr80
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv6q/r007044b,ark:/21198/zz001npv6q,,,Page,mpstills/masters/21198-zz001npv6q-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv6q%2Fr007044b
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv6q/s418ph5z,ark:/21198/zz001npv6q,,,Page,mpstills/masters/21198-zz001npv6q-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv6q%2Fs418ph5z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv77/8k782p5v,ark:/21198/zz001npv77,,,Page,mpstills/masters/21198-zz001npv77-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv77%2F8k782p5v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv77/qt29g34f,ark:/21198/zz001npv77,,,Page,mpstills/masters/21198-zz001npv77-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv77%2Fqt29g34f
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvgv/c700rc0z,ark:/21198/zz001npvgv,,,Page,mpstills/masters/21198-zz001npvgv-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvgv%2Fc700rc0z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvgv/w758rn0t,ark:/21198/zz001npvgv,,,Page,mpstills/masters/21198-zz001npvgv-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvgv%2Fw758rn0t
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvhc/n2856p8n,ark:/21198/zz001npvhc,,,Page,mpstills/masters/21198-zz001npvhc-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvhc%2Fn2856p8n
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvhc/sk35f04m,ark:/21198/zz001npvhc,,,Page,mpstills/masters/21198-zz001npvhc-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvhc%2Fsk35f04m
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvjw/dn63dq97,ark:/21198/zz001npvjw,,,Page,mpstills/masters/21198-zz001npvjw-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvjw%2Fdn63dq97
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvjw/hr51m571,ark:/21198/zz001npvjw,,,Page,mpstills/masters/21198-zz001npvjw-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvjw%2Fhr51m571
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvt1/cn19jg05,ark:/21198/zz001npvt1,,,Page,mpstills/masters/21198-zz001npvt1-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvt1%2Fcn19jg05
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvt1/w555c06p,ark:/21198/zz001npvt1,,,Page,mpstills/masters/21198-zz001npvt1-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvt1%2Fw555c06p
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvvj/67067r80,ark:/21198/zz001npvvj,,,Page,mpstills/masters/21198-zz001npvvj-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvvj%2F67067r80
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvvj/wz08g186,ark:/21198/zz001npvvj,,,Page,mpstills/masters/21198-zz001npvvj-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvvj%2Fwz08g186
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvw2/1b531v2t,ark:/21198/zz001npvw2,,,Page,mpstills/masters/21198-zz001npvw2-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvw2%2F1b531v2t
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvw2/6475dt3z,ark:/21198/zz001npvw2,,,Page,mpstills/masters/21198-zz001npvw2-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvw2%2F6475dt3z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvxk/cd89j488,ark:/21198/zz001npvxk,,,Page,mpstills/masters/21198-zz001npvxk-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvxk%2Fcd89j488
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvxk/cw186n92,ark:/21198/zz001npvxk,,,Page,mpstills/masters/21198-zz001npvxk-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvxk%2Fcw186n92
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvz3/6581hg96,ark:/21198/zz001npvz3,,,Page,mpstills/masters/21198-zz001npvz3-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvz3%2F6581hg96
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvz3/n512wm42,ark:/21198/zz001npvz3,,,Page,mpstills/masters/21198-zz001npvz3-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvz3%2Fn512wm42
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw03/8k676g1v,ark:/21198/zz001npw03,,,Page,mpstills/masters/21198-zz001npw03-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw03%2F8k676g1v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw03/zp73rs65,ark:/21198/zz001npw03,,,Page,mpstills/masters/21198-zz001npw03-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw03%2Fzp73rs65
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw1m/9r66vv8f,ark:/21198/zz001npw1m,,,Page,mpstills/masters/21198-zz001npw1m-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw1m%2F9r66vv8f
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw1m/pb913d4r,ark:/21198/zz001npw1m,,,Page,mpstills/masters/21198-zz001npw1m-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw1m%2Fpb913d4r
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw24/7c22r52q,ark:/21198/zz001npw24,,,Page,mpstills/masters/21198-zz001npw24-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw24%2F7c22r52q
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw24/z923sk3m,ark:/21198/zz001npw24,,,Page,mpstills/masters/21198-zz001npw24-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw24%2Fz923sk3m
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw3n/d721cf9n,ark:/21198/zz001npw3n,,,Page,mpstills/masters/21198-zz001npw3n-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw3n%2Fd721cf9n
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw3n/pf058r4h,ark:/21198/zz001npw3n,,,Page,mpstills/masters/21198-zz001npw3n-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw3n%2Fpf058r4h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw45/6664dv01,ark:/21198/zz001npw45,,,Page,mpstills/masters/21198-zz001npw45-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw45%2F6664dv01
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw45/z9427j68,ark:/21198/zz001npw45,,,Page,mpstills/masters/21198-zz001npw45-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw45%2Fz9427j68
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw5p/8877zt4q,ark:/21198/zz001npw5p,,,Page,mpstills/masters/21198-zz001npw5p-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw5p%2F8877zt4q
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw5p/r1127x8v,ark:/21198/zz001npw5p,,,Page,mpstills/masters/21198-zz001npw5p-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw5p%2Fr1127x8v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw66/hv381j6v,ark:/21198/zz001npw66,,,Page,mpstills/masters/21198-zz001npw66-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw66%2Fhv381j6v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw66/mc69b361,ark:/21198/zz001npw66,,,Page,mpstills/masters/21198-zz001npw66-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw66%2Fmc69b361
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw7q/3z92vv90,ark:/21198/zz001npw7q,,,Page,mpstills/masters/21198-zz001npw7q-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw7q%2F3z92vv90
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw7q/qv70sq4h,ark:/21198/zz001npw7q,,,Page,mpstills/masters/21198-zz001npw7q-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw7q%2Fqv70sq4h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw87/dh616m6s,ark:/21198/zz001npw87,,,Page,mpstills/masters/21198-zz001npw87-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw87%2Fdh616m6s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw87/zf75tf3g,ark:/21198/zz001npw87,,,Page,mpstills/masters/21198-zz001npw87-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw87%2Fzf75tf3g
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw9r/2m97fh23,ark:/21198/zz001npw9r,,,Page,mpstills/masters/21198-zz001npw9r-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw9r%2F2m97fh23
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npw9r/p794gd4n,ark:/21198/zz001npw9r,,,Page,mpstills/masters/21198-zz001npw9r-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npw9r%2Fp794gd4n
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwb8/mt34z54r,ark:/21198/zz001npwb8,,,Page,mpstills/masters/21198-zz001npwb8-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwb8%2Fmt34z54r
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwb8/tv91568z,ark:/21198/zz001npwb8,,,Page,mpstills/masters/21198-zz001npwb8-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwb8%2Ftv91568z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwcs/sh34dh4d,ark:/21198/zz001npwcs,,,Page,mpstills/masters/21198-zz001npwcs-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwcs%2Fsh34dh4d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwcs/x2874x6x,ark:/21198/zz001npwcs,,,Page,mpstills/masters/21198-zz001npwcs-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwcs%2Fx2874x6x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwd9/6c02jq46,ark:/21198/zz001npwd9,,,Page,mpstills/masters/21198-zz001npwd9-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwd9%2F6c02jq46
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwd9/8h60ws6z,ark:/21198/zz001npwd9,,,Page,mpstills/masters/21198-zz001npwd9-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwd9%2F8h60ws6z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwft/f483f693,ark:/21198/zz001npwft,,,Page,mpstills/masters/21198-zz001npwft-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwft%2Ff483f693
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwft/qj09qx1v,ark:/21198/zz001npwft,,,Page,mpstills/masters/21198-zz001npwft-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwft%2Fqj09qx1v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwjc/3t516b4k,ark:/21198/zz001npwjc,,,Page,mpstills/masters/21198-zz001npwjc-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwjc%2F3t516b4k
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npwjc/8p539h0f,ark:/21198/zz001npwjc,,,Page,mpstills/masters/21198-zz001npwjc-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npwjc%2F8p539h0f
