Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,AltTitle.uniform,Description.abstract,Bucketeer State,IIIF Access URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281j13/x936777m,ark:/21198/zz00281j13,,,Page,mpstills/masters/pasc_195_398_7_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281j13%2Fx936777m
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281j55/wz689h4t,ark:/21198/zz00281j55,,,Page,mpstills/masters/pasc_195_393_7_4_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281j55%2Fwz689h4t
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281j55/zp75585s,ark:/21198/zz00281j55,,,Page,mpstills/masters/pasc_195_393_7_4.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281j55%2Fzp75585s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281j6p/3s48c26s,ark:/21198/zz00281j6p,,,Page,mpstills/masters/pasc_195_393_7_5.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281j6p%2F3s48c26s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281j6p/x845p01p,ark:/21198/zz00281j6p,,,Page,mpstills/masters/pasc_195_393_7_5_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281j6p%2Fx845p01p
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281j76/tc56f84v,ark:/21198/zz00281j76,,,Page,mpstills/masters/pasc_195_1258_22_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281j76%2Ftc56f84v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281j76/wr25w71h,ark:/21198/zz00281j76,,,Page,mpstills/masters/pasc_195_1258_22_1.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281j76%2Fwr25w71h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jgt/6p640912,ark:/21198/zz00281jgt,,,Page,mpstills/masters/pasc_195_1261_22_10_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jgt%2F6p640912
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jgt/sp65c31t,ark:/21198/zz00281jgt,,,Page,mpstills/masters/pasc_195_1261_22_10.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jgt%2Fsp65c31t
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jhb/fm22143k,ark:/21198/zz00281jhb,,,Page,mpstills/masters/pasc_195_1261_22_11_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jhb%2Ffm22143k
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jhb/n944q173,ark:/21198/zz00281jhb,,,Page,mpstills/masters/pasc_195_1261_22_11.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jhb%2Fn944q173
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jjv/5s973h9h,ark:/21198/zz00281jjv,,,Page,mpstills/masters/pasc_195_1261_22_12_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jjv%2F5s973h9h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jjv/js906134,ark:/21198/zz00281jjv,,,Page,mpstills/masters/pasc_195_1261_22_12.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jjv%2Fjs906134
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jkc/53767f0n,ark:/21198/zz00281jkc,,,Page,mpstills/masters/pasc_195_1261_22_13.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jkc%2F53767f0n
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jkc/tc257005,ark:/21198/zz00281jkc,,,Page,mpstills/masters/pasc_195_1261_22_13_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jkc%2Ftc257005
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jmw/4j00gh9x,ark:/21198/zz00281jmw,,,Page,mpstills/masters/pasc_195_1261_22_14.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jmw%2F4j00gh9x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jmw/tk57s26d,ark:/21198/zz00281jmw,,,Page,mpstills/masters/pasc_195_1261_22_14_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jmw%2Ftk57s26d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jnd/cv21477g,ark:/21198/zz00281jnd,,,Page,mpstills/masters/pasc_195_1261_22_15_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jnd%2Fcv21477g
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jnd/gc646352,ark:/21198/zz00281jnd,,,Page,mpstills/masters/pasc_195_1261_22_15.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jnd%2Fgc646352
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jpx/d451x49h,ark:/21198/zz00281jpx,,,Page,mpstills/masters/pasc_195_1261_22_16.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jpx%2Fd451x49h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jpx/hf07dk87,ark:/21198/zz00281jpx,,,Page,mpstills/masters/pasc_195_1261_22_16_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jpx%2Fhf07dk87
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jqf/t815s118,ark:/21198/zz00281jqf,,,Page,mpstills/masters/pasc_195_1261_22_17.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jqf%2Ft815s118
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jqf/tv253w0j,ark:/21198/zz00281jqf,,,Page,mpstills/masters/pasc_195_1261_22_17_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jqf%2Ftv253w0j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jrz/5r011n3r,ark:/21198/zz00281jrz,,,Page,mpstills/masters/pasc_195_1261_22_18_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jrz%2F5r011n3r
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jrz/r146bb64,ark:/21198/zz00281jrz,,,Page,mpstills/masters/pasc_195_1261_22_18.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jrz%2Fr146bb64
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jsg/f432520z,ark:/21198/zz00281jsg,,,Page,mpstills/masters/pasc_195_1261_22_19_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jsg%2Ff432520z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jsg/s535135g,ark:/21198/zz00281jsg,,,Page,mpstills/masters/pasc_195_1261_22_19.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jsg%2Fs535135g
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jt0/6n783z9j,ark:/21198/zz00281jt0,,,Page,mpstills/masters/pasc_195_1261_22_2.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jt0%2F6n783z9j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jt0/8j67fk7x,ark:/21198/zz00281jt0,,,Page,mpstills/masters/pasc_195_1261_22_2_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jt0%2F8j67fk7x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jvh/mh20xs9x,ark:/21198/zz00281jvh,,,Page,mpstills/masters/pasc_195_1261_22_20.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jvh%2Fmh20xs9x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jvh/ww617q8j,ark:/21198/zz00281jvh,,,Page,mpstills/masters/pasc_195_1261_22_20_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jvh%2Fww617q8j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jw1/7h53bx1z,ark:/21198/zz00281jw1,,,Page,mpstills/masters/pasc_195_1261_22_21_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jw1%2F7h53bx1z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jw1/xw398n94,ark:/21198/zz00281jw1,,,Page,mpstills/masters/pasc_195_1261_22_21.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jw1%2Fxw398n94
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jxj/ff627j0v,ark:/21198/zz00281jxj,,,Page,mpstills/masters/pasc_195_1261_22_3.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jxj%2Fff627j0v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jxj/xz111n6d,ark:/21198/zz00281jxj,,,Page,mpstills/masters/pasc_195_1261_22_3_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jxj%2Fxz111n6d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jz2/ms46f76q,ark:/21198/zz00281jz2,,,Page,mpstills/masters/pasc_195_1261_22_4.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jz2%2Fms46f76q
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281jz2/z836199x,ark:/21198/zz00281jz2,,,Page,mpstills/masters/pasc_195_1261_22_4_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281jz2%2Fz836199x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k02/0k26r61w,ark:/21198/zz00281k02,,,Page,mpstills/masters/pasc_195_1261_22_5.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k02%2F0k26r61w
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k02/2p29077b,ark:/21198/zz00281k02,,,Page,mpstills/masters/pasc_195_1261_22_5_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k02%2F2p29077b
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k1k/72580r0x,ark:/21198/zz00281k1k,,,Page,mpstills/masters/pasc_195_1261_22_6.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k1k%2F72580r0x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k1k/pp61n50r,ark:/21198/zz00281k1k,,,Page,mpstills/masters/pasc_195_1261_22_6_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k1k%2Fpp61n50r
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k23/dr62bm60,ark:/21198/zz00281k23,,,Page,mpstills/masters/pasc_195_1261_22_7.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k23%2Fdr62bm60
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k23/qj110g7f,ark:/21198/zz00281k23,,,Page,mpstills/masters/pasc_195_1261_22_7_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k23%2Fqj110g7f
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k3m/0z71qr8s,ark:/21198/zz00281k3m,,,Page,mpstills/masters/pasc_195_1261_22_8_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k3m%2F0z71qr8s
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k3m/3h89gm9c,ark:/21198/zz00281k3m,,,Page,mpstills/masters/pasc_195_1261_22_8.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k3m%2F3h89gm9c
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k44/qp884r73,ark:/21198/zz00281k44,,,Page,mpstills/masters/pasc_195_1261_22_9_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k44%2Fqp884r73
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k44/wz56zq36,ark:/21198/zz00281k44,,,Page,mpstills/masters/pasc_195_1261_22_9.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k44%2Fwz56zq36
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k5n/3n947g0z,ark:/21198/zz00281k5n,,,Page,mpstills/masters/pasc_195_1264_22_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k5n%2F3n947g0z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281k5n/np253h6h,ark:/21198/zz00281k5n,,,Page,mpstills/masters/pasc_195_1264_22_1.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281k5n%2Fnp253h6h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kcr/2k55x04j,ark:/21198/zz00281kcr,,,Page,mpstills/masters/pasc_195_1252_21_6.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kcr%2F2k55x04j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kcr/tj485p5x,ark:/21198/zz00281kcr,,,Page,mpstills/masters/pasc_195_1252_21_6_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kcr%2Ftj485p5x
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kfs/4g374b46,ark:/21198/zz00281kfs,,,Page,mpstills/masters/pasc_195_1241_21_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kfs%2F4g374b46
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kfs/zj085878,ark:/21198/zz00281kfs,,,Page,mpstills/masters/pasc_195_1241_21_1.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kfs%2Fzj085878
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kg9/3614t89h,ark:/21198/zz00281kg9,,,Page,mpstills/masters/pasc_195_1241_21_2.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kg9%2F3614t89h
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kg9/ph22vn1g,ark:/21198/zz00281kg9,,,Page,mpstills/masters/pasc_195_1241_21_2_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kg9%2Fph22vn1g
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kht/4p679c05,ark:/21198/zz00281kht,,,Page,mpstills/masters/pasc_195_1241_21_3.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kht%2F4p679c05
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kht/d119tt2v,ark:/21198/zz00281kht,,,Page,mpstills/masters/pasc_195_1241_21_3_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kht%2Fd119tt2v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kjb/qx64gz0j,ark:/21198/zz00281kjb,,,Page,mpstills/masters/pasc_195_1243_21_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kjb%2Fqx64gz0j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kjb/rj258287,ark:/21198/zz00281kjb,,,Page,mpstills/masters/pasc_195_1243_21_1.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kjb%2Frj258287
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kkv/t733047j,ark:/21198/zz00281kkv,,,Page,mpstills/masters/pasc_195_1243_21_10_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kkv%2Ft733047j
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kkv/wb50n86b,ark:/21198/zz00281kkv,,,Page,mpstills/masters/pasc_195_1243_21_10.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kkv%2Fwb50n86b
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kmc/9765rq52,ark:/21198/zz00281kmc,,,Page,mpstills/masters/pasc_195_1243_21_11.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kmc%2F9765rq52
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kmc/vc71ch21,ark:/21198/zz00281kmc,,,Page,mpstills/masters/pasc_195_1243_21_11_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kmc%2Fvc71ch21
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281knw/jt786q6z,ark:/21198/zz00281knw,,,Page,mpstills/masters/pasc_195_1243_21_12.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281knw%2Fjt786q6z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281knw/r832hq2v,ark:/21198/zz00281knw,,,Page,mpstills/masters/pasc_195_1243_21_12_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281knw%2Fr832hq2v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kpd/7243020k,ark:/21198/zz00281kpd,,,Page,mpstills/masters/pasc_195_1243_21_13.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kpd%2F7243020k
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kpd/8708x229,ark:/21198/zz00281kpd,,,Page,mpstills/masters/pasc_195_1243_21_13_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kpd%2F8708x229
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kqx/1d06w62d,ark:/21198/zz00281kqx,,,Page,mpstills/masters/pasc_195_1243_21_14_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kqx%2F1d06w62d
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281kqx/zq60ks9z,ark:/21198/zz00281kqx,,,Page,mpstills/masters/pasc_195_1243_21_14.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281kqx%2Fzq60ks9z
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281krf/3875r53v,ark:/21198/zz00281krf,,,Page,mpstills/masters/pasc_195_1243_21_2_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281krf%2F3875r53v
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281krf/pr463327,ark:/21198/zz00281krf,,,Page,mpstills/masters/pasc_195_1243_21_2.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281krf%2Fpr463327
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00281ksz/3b34j19k,ark:/21198/zz00281ksz,,,Page,mpstills/masters/pasc_195_1243_21_3_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00281ksz%2F3b34j19k
