"Project Name","Parent ARK","Item ARK","Object Type","viewingHint","Text direction","File Name","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7hrf","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7hrf_772753_master.tif","Ms. 8_19","23","Page 19","","","pd","","gez","","ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ|~|Magical prayer","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7hrf",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7hsz","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7hsz_772757_master.tif","Ms. 8_20","24","Page 20","","","pd","","gez","","ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ|~|Magical prayer","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7hsz",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7htg","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7htg_772760_master.tif","Ms. 8_21","25","Page 21","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7htg",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7hv0","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7hv0_772765_master.tif","Ms. 8_22","26","Page 22","","","pd","","gez","","ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ|~|Magical prayer","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7hv0",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7hv0n","Page","","","","","27","Page 23","","","pd","","gez","","","","","","","","","","","","","","","","","","","","","","",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7hx1","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7hx1_772768_master.tif","Ms. 8_24","28","Page 24","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7hx1",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7hzj","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7hzj_772772_master.tif","Ms. 8_25","29","Page 25","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7hzj",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j0j","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j0j_772778_master.tif","Ms. 8_26","30","Page 26","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j0j",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j12","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j12_772783_master.tif","Ms. 8_27","31","Page 27","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j12",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j2k","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j2k_772786_master.tif","Ms. 8_28","32","Page 28","","","pd","","gez","","ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ|~|Magical prayer","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j2k",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j33","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j33_772790_master.tif","Ms. 8_29","33","Page 29","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j33",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j4m","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j4m_772795_master.tif","Ms. 8_30","34","Page 30","","","pd","","","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j4m",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j54","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j54_772802_master.tif","Ms. 8_31","35","Page 31","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j54",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j6n","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j6n_772808_master.tif","Ms. 8_32","36","Page 32","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j6n",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j75","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j75_772813_master.tif","Ms. 8_33","37","Page 33","","","pd","","gez","","ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ|~|Magical prayer","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j75",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j8p","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j8p_772816_master.tif","Ms. 8_34","38","Page 34","","","pd","","gez","","ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ|~|Magical prayer","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j8p",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7j96","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7j96_772822_master.tif","Ms. 8_35","39","Page 35","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7j96",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7jbq","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7jbq_772827_master.tif","Ms. 8_36","40","Page 36","still image","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7jbq",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d7jc7","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d7jc7_772835_master.tif","Ms. 8_37","41","Page 37","","","pd","","gez","","Magical prayer|~|ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ","Prayer against the Disease of Ayena Ṭelā and wa- Ayena Warek","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Prayer against the evil spirit who causes eye disease  ጸሎት በእንተ ህማመ ዓይነ ጥላ ወዓይነ ወርቅ ; በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ ጸሎት፡ በእንተ ፡ሕማመ፡ ዓይነ፡ እንተ፡ ሕማመ፡ ዓይነ፡ ጥላ፡ ወዓይነ ፡ወርቅ፡ ወማዕሠሮሙ፡ ለአጋንንት ; ፃዑ ፡መናፍስተ ፡ርኩሳን፡ በስሙ፡ ለእግዚእነ፡ ኢየሱስ ክርስቶስ፡ አድኅኖ ፡ወፈውሶ፡ ለገ፡ ፈቃደ ፡እግዚእ፡ ለዓ፡ ዓለ፡ አሜን፡፡","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d7jc7",""
