"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00253bbh","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253bbh%2Fw702mm7h","unknown","Richard C. Rudolph East Asian Library","公函 To: 惠伯, 福基, 章軒, 祐樞 From: 有爲 -照錄呈覽","550","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253bbh/manifest"
"Tom Leung Collection","ark:/21198/zz00253s98","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253s98%2Ff136q17h","unknown","Richard C. Rudolph East Asian Library","公函 To: 貴阜保皇會 From: 加拿大屬域多利, 灣高華 二阜同人","554","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253s98/manifest"
"Tom Leung Collection","ark:/21198/zz00253sbs","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253sbs%2Fdx63cm6q","unknown","Richard C. Rudolph East Asian Library","水路爹化阜續倡入籍會序","555","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253sbs/manifest"
"Tom Leung Collection","ark:/21198/zz00253sc9","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253sc9%2Fq989hk53","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝先生同志 From: 楊鳴鳳","556","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253sc9/manifest"
"Tom Leung Collection","ark:/21198/zz00253sdt","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253sdt%2Ffb669s2s","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝先生同志 From: 楊香池","557","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253sdt/manifest"
"Tom Leung Collection","ark:/21198/zz00253sgv","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253sgv%2Fk710hd25","unknown","Richard C. Rudolph East Asian Library","Essay “墨西哥國說略” by 黃寬卓","559","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253sgv/manifest"
"Tom Leung Collection","ark:/21198/zz00253shc","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253shc%2F3t45r23b","unknown","Richard C. Rudolph East Asian Library","Letter To: 譚張孝義士 From: 弟黃寬卓","560","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253shc/manifest"
"Tom Leung Collection","ark:/21198/zz00253sjw","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253sjw%2Fdh57n79j","unknown","Richard C. Rudolph East Asian Library","Letter To: 譚張孝義士 From: 弟黃寬卓","561","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253sjw/manifest"
"Tom Leung Collection","ark:/21198/zz00253skd","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253skd%2Fdv924945","unknown","Richard C. Rudolph East Asian Library","公函 To: 貴阜保皇會 From: 加拿大屬域多利, 灣高華 二阜同人","562","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253skd/manifest"
"Tom Leung Collection","ark:/21198/zz00253smx","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253smx%2Fvd989r39","unknown","Richard C. Rudolph East Asian Library","公函 To: 貴阜保皇會 From:域多利會 -照錄呈覽: 更生","563","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253smx/manifest"
"Tom Leung Collection","ark:/21198/zz00253spz","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253spz%2F0f866f74","unknown","Richard C. Rudolph East Asian Library","Letter To: 張孝我兄 From: 君歷","565","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253spz/manifest"
"Tom Leung Collection","ark:/21198/zz00253sqg","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253sqg%2Fx325w76q","unknown","Richard C. Rudolph East Asian Library","公函 To: 福基仁兄 From:  更生","566","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253sqg/manifest"
"Tom Leung Collection","ark:/21198/zz00253t45","ark:/21198/zz002311s5","2","Completed","Work","","","","individuals","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253t45%2Fkz32948x","unknown","Richard C. Rudolph East Asian Library","公函 To: 各阜列位同志 From: 梁啟超","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00253t45/manifest"
