Project Name,Item ARK,Parent ARK,(multi-part) Parent ARK,Object Type,File Name,viewingHint,Text direction,Title,vol,Thumbnail,Item Sequence,Type.typeOfResource,Subject,Type.genre,Language,Editor,Name.engraver,Representative image,Masthead,Description.note,Description.abstract,Date.normalized,Date.creation,Place of origin,Publisher.publisherName,Description.tableOfContents,Illustrator,Rights.copyrightStatus,Rights.servicesContact,Repository,IIIF Manifest URL
Picart (Bernard) Collection,ark:/21198/zz001hd85r,ark:/21198/zz0002gx8m,ark:/21198/zz0017jtwt,Work,,paged,,"Gottesdienstliche Ceremonien, Oder H. Kirchen-Gebräuche Und Religions-Pflichten Der Christen : In schönen Kupfer-Tafeln, Nach des berühmten Picards Erfindung",,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hd8bb,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,ger,,,,,In VII Ausgaben abgetheilt: Welche alle bey den getauften Christlichen Völkern vorkommende Partheyen und Secten begreiffen,,1746,1746,Zürich,Herrliberger,,"Picart, Bernard, 1673-1733",pd,,The Huntington Library,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hd85r/manifest
Picart (Bernard) Collection,ark:/21198/zz0002hb38,ark:/21198/zz0002gx8m,ark:/21198/zz0002h9x6,Work,,paged,,The ceremonies and religious customs of the various nations of the known world : Volume 1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hb6t,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,eng,,,,,"Containing the Ceremonies of the Jews, and the Roman Catholicks",,1733,1733,,,"JUMALA DIVINITÉ des LAPONS. / WIRKU-ACCHA, a Diety of LAPLAND : WIRKU-ACCHA, DIVINITÉ du LAPONS / THORON a Deity of LAPLAND : THORON DIVINITÉ du LAPONS / STOR-JUNKARE a DEITY of LAPLAND : STOR-JUNKARE DIVINITÉ des LAPONS","Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hb38/manifest
Picart (Bernard) Collection,ark:/21198/zz0002hb0q,ark:/21198/zz0002gx8m,ark:/21198/zz0002h9x6,Work,,paged,,The ceremonies and religious customs of the various nations of the known world : Volume 2,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hfwm,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,eng,,,,,A Continuation of the Dissertations Concerning the Customs and Religious Ceremonies of the Roman Catholics,,1734,1734,,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hb0q/manifest
Picart (Bernard) Collection,ark:/21198/zz0002hb59,ark:/21198/zz0002gx8m,ark:/21198/zz0002h9x6,Work,,paged,,The ceremonies and religious customs of the various nations of the known world : Volume 3,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000980mz,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,eng,,,,,Containing the Ceremonies of the Idolatrous Nations,,1734,1734,,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hb59/manifest
Picart (Bernard) Collection,ark:/21198/zz0002hb4s,ark:/21198/zz0002gx8m,ark:/21198/zz0002h9x6,Work,,paged,,The ceremonies and religious customs of the various nations of the known world : Volume 4,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090fh3,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,eng,,,,,"Containing the Ceremonies of the Idolatrous Nations, Part II",,1733,1733,,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hb4s/manifest
Picart (Bernard) Collection,ark:/21198/zz0002hb2r,ark:/21198/zz0002gx8m,ark:/21198/zz0002h9x6,Work,,paged,,The ceremonies and religious customs of the various nations of the known world : Volume 5,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096ph5,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,eng,,,,,Containing the Ceremonies of the Greeks and Protestants,,1736,1736,,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hb2r/manifest
Picart (Bernard) Collection,ark:/21198/zz0002hb17,ark:/21198/zz0002gx8m,ark:/21198/zz0002h9x6,Work,,paged,,The ceremonies and religious customs of the various nations of the known world : Volume 6 and Volume 7 (bound in book),,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013zsfb,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,eng,,,,,"Containing the Doctrine and Discipline of the Church of England, of the Presbyterians, Independents, Anabaptists, Quakers, &c.|~|Containing the Various Sects of Mahometans, with an Appendix of the Lives of Mohammed, Omar, and Ali",,1737,1737,,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hb17/manifest
Picart (Bernard) Collection,ark:/21198/zz001hg0k0,ark:/21198/zz0002gx8m,ark:/21198/zz0017jtxb,Work,,paged,,"Naaukerige beschryving der uitwendige godtsdienst-plichten, kerk-zerden en gewoontens van alle volkeren der waereldt; in een historisch verhaal, met eenige naaukeurige verhandelingen ontvouwen, door verschedien aanmerkingen opgeheldert; en in kumstige tafereelen afgemaalt, Vol 1",,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hg0zp,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,dut,,,,,Eerste Deel,,1727,1727,Amsterdam,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hg0k0/manifest
Picart (Bernard) Collection,ark:/21198/zz001hgmzc,ark:/21198/zz0002gx8m,ark:/21198/zz0017jtxb,Work,,paged,,"Naaukerige beschryving der uitwendige godtsdienst-plichten, kerk-zerden en gewoontens van alle volkeren der waereldt; in een historisch verhaal, met eenige naaukeurige verhandelingen ontvouwen, door verschedien aanmerkingen opgeheldert; en in kumstige tafereelen afgemaalt, Vol 2",,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hg0zp,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,dut,,,,,"Tweede Deel, Behelzende de Plechtigheden der Roomsche Kerke",,1727,1727,Amsterdam,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hgmzc/manifest
Picart (Bernard) Collection,ark:/21198/zz001hh48q,ark:/21198/zz0002gx8m,ark:/21198/zz0017jtxb,Work,,paged,,"Naaukerige beschryving der uitwendige godtsdienst-plichten, kerk-zerden en gewoontens van alle volkeren der waereldt; in een historisch verhaal, met eenige naaukeurige verhandelingen ontvouwen, door verschedien aanmerkingen opgeheldert; en in kumstige tafereelen afgemaalt, Vol 3",,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hh4qf,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,dut,,,,,"Derde Deel, Behelzende de Godsdienstige Plechtigheden der Amerikaansche en Oostindiaansche Volkeren",,1727,1727,Amsterdam,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hh48q/manifest
Picart (Bernard) Collection,ark:/21198/zz001hhsg0,ark:/21198/zz0002gx8m,ark:/21198/zz0017jtxb,Work,,paged,,"Naaukerige beschryving der uitwendige godtsdienst-plichten, kerk-zerden en gewoontens van alle volkeren der waereldt; in een historisch verhaal, met eenige naaukeurige verhandelingen ontvouwen, door verschedien aanmerkingen opgeheldert; en in kumstige tafereelen afgemaalt, Vol 4",,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhsqm,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,dut,,,,,"Vierde Deel, Behelzende de Godsdienstige Plechtigheden der Oostindiaansche Afgodische, Persische en Afrikaansche Volkeren",,1729,1729,Amsterdam,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hhsg0/manifest
Picart (Bernard) Collection,ark:/21198/zz001hjhk4,ark:/21198/zz0002gx8m,ark:/21198/zz0017jtxb,Work,,paged,,"Naaukerige beschryving der uitwendige godtsdienst-plichten, kerk-zerden en gewoontens van alle volkeren der waereldt; in een historisch verhaal, met eenige naaukeurige verhandelingen ontvouwen, door verschedien aanmerkingen opgeheldert; en in kumstige tafereelen afgemaalt, Vol 5",,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjhtr,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,dut,,,,,"Vyfde Deel, Waar in de Godsdienst-Pflichten en Gewoontens der Grieken en der Protestanten verhandelt worden",,1736,1736,Amsterdam,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hjhk4/manifest
Picart (Bernard) Collection,ark:/21198/zz001hk1x0,ark:/21198/zz0002gx8m,ark:/21198/zz0017jtxb,Work,,paged,,"Naaukerige beschryving der uitwendige godtsdienst-plichten, kerk-zerden en gewoontens van alle volkeren der waereldt; in een historisch verhaal, met eenige naaukeurige verhandelingen ontvouwen, door verschedien aanmerkingen opgeheldert; en in kumstige tafereelen afgemaalt, Vol 6",,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk253,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,dut,,,,,"Zesden Deels Eerste Stuk, Waar in de Godsdienst-Pflichten en Gewoontens der Anglicaanen of Episcopalen, Quaakers, Wederdoopers, Adamiten, Preadamiten, Mystique Secten, Quietisten, Unitarissen, Anti-Trinitarissen, Socinianen, Collegianten en Rhynsburgers, Godisten, enz. verhandelten worden",,1738,1738,Amsterdam,,,"Picart, Bernard, 1673-1733",pd,,"University of California, Los Angeles. Library. Department of Special Collections",http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001hk1x0/manifest
Picart (Bernard) Collection,ark:/21198/z1jd6q56,ark:/21198/zz0002gx8m,ark:/21198/z1hh8cdp,Work,,individuals,,"Ceremonies et coutumes religieuses de tous les peuples du monde / représentées par des figures dessinées de la main de Bernard Picard [i.e. Picart], avec une explication historique, & quelques dissertations curieuses. [AJU copy] Tome 1",2>1,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fnr369p11,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,fre,,,,,"Tome Premier, qui contient les Ceremonies des Juifs & des Chrétiens Catholiques.",,1723,1723,Amsterdam,Chez J.F. Bernard,,"Picart, Bernard, 1673-1733",pd,,"American Jewish University Libraries, Familian Campus Special Collections",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd6q56/manifest
Picart (Bernard) Collection,ark:/21198/z1dr4ntb,ark:/21198/zz0002gx8m,ark:/21198/z1hh8cdp,Work,,individuals,,"Ceremonies et coutumes religieuses de tous les peuples du monde / représentées par des figures dessinées de la main de Bernard Picard [i.e. Picart], avec une explication historique, & quelques dissertations curieuses. [AJU copy] Tome 2",6>2,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4ntb%2Fnr369p11,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,fre,,,,,"Tome Second, qui contient la suite des Ceremonies Religieuses en usage chex la Catholiques",,1723,1723,Amsterdam,Chez J.F. Bernard,,"Picart, Bernard, 1673-1733",pd,,"American Jewish University Libraries, Familian Campus Special Collections",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4ntb/manifest
Picart (Bernard) Collection,ark:/21198/z1903x57,ark:/21198/zz0002gx8m,ark:/21198/z1hh8cdp,Work,,individuals,,"Ceremonies et coutumes religieuses de tous les peuples du monde / représentées par des figures dessinées de la main de Bernard Picard [i.e. Picart], avec une explication historique, & quelques dissertations curieuses. [AJU copy] Tome 3",1>3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903x57%2Frr78jz2d,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,fre,,,,,"Tome Premier, premiere partie, qui contient le Ceremonies Religieuses des Peuples des Indes Occidentales",,1723,1723,Amsterdam,Chez J.F. Bernard,,"Picart, Bernard, 1673-1733",pd,,"American Jewish University Libraries, Familian Campus Special Collections",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1903x57/manifest
Picart (Bernard) Collection,ark:/21198/z15735fw,ark:/21198/zz0002gx8m,ark:/21198/z1hh8cdp,Work,,individuals,,"Ceremonies et coutumes religieuses de tous les peuples du monde / représentées par des figures dessinées de la main de Bernard Picard [i.e. Picart], avec une explication historique, & quelques dissertations curieuses. [AJU copy] Tome 4",5>4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Ft782tc9s,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,fre,,,,,"Tome Second, premiere partie",,1728,1728,Amsterdam,Chez Jean Frederic Bernard,,"Picart, Bernard, 1673-1733",pd,,"American Jewish University Libraries, Familian Campus Special Collections",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15735fw/manifest
Picart (Bernard) Collection,ark:/21198/z11g2dn8,ark:/21198/zz0002gx8m,ark:/21198/z1hh8cdp,Work,,individuals,,"Ceremonies et coutumes religieuses de tous les peuples du monde / représentées par des figures dessinées de la main de Bernard Picard [i.e. Picart], avec une explication historique, & quelques dissertations curieuses. [AJU copy] Tome 5",3>5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2dn8%2Ft782tc9s,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,fre,,,,,"Tome Troisieme, qui contient les Ceremonies des Grecs & des Protestans",,1733,1733,Amsterdam,Chez J.F. Bernard,,"Picart, Bernard, 1673-1733",pd,,"American Jewish University Libraries, Familian Campus Special Collections",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g2dn8/manifest
Picart (Bernard) Collection,ark:/21198/z1wq1x4j,ark:/21198/zz0002gx8m,ark:/21198/z1hh8cdp,Work,,individuals,,"Ceremonies et coutumes religieuses de tous les peuples du monde / représentées par des figures dessinées de la main de Bernard Picard [i.e. Picart], avec une explication historique, & quelques dissertations curieuses. [AJU copy] Tome 6",4>6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1x4j%2Fsm13n143,,text,Rites and ceremonies--Early works to 1800|~|Religions--Early works to 1794|~|Engravings--Netherlands--18th century,Engravings,fre,,,,,"Tome Quatrieme, qui contient les Anglicans, les Quaquers, les Anabaptistes etc.",,1736,1736,Amsterdam,Chez J.F. Bernard,,"Picart, Bernard, 1673-1733",pd,,"American Jewish University Libraries, Familian Campus Special Collections",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq1x4j/manifest
