"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz000rzm58","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm58-1-master.tif","","","149","","","text","","","","","","Page 107","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm58",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm6s","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm6s-1-master.tif","","","150","","","text","","","","","","Page 108","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm6s",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm79","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm79-1-master.tif","","","151","","","text","","","","","","Page 109","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm79",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm8t","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm8t-1-master.tif","","","152","","","text","","","","","","Page 110","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm8t",""
"Picart (Bernard) Collection","ark:/21198/zz000rzm9b","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzm9b-1-master.tif","","","153","","","text","","","","","","Page 111","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzm9b",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmbv","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmbv-1-master.tif","","","154","","","text","","","","","","Page 112","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmbv",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmcc","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmcc-1-master.tif","","","155","","","text","","","","","","Page 113","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmcc",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmdw","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmdw-1-master.tif","","","156","","","text","","","","","","Page 114","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmdw",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmfd","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmfd-1-master.tif","","","157","","","still image","","","","","","Ceremonie de MARIAGE.","r","","Ceremonie de MARIAGE.Benediction du LIT NUPTIAL.B. Picart sculp. dir. 1724.","Page 114a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmfd",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmgx","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmgx-1-master.tif","","","158","","","text","","","","","","Page 114b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmgx",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmhf","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmhf-1-master.tif","","","159","","","text","","","","","","Page 115","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmhf",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmjz","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmjz-1-master.tif","","","160","","","text","","","","","","Page 116","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmjz",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmkg","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmkg-1-master.tif","","","161","","","text","","","","","","Page 117","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmkg",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmm0","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmm0-1-master.tif","","","162","","","text","","","","","","Page 118","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmm0",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmnh","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmnh-1-master.tif","","","163","","","text","","","","","","Page 119","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmnh",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmp1","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmp1-1-master.tif","","","164","","","text","","","","","","Page 120","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmp1",""
"Picart (Bernard) Collection","ark:/21198/zz000rzmqj","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000rzmqj-1-master.tif","","","165","","","text","","","","","","Page 121","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000rzmqj",""
"Picart (Bernard) Collection","ark:/21198/zz000s05n3","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05n3-1-master.tif","","","166","","","text","","","","","","Page 122","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05n3",""
"Picart (Bernard) Collection","ark:/21198/zz000s05pm","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05pm-1-master.tif","","","167","","","text","","","","","","Page 123","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05pm",""
"Picart (Bernard) Collection","ark:/21198/zz000s05q4","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05q4-1-master.tif","","","168","","","text","","","","","","Page 124","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05q4",""
"Picart (Bernard) Collection","ark:/21198/zz000s05rn","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05rn-1-master.tif","","","169","","","text","","","","","","Page 124a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05rn",""
"Picart (Bernard) Collection","ark:/21198/zz000s05s5","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05s5-1-master.tif","","","170","","","still image","","","","","","Le CLERC reçoit la TONSURE.","v","","Le CLERC reçoit la TONSURE.Le CLERC reçoit le SURPLIS.ORDINATION du SACRISTAIN.ORDINATION du LECTEUR.ORDINATION de L'EXORCISTE.ORDINATION de L'ACOLYTE.B. Picart sculp. dir. 1722.","Page 124b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05s5",""
"Picart (Bernard) Collection","ark:/21198/zz000s05tp","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05tp-1-master.tif","","","171","","","text","","","","","","Page 125","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05tp",""
"Picart (Bernard) Collection","ark:/21198/zz000s05v6","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05v6-1-master.tif","","","172","","","text","","","","","","Page 126","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05v6",""
"Picart (Bernard) Collection","ark:/21198/zz000s05wq","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05wq-1-master.tif","","","173","","","text","","","","","","Page 127","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05wq",""
"Picart (Bernard) Collection","ark:/21198/zz000s05x7","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05x7-1-master.tif","","","174","","","text","","","","","","Page 128","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05x7",""
"Picart (Bernard) Collection","ark:/21198/zz000s05zr","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s05zr-1-master.tif","","","175","","","still image","","","","","","ORDINATION des SOÛDIACRES.","r","","ORDINATION des SOÛDIACRES.ORDINATION des DIACRES.ORDINATION des PRÊTRES.Le PRÊTRE reçoit L' IMPOSITION des mains.L'EVÊQUE donne aux PRÊTRES le pouvoir de CONSACRER.L'EVÊQUE COMMUNIE les nouveaux PRÊTRES.B. Picart sculp. dir. 1722","Page 128a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s05zr",""
"Picart (Bernard) Collection","ark:/21198/zz000s060r","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s060r-1-master.tif","","","176","","","text","","","","","","Page 128b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s060r",""
"Picart (Bernard) Collection","ark:/21198/zz000s0618","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s0618-1-master.tif","","","177","","","text","","","","","","Page 129","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s0618",""
"Picart (Bernard) Collection","ark:/21198/zz000s062s","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s062s-1-master.tif","","","178","","","text","","","","","","Page 130","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s062s",""
"Picart (Bernard) Collection","ark:/21198/zz000s0639","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s0639-1-master.tif","","","179","","","text","","","","","","Page 131","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s0639",""
"Picart (Bernard) Collection","ark:/21198/zz000s064t","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s064t-1-master.tif","","","180","","","text","","","","","","Page 132","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s064t",""
"Picart (Bernard) Collection","ark:/21198/zz000s065b","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s065b-1-master.tif","","","181","","","still image","","","","","","L'EVEQUE désigné se presente avec les deux ASSISTANS.","r","","L'EVEQUE désigné se presente avec les deux ASSISTANS.L'EVEQUE désigné prête le SERMENT.L'EVEQUE désigné se PROSTERNE.L'EVEQUE désigné êst OINT.On OINT les mains de L'EVEQUE.On lui donne le BÂTON PASTORAL.B. Picart sculp. dir. 1722.","Page 132a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s065b",""
"Picart (Bernard) Collection","ark:/21198/zz000s066v","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s066v-1-master.tif","","","182","","","text","","","","","","Page 132b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s066v",""
"Picart (Bernard) Collection","ark:/21198/zz000s067c","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s067c-1-master.tif","","","183","","","text","","","","","","Page 133","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s067c",""
"Picart (Bernard) Collection","ark:/21198/zz000s068w","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s068w-1-master.tif","","","184","","","text","","","","","","Page 134","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s068w",""
"Picart (Bernard) Collection","ark:/21198/zz000s069d","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s069d-1-master.tif","","","185","","","still image","","","","","","On donne l'ANNEAÚ à L'EVÊQUE.","r","","On donne l'ANNEAÚ à L'EVÊQUE.On lui presente le LIVRE des EVANGILES.Le nouvel EVÊQUE presente les flambeaux, le Pain, et le Vin.On met la MITRE sur la tête de L'EVÊQUE consacré.On lui donne le BÂTON PASTORAL.L'ARCHEVEQUE recevant le PALLIUM.B. Picart, sculp. dir. 1722.","Page 134a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s069d",""
"Picart (Bernard) Collection","ark:/21198/zz000s06bx","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06bx-1-master.tif","","","186","","","text","","","","","","Page 134b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06bx",""
"Picart (Bernard) Collection","ark:/21198/zz000s06cf","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06cf-1-master.tif","","","187","","","text","","","","","","Page 135","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06cf",""
"Picart (Bernard) Collection","ark:/21198/zz000s06dz","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06dz-1-master.tif","","","188","","","text","","","","","","Page 136","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06dz",""
"Picart (Bernard) Collection","ark:/21198/zz000s06fg","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06fg-1-master.tif","","","189","","","text","","","","","","Page 137","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06fg",""
"Picart (Bernard) Collection","ark:/21198/zz000s06g0","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06g0-1-master.tif","","","190","","","text","","","","","","Page 138","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06g0",""
"Picart (Bernard) Collection","ark:/21198/zz000s06hh","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06hh-1-master.tif","","","191","","","text","","","","","","Page 139","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06hh",""
"Picart (Bernard) Collection","ark:/21198/zz000s06j1","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06j1-1-master.tif","","","192","","","text","","","","","","Page 140","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06j1",""
"Picart (Bernard) Collection","ark:/21198/zz000s06kj","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06kj-1-master.tif","","","193","","","text","","","","","","Page 141","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06kj",""
"Picart (Bernard) Collection","ark:/21198/zz000s06m2","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06m2-1-master.tif","","","194","","","text","","","","","","Page 142","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06m2",""
"Picart (Bernard) Collection","ark:/21198/zz000s06nk","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06nk-1-master.tif","","","195","","","text","","","","","","Page 143","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06nk",""
"Picart (Bernard) Collection","ark:/21198/zz000s06p3","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06p3-1-master.tif","","","196","","","text","","","","","","Page 144","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06p3",""
"Picart (Bernard) Collection","ark:/21198/zz000s06qm","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06qm-1-master.tif","","","197","","","still image","","","","","","On donne L'HABIT ECCLESIASTIQUE à L'ABÉ.","r","","On donne L'HABIT ECCLESIASTIQUE à L'ABÉ.On lui IMPOSE les MAINS.On donne le VOILE à L'ABESSE.La CONSECRATION des RELIGIEUSES.BENEDICTION des HABITS des RELIGIEUSES.Les RELIGIEUSES reçoivent le VOILE.B. Picart sculp. dir. 1722.","Page 144a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06qm",""
"Picart (Bernard) Collection","ark:/21198/zz000s06r4","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06r4-1-master.tif","","","198","","","text","","","","","","Page 144b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06r4",""
"Picart (Bernard) Collection","ark:/21198/zz000s06sn","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06sn-1-master.tif","","","199","","","text","","","","","","Page 145","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06sn",""
"Picart (Bernard) Collection","ark:/21198/zz000s06t5","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06t5-1-master.tif","","","200","","","text","","","","","","Page 146","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06t5",""
"Picart (Bernard) Collection","ark:/21198/zz000s06vp","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06vp-1-master.tif","","","201","","","still image","","","","","","L'EVÊQUE donne l'ANNEAU aux Nouvelles RELIGIEUSES.","r","","L'EVÊQUE donne l'ANNEAU aux Nouvelles RELIGIEUSES.On COURONNE la Nouvelle RELIGIEUSE.On fait la Lecture de L'ANATHEME.Les RELIGIEUSES presentent des CIERGES.L'EVÊQUE COMMUNIE les RELIGIEUSES.On leur donne le BREVIAIRE.B. Picart sculp. dir. 1722.","Page 146a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06vp",""
"Picart (Bernard) Collection","ark:/21198/zz000s06w6","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06w6-1-master.tif","","","202","","","text","","","","","","Page 146b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06w6",""
"Picart (Bernard) Collection","ark:/21198/zz000s06xq","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06xq-1-master.tif","","","203","","","text","","","","","","Page 147","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06xq",""
"Picart (Bernard) Collection","ark:/21198/zz000s06z7","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s06z7-1-master.tif","","","204","","","text","","","","","","Page 148","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s06z7",""
"Picart (Bernard) Collection","ark:/21198/zz000s0707","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s0707-1-master.tif","","","205","","","text","","","","","","Page 149","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s0707",""
"Picart (Bernard) Collection","ark:/21198/zz000s071r","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s071r-1-master.tif","","","206","","","text","","","","","","Page 150","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s071r",""
"Picart (Bernard) Collection","ark:/21198/zz000s0728","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s0728-1-master.tif","","","207","","","text","","","","","","Page 151","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s0728",""
"Picart (Bernard) Collection","ark:/21198/zz000s073s","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s073s-1-master.tif","","","208","","","text","","","","","","Page 152","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s073s",""
"Picart (Bernard) Collection","ark:/21198/zz000s0749","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s0749-1-master.tif","","","209","","","text","","","","","","Page 153","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s0749",""
"Picart (Bernard) Collection","ark:/21198/zz000s075t","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s075t-1-master.tif","","","210","","","text","","","","","","Page 154","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s075t",""
"Picart (Bernard) Collection","ark:/21198/zz000s076b","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s076b-1-master.tif","","","211","","","text","","","","","","Page 155","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s076b",""
"Picart (Bernard) Collection","ark:/21198/zz000s077v","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s077v-1-master.tif","","","212","","","text","","","","","","Page 156","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s077v",""
"Picart (Bernard) Collection","ark:/21198/zz000s078c","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s078c-1-master.tif","","","213","","","text","","","","","","Page 157","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s078c",""
"Picart (Bernard) Collection","ark:/21198/zz000s079w","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s079w-1-master.tif","","","214","","","text","","","","","","Page 158","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s079w",""
"Picart (Bernard) Collection","ark:/21198/zz000s07bd","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07bd-1-master.tif","","","215","","","text","","","","","","Page 159","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07bd",""
"Picart (Bernard) Collection","ark:/21198/zz000s07cx","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07cx-1-master.tif","","","216","","","text","","","","","","Page 160","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07cx",""
"Picart (Bernard) Collection","ark:/21198/zz000s07df","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07df-1-master.tif","","","217","","","still image","","","","","","LA RECONNOISSANCE du CORPS du PAPE défunt &c.","r","","LA RECONNOISSANCE du CORPS du PAPE défunt &c.Les OBSÈQUES du PAPE DÉFUNT.Le CORPS du PAPE porté à L'EGLISE de SAINT PIERRE.Le CORPS du PAPE exposé trois jours au peuple dans L'Eglise de St. PIERRE.CATAFALQUE du PAPE DÉFUNT.CONVOI FUNEBRE du PAPE.B. Picart sculp. dir. 1724.","Page 160a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07df",""
"Picart (Bernard) Collection","ark:/21198/zz000s07fz","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07fz-1-master.tif","","","218","","","text","","","","","","Page 160b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07fz",""
"Picart (Bernard) Collection","ark:/21198/zz000s07gg","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07gg-1-master.tif","","","219","","","text","","","","","","Page 161","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07gg",""
"Picart (Bernard) Collection","ark:/21198/zz000s07h0","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07h0-1-master.tif","","","220","","","text|~|still image","","","","","","Page 162","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07h0",""
"Picart (Bernard) Collection","ark:/21198/zz000s07jh","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07jh-1-master.tif","","","221","","","text","","","","","","Page 165","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07jh",""
"Picart (Bernard) Collection","ark:/21198/zz000s07k1","ark:/21198/zz0009pfgj","2","Completed","Page","picart/masters/21198-zz000s07k1-1-master.tif","","","222","","","text","","","","","","Page 166","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s07k1",""
