"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","JSON","Metadata Only","Conceptual Work","Bucketeer State","IIIF Access URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jpwn","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0026.tif","24","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0026","page 23","v","","","","","","","","","","","","","","","","","","","","1147_0396_0026.jpg","1147_0396_0026.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jpwn"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0026.tif"", ""Item Sequence"": ""24"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0026"", ""Title"": ""page 23"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0026.jpg"", ""masterImageName"": ""1147_0396_0026.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jpwn"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jpx5","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0027.tif","25","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0027","page 24","r","","","","","","","","","","","","","","","","","","","","1147_0396_0027.jpg","1147_0396_0027.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jpx5"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0027.tif"", ""Item Sequence"": ""25"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0027"", ""Title"": ""page 24"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0027.jpg"", ""masterImageName"": ""1147_0396_0027.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jpx5"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jpzp","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0028.tif","26","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0028","page 25","v","","","","","","","","","","","","","","","","","","","","1147_0396_0028.jpg","1147_0396_0028.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jpzp"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0028.tif"", ""Item Sequence"": ""26"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0028"", ""Title"": ""page 25"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0028.jpg"", ""masterImageName"": ""1147_0396_0028.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jpzp"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq0p","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0029.tif","27","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0029","page 26","r","","","","","","","","","","","","","","","","","","","","1147_0396_0029.jpg","1147_0396_0029.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq0p"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0029.tif"", ""Item Sequence"": ""27"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0029"", ""Title"": ""page 26"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0029.jpg"", ""masterImageName"": ""1147_0396_0029.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq0p"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq16","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0030.tif","28","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0030","page 27","v","","","","","","","","","","","","","","","","","","","","1147_0396_0030.jpg","1147_0396_0030.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq16"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0030.tif"", ""Item Sequence"": ""28"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0030"", ""Title"": ""page 27"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0030.jpg"", ""masterImageName"": ""1147_0396_0030.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq16"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq2q","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0031.tif","29","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0031","page 28","r","","","","","","","","","","","","","","","","","","","","1147_0396_0031.jpg","1147_0396_0031.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq2q"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0031.tif"", ""Item Sequence"": ""29"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0031"", ""Title"": ""page 28"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0031.jpg"", ""masterImageName"": ""1147_0396_0031.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq2q"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq37","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0032.tif","30","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0032","page 29","v","","","","","","","","","","","","","","","","","","","","1147_0396_0032.jpg","1147_0396_0032.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq37"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0032.tif"", ""Item Sequence"": ""30"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0032"", ""Title"": ""page 29"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0032.jpg"", ""masterImageName"": ""1147_0396_0032.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq37"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq4r","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0033.tif","31","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0033","page 30","r","","","","","","","","","","","","","","","","","","","","1147_0396_0033.jpg","1147_0396_0033.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq4r"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0033.tif"", ""Item Sequence"": ""31"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0033"", ""Title"": ""page 30"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0033.jpg"", ""masterImageName"": ""1147_0396_0033.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq4r"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq58","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0034.tif","32","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0034","page 31","v","","","","","","","","","","","","","","","","","","","","1147_0396_0034.jpg","1147_0396_0034.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq58"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0034.tif"", ""Item Sequence"": ""32"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0034"", ""Title"": ""page 31"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0034.jpg"", ""masterImageName"": ""1147_0396_0034.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq58"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq6s","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0035.tif","33","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0035","page 32","r","","","","","","","","","","","","","","","","","","","","1147_0396_0035.jpg","1147_0396_0035.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq6s"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0035.tif"", ""Item Sequence"": ""33"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0035"", ""Title"": ""page 32"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0035.jpg"", ""masterImageName"": ""1147_0396_0035.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq6s"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq79","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0036.tif","34","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0036","page 33","v","","","","","","","","","","","","","","","","","","","","1147_0396_0036.jpg","1147_0396_0036.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq79"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0036.tif"", ""Item Sequence"": ""34"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0036"", ""Title"": ""page 33"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0036.jpg"", ""masterImageName"": ""1147_0396_0036.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq79"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq8t","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0037.tif","35","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0037","page 34","r","","","","","","","","","","","","","","","","","","","","1147_0396_0037.jpg","1147_0396_0037.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq8t"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0037.tif"", ""Item Sequence"": ""35"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0037"", ""Title"": ""page 34"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0037.jpg"", ""masterImageName"": ""1147_0396_0037.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq8t"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jq9b","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0038.tif","36","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0038","page 35","v","","","","","","","","","","","","","","","","","","","","1147_0396_0038.jpg","1147_0396_0038.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jq9b"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0038.tif"", ""Item Sequence"": ""36"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0038"", ""Title"": ""page 35"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0038.jpg"", ""masterImageName"": ""1147_0396_0038.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jq9b"
