Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Visibility,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Name.subject,Name.donor,Rights.rightsHolderContact,Name.repository,Subject,Rights.copyrightStatus,Publisher.publisherName,Name.designer,Name.creator,Name.contributor,Format.extent,AltTitle.other,AltIdentifier.local,Relation.isPartOf,Date.creation,Title,Format.medium,Format.dimensions,Date.normalized,Description.note,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sjtpz,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sjtpz-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0005.tif,"Edward Ross Roybal Papers, 1953-1952",,CSRC_ROYBAL_EarlyYears_0005.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sjtpz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sjtpz/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sjtqg,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sjtqg-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0008.tif,"Edward Ross Roybal Papers, 1953-1951",,CSRC_ROYBAL_EarlyYears_0008.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sjtqg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sjtqg/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sjtr0,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sjtr0-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0003.tif,"Edward Ross Roybal Papers, 1953-1950",,CSRC_ROYBAL_EarlyYears_0003.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sjtr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sjtr0/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1tc,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1tc-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0013.tif,"Edward Ross Roybal Papers, 1953-1949",,CSRC_ROYBAL_EarlyYears_0013.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1tc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sk1tc/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1vw,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1vw-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,,CSRC_ROYBAL_EarlyYears_0014.tif,"Edward Ross Roybal Papers, 1953-1948",,CSRC_ROYBAL_EarlyYears_0014.tif,,,1950/1959,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1vw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sk1vw/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1wd,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1wd-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0016.tif,"Edward Ross Roybal Papers, 1953-1947",,CSRC_ROYBAL_EarlyYears_0016.tif,,,1950/1959,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1wd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sk1wd/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz000sk1xx,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz000sk1xx-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL_EarlyYears_0015.tif,"Edward Ross Roybal Papers, 1953-1946",,CSRC_ROYBAL_EarlyYears_0015.tif,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sk1xx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000sk1xx/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410qp,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410qp-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_005.tif,"Edward Ross Roybal Papers, 1953-1945",1949,Edward Roybal at dinner,Gelatin-Silver Photograph,5 x 7,1940/1949,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410qp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001410qp/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410r6,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410r6-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_001.tif,"Edward Ross Roybal Papers, 1953-1944",1949,Roybal Family with Mr. and Mrs. Bowron,Gelatin-Silver Photograph,7 x 9,1940/1949,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410r6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001410r6/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410sq,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410sq-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1942_001.tif,"Edward Ross Roybal Papers, 1953-1943",1942,Edward Roybal with family on Mother's Day,Gelatin-Silver Photograph|~|Kodak Velox Paper,4 1/2 x 3 1/8,1940/1949,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410sq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001410sq/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410t7,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410t7-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005|~|Roybal, Lucille Beserra, 1917 -",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,Los Angeles (Calif.). City Council,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_007.tif,"Edward Ross Roybal Papers, 1953-1942",1949,Edward Roybal at Election Night in City Hall,Gelatin-Silver Photograph,8 x 10,1940/1949,"Inscribed on back,"" L.R- Henry Nava-Roger Townson-Edward Roybal-Joe Carlos---------Danny Nava.""",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410t7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001410t7/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410w8,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410w8-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_006.tif,"Edward Ross Roybal Papers, 1953-1941",1949,Edward Roybal on KFVD,Gelatin-Silver Photograph,8 x 10,1940/1949,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410w8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001410w8/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410xs,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410xs-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 Photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1919_001.tif,"Edward Ross Roybal Papers, 1953-1940",1919 September,Childhood photograph,Gelatin-Silver Photograph,4 x 6,1910/1919,"Inscribed on back, "" To Mercy-from Ique PapoyaEddie, Ique, Mercy. Taken: Sept 1919""",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410xs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001410xs/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz001410z9,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz001410z9-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_003.tif,"Edward Ross Roybal Papers, 1953-1939",1949,Edward Roybal on KRKD,Gelatin-Silver Photograph,9 x 7,1940/1949,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001410z9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001410z9/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz00141109,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz00141109-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1949_008.tif,"Edward Ross Roybal Papers, 1953-1938",1949,Edward Roybal shaking Mayor Bowron,Gelatin-Silver Photograph,8 x 10,1940/1949,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141109,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00141109/manifest
Roybal (Edward R.) Photograph Collection,ark:/21198/zz0014113v,ark:/21198/zz000s3hxd,2,Completed,Work,csrc/masters/21198-zz0014113v-1-master.tif,private,,,,still image,Black-and-white photographs,"Roybal, Edward Ross, 1916-2005",Roybal Family,Roybal Family Trust,UCLA Chicano Studies Research Center Library & Archive,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,1 photograph,Edward R. Roybal Papers,CSRC_ROYBAL-HAYNES_1950_03.tif,"Edward Ross Roybal Papers, 1953-1937",1950,Edward Roybal and little girl from L.A. Orphanage,Gelatin-Silver Photograph,8 x 10,1950/1959,"Note: ""Councilman Edward R. Roybal, with the assistance of youngsters from the Los Angeles Orphanage, dubs one of the Candy Cane Coaches, ""Pintos"". Fifteen of the gay Christmas vehicles will be put into the operation throughout the city today, under the sponsorship of the Downtown Business Men's association.""",,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014113v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014113v/manifest
