Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Rights.copyrightStatus,Language,Description.note,Date.normalized,Date.creation,Title,Alt ID.local
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck1j/m458kt64,ark:/21198/zz002gck1j,,,Page,satellite/image/Southern_Shanxi_DS1108-2135DF028_28_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck1j/rh81vn3k,ark:/21198/zz002gck1j,,,Page,satellite/image/Southern_Shanxi_DS1108-2135DF028_28_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck22/5201vn6r,ark:/21198/zz002gck22,,,Page,satellite/image/Southern_Shanxi_DS1110-2232DF099_99_d.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck22/jr742829,ark:/21198/zz002gck22,,,Page,satellite/image/Southern_Shanxi_DS1110-2232DF099_99_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck22/q184qd98,ark:/21198/zz002gck22,,,Page,satellite/image/Southern_Shanxi_DS1110-2232DF099_99_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck3k/33340f98,ark:/21198/zz002gck3k,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AA024_24_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck3k/r2755x3k,ark:/21198/zz002gck3k,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AA024_24_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck3k/v4835k1s,ark:/21198/zz002gck3k,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AA024_24_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck3k/wm744t4q,ark:/21198/zz002gck3k,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AA024_24_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck43/8g075c22,ark:/21198/zz002gck43,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF017_17_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck43/q445dc37,ark:/21198/zz002gck43,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF017_17_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck43/qn24wt64,ark:/21198/zz002gck43,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF017_17_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck43/r552x41d,ark:/21198/zz002gck43,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF017_17_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck5m/8747vf1s,ark:/21198/zz002gck5m,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF019_19_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck5m/c957gn8m,ark:/21198/zz002gck5m,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF019_19_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck5m/gq06t09f,ark:/21198/zz002gck5m,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF019_19_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck5m/jv785301,ark:/21198/zz002gck5m,,,Page,satellite/image/Southern_Shanxi_DS1111-1063AF019_19_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck64/3n85133w,ark:/21198/zz002gck64,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF013_13_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck64/3q81rp0j,ark:/21198/zz002gck64,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF013_13_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck64/9543rt54,ark:/21198/zz002gck64,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF013_13_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck64/wr00c911,ark:/21198/zz002gck64,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF013_13_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck7n/7f21g73k,ark:/21198/zz002gck7n,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF014_14_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck7n/bz90fh4n,ark:/21198/zz002gck7n,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF014_14_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck7n/ks65hb6p,ark:/21198/zz002gck7n,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF014_14_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck7n/pm345v16,ark:/21198/zz002gck7n,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF014_14_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck85/3n631q1d,ark:/21198/zz002gck85,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF018_18_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck85/5b93xc7s,ark:/21198/zz002gck85,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF018_18_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck85/rt097j5n,ark:/21198/zz002gck85,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF018_18_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gck85/t9958g19,ark:/21198/zz002gck85,,,Page,satellite/image/Southern_Shanxi_DS1116-2248DF018_18_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckb6/36977g50,ark:/21198/zz002gckb6,,,Page,satellite/image/Suzhou_DS1105-2231DA085_85_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckb6/8w83ng7x,ark:/21198/zz002gckb6,,,Page,satellite/image/Suzhou_DS1105-2231DA085_85_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckb6/k2897f3s,ark:/21198/zz002gckb6,,,Page,satellite/image/Suzhou_DS1105-2231DA085_85_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckb6/rw450h4j,ark:/21198/zz002gckb6,,,Page,satellite/image/Suzhou_DS1105-2231DA085_85_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckcq/1z72vh3m,ark:/21198/zz002gckcq,,,Page,satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckcq/j454c56n,ark:/21198/zz002gckcq,,,Page,satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckcq/pf625f83,ark:/21198/zz002gckcq,,,Page,satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckcq/pr023x48,ark:/21198/zz002gckcq,,,Page,satellite/image/Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckd7/6c45m390,ark:/21198/zz002gckd7,,,Page,satellite/image/Xi'an_DS1052-2151DA058_58_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckd7/6x721f83,ark:/21198/zz002gckd7,,,Page,satellite/image/Xi'an_DS1052-2151DA058_58_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckd7/8876dt5f,ark:/21198/zz002gckd7,,,Page,satellite/image/Xi'an_DS1052-2151DA058_58_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckd7/9780rx4m,ark:/21198/zz002gckd7,,,Page,satellite/image/Xi'an_DS1052-2151DA058_58_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckfr/gf34hf9p,ark:/21198/zz002gckfr,,,Page,satellite/image/Xi'an_DS1102-1022DA194_194_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckfr/h538tq70,ark:/21198/zz002gckfr,,,Page,satellite/image/Xi'an_DS1102-1022DA194_194_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckfr/qn532r00,ark:/21198/zz002gckfr,,,Page,satellite/image/Xi'an_DS1102-1022DA194_194_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckfr/tp190m3d,ark:/21198/zz002gckfr,,,Page,satellite/image/Xi'an_DS1102-1022DA194_194_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckg8/3d491z3k,ark:/21198/zz002gckg8,,,Page,satellite/image/Xi'an_DS1102-1022DF186_186_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckg8/9544734t,ark:/21198/zz002gckg8,,,Page,satellite/image/Xi'an_DS1102-1022DF186_186_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckg8/jq664p93,ark:/21198/zz002gckg8,,,Page,satellite/image/Xi'an_DS1102-1022DF186_186_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckg8/xj66r220,ark:/21198/zz002gckg8,,,Page,satellite/image/Xi'an_DS1102-1022DF186_186_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckhs/3b47f09d,ark:/21198/zz002gckhs,,,Page,satellite/image/Xi'an_DS1102-2119DA074_74_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckhs/hd74s99p,ark:/21198/zz002gckhs,,,Page,satellite/image/Xi'an_DS1102-2119DA074_74_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckhs/qm16db2c,ark:/21198/zz002gckhs,,,Page,satellite/image/Xi'an_DS1102-2119DA074_74_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckhs/vd03jd19,ark:/21198/zz002gckhs,,,Page,satellite/image/Xi'an_DS1102-2119DA074_74_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckj9/1n55s83m,ark:/21198/zz002gckj9,,,Page,satellite/image/Xi'an_DS1102-2119DF067_67_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckj9/7390bj3n,ark:/21198/zz002gckj9,,,Page,satellite/image/Xi'an_DS1102-2119DF067_67_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckj9/pg14b18k,ark:/21198/zz002gckj9,,,Page,satellite/image/Xi'an_DS1102-2119DF067_67_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckj9/zv89bj1f,ark:/21198/zz002gckj9,,,Page,satellite/image/Xi'an_DS1102-2119DF067_67_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckkt/4q53p50g,ark:/21198/zz002gckkt,,,Page,satellite/image/Xi'an_DS1108-2119DA021_21_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckkt/bd19ds69,ark:/21198/zz002gckkt,,,Page,satellite/image/Xi'an_DS1108-2119DA021_21_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckkt/q8771c78,ark:/21198/zz002gckkt,,,Page,satellite/image/Xi'an_DS1108-2119DA021_21_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckkt/qb613232,ark:/21198/zz002gckkt,,,Page,satellite/image/Xi'an_DS1108-2119DA021_21_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckmb/fh96r088,ark:/21198/zz002gckmb,,,Page,satellite/image/Xi'an_DS1114-1022DA053_53_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckmb/h7070326,ark:/21198/zz002gckmb,,,Page,satellite/image/Xi'an_DS1114-1022DA053_53_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckmb/qk26859k,ark:/21198/zz002gckmb,,,Page,satellite/image/Xi'an_DS1114-1022DA053_53_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckmb/tf44hn51,ark:/21198/zz002gckmb,,,Page,satellite/image/Xi'an_DS1114-1022DA053_53_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcknv/4723mm7c,ark:/21198/zz002gcknv,,,Page,satellite/image/Xi'an_DS1114-1022DA056_56_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcknv/8k25fd0t,ark:/21198/zz002gcknv,,,Page,satellite/image/Xi'an_DS1114-1022DA056_56_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcknv/fd93dj8w,ark:/21198/zz002gcknv,,,Page,satellite/image/Xi'an_DS1114-1022DA056_56_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcknv/zr524w9d,ark:/21198/zz002gcknv,,,Page,satellite/image/Xi'an_DS1114-1022DA056_56_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckpc/0233mc4r,ark:/21198/zz002gckpc,,,Page,satellite/image/Xi'an_Weishui_Valley_DS1114-1022DA057_57_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckpc/6q66513b,ark:/21198/zz002gckpc,,,Page,satellite/image/Xi'an_Weishui_Valley_DS1114-1022DA057_57_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckpc/b273xr0f,ark:/21198/zz002gckpc,,,Page,satellite/image/Xi'an_Weishui_Valley_DS1114-1022DA057_57_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckpc/dp50wv3x,ark:/21198/zz002gckpc,,,Page,satellite/image/Xi'an_Weishui_Valley_DS1114-1022DA057_57_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckqw/7p95hp18,ark:/21198/zz002gckqw,,,Page,satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckqw/c967kz5m,ark:/21198/zz002gckqw,,,Page,satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckqw/kc94vw6n,ark:/21198/zz002gckqw,,,Page,satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckqw/mc05g43k,ark:/21198/zz002gckqw,,,Page,satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckrd/7z655n7p,ark:/21198/zz002gckrd,,,Page,satellite/image/Xue_QZD_Shandong_DS1115-2167DF045_45_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckrd/b0948c19,ark:/21198/zz002gckrd,,,Page,satellite/image/Xue_QZD_Shandong_DS1115-2167DF045_45_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckrd/bp558p2f,ark:/21198/zz002gckrd,,,Page,satellite/image/Xue_QZD_Shandong_DS1115-2167DF045_45_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckrd/hp44kc14,ark:/21198/zz002gckrd,,,Page,satellite/image/Xue_QZD_Shandong_DS1115-2167DF045_45_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcksx/fn779x4n,ark:/21198/zz002gcksx,,,Page,satellite/image/Yanggu_Pingyin_Shandong_DS1115-2264DF036_36_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcksx/k7619k59,ark:/21198/zz002gcksx,,,Page,satellite/image/Yanggu_Pingyin_Shandong_DS1115-2264DF036_36_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcksx/r1946h9p,ark:/21198/zz002gcksx,,,Page,satellite/image/Yanggu_Pingyin_Shandong_DS1115-2264DF036_36_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcksx/s8568x5j,ark:/21198/zz002gcksx,,,Page,satellite/image/Yanggu_Pingyin_Shandong_DS1115-2264DF036_36_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcktf/7104gr2w,ark:/21198/zz002gcktf,,,Page,satellite/image/Yantai_DS1103-2183DA022_22_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcktf/gf576z6j,ark:/21198/zz002gcktf,,,Page,satellite/image/Yantai_DS1103-2183DA022_22_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcktf/vv685x18,ark:/21198/zz002gcktf,,,Page,satellite/image/Yantai_DS1103-2183DA022_22_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcktf/zw75m847,ark:/21198/zz002gcktf,,,Page,satellite/image/Yantai_DS1103-2183DA022_22_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckwg/32752t78,ark:/21198/zz002gckwg,,,Page,satellite/image/Yaoqiang_to_Linqu_Shandong_DS1117-2070DF019_19_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckwg/9s83fn9g,ark:/21198/zz002gckwg,,,Page,satellite/image/Yaoqiang_to_Linqu_Shandong_DS1117-2070DF019_19_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckwg/cj75rz87,ark:/21198/zz002gckwg,,,Page,satellite/image/Yaoqiang_to_Linqu_Shandong_DS1117-2070DF019_19_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckwg/wn364n6f,ark:/21198/zz002gckwg,,,Page,satellite/image/Yaoqiang_to_Linqu_Shandong_DS1117-2070DF019_19_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckzh/8490mn8r,ark:/21198/zz002gckzh,,,Page,satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckzh/fm38z516,ark:/21198/zz002gckzh,,,Page,satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckzh/mv24472q,ark:/21198/zz002gckzh,,,Page,satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gckzh/n108090f,ark:/21198/zz002gckzh,,,Page,satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm0h/0x77g66b,ark:/21198/zz002gcm0h,,,Page,satellite/image/Zouxian-Yishan_Shandong_DS1115-2167DF042_42_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm0h/dj084n2t,ark:/21198/zz002gcm0h,,,Page,satellite/image/Zouxian-Yishan_Shandong_DS1115-2167DF042_42_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm0h/jz85mt2g,ark:/21198/zz002gcm0h,,,Page,satellite/image/Zouxian-Yishan_Shandong_DS1115-2167DF042_42_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm0h/ws12tv3j,ark:/21198/zz002gcm0h,,,Page,satellite/image/Zouxian-Yishan_Shandong_DS1115-2167DF042_42_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm11/0r51388q,ark:/21198/zz002gcm11,,,Page,satellite/image/Chifeng_DS1112-1070DA115_115_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm11/5b30hh23,ark:/21198/zz002gcm11,,,Page,satellite/image/Chifeng_DS1112-1070DA115_115_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm11/8h476x4q,ark:/21198/zz002gcm11,,,Page,satellite/image/Chifeng_DS1112-1070DA115_115_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm11/x435h78w,ark:/21198/zz002gcm11,,,Page,satellite/image/Chifeng_DS1112-1070DA115_115_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm2j/hq29b54x,ark:/21198/zz002gcm2j,,,Page,satellite/image/Chifeng_DS1112-1070DA116_116_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcm2j/zk90k70g,ark:/21198/zz002gcm2j,,,Page,satellite/image/Chifeng_DS1112-1070DA116_116_b.tif,2,,,,,,,,,,Page 2,
