Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Subject,Name.subject,Name.author,Name.creator,Name.correspondent,Name.interviewee,Name.compiler,Coverage.geographic,Name.sponsor,Rights.servicesContact,Rights.rightsHolderName,Name.repository,Name.photographer,Name.interviewer,Language,Alt ID.local,Format.dimensions,Date.normalized,Description.note,Relation.isPartOf,Title,Date.creation,Format.extent,Description.caption,Alt ID.issueNo,Description.contents,AltTitle.uniform,Description.latitude,Description.longitude,Alt ID.oclc,Alt ID.url,Description.abstract,Opac url,AltTitle.other,Bucketeer State,IIIF Access URL
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jsj5,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jsj5_505386_master.tif,17,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017072a|~|uclamss_2051_b43_f1_1-16,22 x 14 cm.,1926/1927,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 16",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsj5
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jskp,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jskp_505396_master.tif,18,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f1_1-17|~|clusc_1_1_00017073a,22 x 14 cm.,1926/1927,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 17",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jskp
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jsm6,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jsm6_505401_master.tif,19,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f1_1-18|~|clusc_1_1_00017074a,22 x 14 cm.,1926/1927,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 18",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsm6
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jsnq,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jsnq_505404_master.tif,20,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017075a|~|uclamss_2051_b43_f1_1-19,22 x 14 cm.,1926/1927,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 19",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsnq
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jsp7,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jsp7_505413_master.tif,21,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017076a|~|uclamss_2051_b43_f1_1-20,22 x 14 cm.,1926/1927,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 20",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsp7
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jsqr,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jsqr_505416_master.tif,22,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017077a|~|uclamss_2051_b43_f1_1-21,22 x 14 cm.,1926/1927,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 21",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jsqr
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jtk5,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jtk5_505425_master.tif,24,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f1_1-23|~|clusc_1_1_00017079a,22 x 14 cm.,1926/1927,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 23",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtk5
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jtmp,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jtmp_505428_master.tif,25,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f1_1-24|~|clusc_1_1_00017080a,22 x 14 cm.,1926/1927,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 24",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtmp
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jtn6,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jtn6_505440_master.tif,26,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017081a|~|uclamss_2051_b43_f1_1-25,22 x 14 cm.,1926/1927,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 25",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtn6
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jtpq,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jtpq_505443_master.tif,27,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017082a|~|uclamss_2051_b43_f1_1-26,22 x 14 cm.,1926/1927,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 26",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtpq
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jtq7,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jtq7_505449_master.tif,28,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017083a|~|uclamss_2051_b43_f1_1-27,22 x 14 cm.,1926/1927,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 27",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtq7
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jtrr,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jtrr_505455_master.tif,29,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017084a|~|uclamss_2051_b43_f1_1-28,22 x 14 cm.,1926/1927,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 28",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtrr
