Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.illuminator,Language,Author,AltTitle.other,Description.note,Date.creation,Summary,Date.normalized,Description.adminnote,Description.contents,Condition note,Illustrations note,Description.colophon,Description.history,Binding note,Format.extent,Alt ID.local,Format.dimensions,Relation.isPartOf,AltTitle.uniform,Place of origin
Manuscript No.85: 0030,Armenian Manuscripts,ark:/21198/zz0026wr4x,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0030.tif,30,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0031,Armenian Manuscripts,ark:/21198/zz0026wr5f,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0031.tif,31,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0032,Armenian Manuscripts,ark:/21198/zz0026wr6z,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0032.tif,32,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0033,Armenian Manuscripts,ark:/21198/zz0026wr7g,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0033.tif,33,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0034,Armenian Manuscripts,ark:/21198/zz0026wr80,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0034.tif,34,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0035,Armenian Manuscripts,ark:/21198/zz0026wr9h,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0035.tif,35,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0036,Armenian Manuscripts,ark:/21198/zz0026wrb1,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0036.tif,36,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0037,Armenian Manuscripts,ark:/21198/zz0026wrcj,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0037.tif,37,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0038,Armenian Manuscripts,ark:/21198/zz0026wrd2,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0038.tif,38,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0039,Armenian Manuscripts,ark:/21198/zz0026wrfk,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0039.tif,39,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0040,Armenian Manuscripts,ark:/21198/zz0026wrg3,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0040.tif,40,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0041,Armenian Manuscripts,ark:/21198/zz0026wrhm,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0041.tif,41,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0042,Armenian Manuscripts,ark:/21198/zz0026wrj4,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0042.tif,42,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0043,Armenian Manuscripts,ark:/21198/zz0026wrkn,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0043.tif,43,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0044,Armenian Manuscripts,ark:/21198/zz0026wrm5,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0044.tif,44,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0045,Armenian Manuscripts,ark:/21198/zz0026wrnp,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0045.tif,45,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0046,Armenian Manuscripts,ark:/21198/zz0026wrp6,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0046.tif,46,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0047,Armenian Manuscripts,ark:/21198/zz0026wrqq,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0047.tif,47,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0048,Armenian Manuscripts,ark:/21198/zz0026wrr7,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0048.tif,48,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0049,Armenian Manuscripts,ark:/21198/zz0026wrsr,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0049.tif,49,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0050,Armenian Manuscripts,ark:/21198/zz0026wrt8,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0050.tif,50,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0051,Armenian Manuscripts,ark:/21198/zz0026wrvs,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0051.tif,51,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0052,Armenian Manuscripts,ark:/21198/zz0026wrw9,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0052.tif,52,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0053,Armenian Manuscripts,ark:/21198/zz0026wrxt,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0053.tif,53,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0054,Armenian Manuscripts,ark:/21198/zz0026wrzb,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0054.tif,54,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0055,Armenian Manuscripts,ark:/21198/zz0026ws0b,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0055.tif,55,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0056,Armenian Manuscripts,ark:/21198/zz0026ws1v,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0056.tif,56,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0057,Armenian Manuscripts,ark:/21198/zz0026ws2c,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0057.tif,57,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0058,Armenian Manuscripts,ark:/21198/zz0026ws3w,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0058.tif,58,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0059,Armenian Manuscripts,ark:/21198/zz0026ws4d,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0059.tif,59,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0060,Armenian Manuscripts,ark:/21198/zz0026ws5x,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0060.tif,60,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0061,Armenian Manuscripts,ark:/21198/zz0026ws6f,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0061.tif,61,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0062,Armenian Manuscripts,ark:/21198/zz0026ws7z,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0062.tif,62,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0063,Armenian Manuscripts,ark:/21198/zz0026ws8g,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0063.tif,63,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0064,Armenian Manuscripts,ark:/21198/zz0026ws90,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0064.tif,64,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0065,Armenian Manuscripts,ark:/21198/zz0026wsbh,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0065.tif,65,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0066,Armenian Manuscripts,ark:/21198/zz0026wsc1,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0066.tif,66,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0067,Armenian Manuscripts,ark:/21198/zz0026wsdj,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0067.tif,67,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0068,Armenian Manuscripts,ark:/21198/zz0026wsf2,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0068.tif,68,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0069,Armenian Manuscripts,ark:/21198/zz0026wsgk,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0069.tif,69,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0070,Armenian Manuscripts,ark:/21198/zz0026wsh3,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0070.tif,70,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0071,Armenian Manuscripts,ark:/21198/zz0026wsjm,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0071.tif,71,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0072,Armenian Manuscripts,ark:/21198/zz0026wsk4,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0072.tif,72,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0073,Armenian Manuscripts,ark:/21198/zz0026wsmn,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0073.tif,73,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0074,Armenian Manuscripts,ark:/21198/zz0026wsn5,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0074.tif,74,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0075,Armenian Manuscripts,ark:/21198/zz0026wspp,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0075.tif,75,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0076,Armenian Manuscripts,ark:/21198/zz0026wsq6,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0076.tif,76,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0077,Armenian Manuscripts,ark:/21198/zz0026wsrq,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0077.tif,77,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0078,Armenian Manuscripts,ark:/21198/zz0026wss7,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0078.tif,78,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0079,Armenian Manuscripts,ark:/21198/zz0026wstr,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0079.tif,79,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0080,Armenian Manuscripts,ark:/21198/zz0026wsv8,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0080.tif,80,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0081,Armenian Manuscripts,ark:/21198/zz0026wsws,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0081.tif,81,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0082,Armenian Manuscripts,ark:/21198/zz0026wsx9,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0082.tif,82,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0083,Armenian Manuscripts,ark:/21198/zz0026wszt,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0083.tif,83,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0084,Armenian Manuscripts,ark:/21198/zz0026wt0t,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0084.tif,84,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0085,Armenian Manuscripts,ark:/21198/zz0026wt1b,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0085.tif,85,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0086,Armenian Manuscripts,ark:/21198/zz0026wt2v,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0086.tif,86,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0087,Armenian Manuscripts,ark:/21198/zz0026wt3c,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0087.tif,87,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0088,Armenian Manuscripts,ark:/21198/zz0026wt4w,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0088.tif,88,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0089,Armenian Manuscripts,ark:/21198/zz0026wt5d,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0089.tif,89,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0090,Armenian Manuscripts,ark:/21198/zz0026wt6x,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0090.tif,90,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0091,Armenian Manuscripts,ark:/21198/zz0026wt7f,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0091.tif,91,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0092,Armenian Manuscripts,ark:/21198/zz0026wt8z,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0092.tif,92,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0093,Armenian Manuscripts,ark:/21198/zz0026wt9g,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0093.tif,93,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0094,Armenian Manuscripts,ark:/21198/zz0026wtb0,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0094.tif,94,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0095,Armenian Manuscripts,ark:/21198/zz0026wtch,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0095.tif,95,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0096,Armenian Manuscripts,ark:/21198/zz0026wtd1,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0096.tif,96,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0097,Armenian Manuscripts,ark:/21198/zz0026wtfj,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0097.tif,97,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0098,Armenian Manuscripts,ark:/21198/zz0026wtg2,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0098.tif,98,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0099,Armenian Manuscripts,ark:/21198/zz0026wthk,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0099.tif,99,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0100,Armenian Manuscripts,ark:/21198/zz0026wtj3,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0100.tif,100,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0101,Armenian Manuscripts,ark:/21198/zz0026wtkm,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0101.tif,101,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0102,Armenian Manuscripts,ark:/21198/zz0026wtm4,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0102.tif,102,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0103,Armenian Manuscripts,ark:/21198/zz0026wtnn,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0103.tif,103,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0104,Armenian Manuscripts,ark:/21198/zz0026wtp5,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0104.tif,104,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0105,Armenian Manuscripts,ark:/21198/zz0026wtqp,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0105.tif,105,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0106,Armenian Manuscripts,ark:/21198/zz0026wtr6,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0106.tif,106,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0107,Armenian Manuscripts,ark:/21198/zz0026wtsq,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0107.tif,107,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0108,Armenian Manuscripts,ark:/21198/zz0026wtt7,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0108.tif,108,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0109,Armenian Manuscripts,ark:/21198/zz0026wtvr,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0109.tif,109,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0110,Armenian Manuscripts,ark:/21198/zz0026wtw8,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0110.tif,110,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0111,Armenian Manuscripts,ark:/21198/zz0026wtxs,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0111.tif,111,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0112,Armenian Manuscripts,ark:/21198/zz0026wtz9,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0112.tif,112,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.85: 0113,Armenian Manuscripts,ark:/21198/zz0026wv09,ark:/21198/zz0026w2rk,Page,,armenian/masters/ms_85/ms_85_0113.tif,113,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
