Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.illuminator,Language,Author,AltTitle.other,Description.note,Date.creation,Summary,Date.normalized,Description.adminnote,Description.contents,Condition note,Illustrations note,Description.colophon,Description.history,Binding note,Format.extent,Alt ID.local,Format.dimensions,Relation.isPartOf,AltTitle.uniform,Place of origin
Manuscript No.33: folio 14v,Armenian Manuscripts,ark:/21198/zz00278fsr,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_028.tif,28,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 15r,Armenian Manuscripts,ark:/21198/zz00278ft8,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_029.tif,29,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 15v,Armenian Manuscripts,ark:/21198/zz00278fvs,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_030.tif,30,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 16r,Armenian Manuscripts,ark:/21198/zz00278fw9,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_031.tif,31,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 16v,Armenian Manuscripts,ark:/21198/zz00278fxt,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_032.tif,32,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 17r,Armenian Manuscripts,ark:/21198/zz00278fzb,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_033.tif,33,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 17v,Armenian Manuscripts,ark:/21198/zz00278g0b,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_034.tif,34,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 18r,Armenian Manuscripts,ark:/21198/zz00278g1v,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_035.tif,35,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 18v,Armenian Manuscripts,ark:/21198/zz00278g2c,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_036.tif,36,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 19r,Armenian Manuscripts,ark:/21198/zz00278g3w,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_037.tif,37,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 19v,Armenian Manuscripts,ark:/21198/zz00278g4d,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_038.tif,38,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 20r,Armenian Manuscripts,ark:/21198/zz00278g5x,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_039.tif,39,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 20v,Armenian Manuscripts,ark:/21198/zz00278g6f,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_040.tif,40,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 21r,Armenian Manuscripts,ark:/21198/zz00278g7z,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_041.tif,41,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 21v,Armenian Manuscripts,ark:/21198/zz00278g8g,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_042.tif,42,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 22r,Armenian Manuscripts,ark:/21198/zz00278g90,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_043.tif,43,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 22v,Armenian Manuscripts,ark:/21198/zz00278gbh,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_044.tif,44,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 23r,Armenian Manuscripts,ark:/21198/zz00278gc1,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_045.tif,45,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 23v,Armenian Manuscripts,ark:/21198/zz00278gdj,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_046.tif,46,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 24r,Armenian Manuscripts,ark:/21198/zz00278gf2,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_047.tif,47,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 24v,Armenian Manuscripts,ark:/21198/zz00278ggk,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_048.tif,48,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 25r,Armenian Manuscripts,ark:/21198/zz00278gh3,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_049.tif,49,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 25v,Armenian Manuscripts,ark:/21198/zz00278gjm,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_050.tif,50,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 26r,Armenian Manuscripts,ark:/21198/zz00278gk4,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_051.tif,51,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 26v,Armenian Manuscripts,ark:/21198/zz00278gmn,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_052.tif,52,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 27r,Armenian Manuscripts,ark:/21198/zz00278gn5,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_053.tif,53,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 27v,Armenian Manuscripts,ark:/21198/zz00278gpp,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_054.tif,54,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 28r,Armenian Manuscripts,ark:/21198/zz00278gq6,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_055.tif,55,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 28v,Armenian Manuscripts,ark:/21198/zz00278grq,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_056.tif,56,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 29r,Armenian Manuscripts,ark:/21198/zz00278gs7,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_057.tif,57,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 29v,Armenian Manuscripts,ark:/21198/zz00278gtr,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_058.tif,58,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 30r,Armenian Manuscripts,ark:/21198/zz00278gv8,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_059.tif,59,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 30v,Armenian Manuscripts,ark:/21198/zz00278gws,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_060.tif,60,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 31r,Armenian Manuscripts,ark:/21198/zz00278gx9,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_061.tif,61,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 31v,Armenian Manuscripts,ark:/21198/zz00278gzt,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_062.tif,62,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 32r,Armenian Manuscripts,ark:/21198/zz00278h0t,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_063.tif,63,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 32v,Armenian Manuscripts,ark:/21198/zz00278h1b,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_064.tif,64,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 33r,Armenian Manuscripts,ark:/21198/zz00278h2v,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_065.tif,65,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 33v,Armenian Manuscripts,ark:/21198/zz00278h3c,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_066.tif,66,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 34r,Armenian Manuscripts,ark:/21198/zz00278h4w,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_067.tif,67,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 34v,Armenian Manuscripts,ark:/21198/zz00278h5d,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_068.tif,68,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 35r,Armenian Manuscripts,ark:/21198/zz00278h6x,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_069.tif,69,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 35v,Armenian Manuscripts,ark:/21198/zz00278h7f,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_070.tif,70,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 36r,Armenian Manuscripts,ark:/21198/zz00278h8z,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_071.tif,71,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 36v,Armenian Manuscripts,ark:/21198/zz00278h9g,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_072.tif,72,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 37r,Armenian Manuscripts,ark:/21198/zz00278hb0,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_073.tif,73,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 37v,Armenian Manuscripts,ark:/21198/zz00278hch,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_074.tif,74,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 38r,Armenian Manuscripts,ark:/21198/zz00278hd1,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_075.tif,75,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 38v,Armenian Manuscripts,ark:/21198/zz00278hfj,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_076.tif,76,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 39r,Armenian Manuscripts,ark:/21198/zz00278hg2,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_077.tif,77,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 39v,Armenian Manuscripts,ark:/21198/zz00278hhk,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_078.tif,78,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 40r,Armenian Manuscripts,ark:/21198/zz00278hj3,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_079.tif,79,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 40v,Armenian Manuscripts,ark:/21198/zz00278hkm,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_080.tif,80,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 41r,Armenian Manuscripts,ark:/21198/zz00278hm4,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_081.tif,81,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 41v,Armenian Manuscripts,ark:/21198/zz00278hnn,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_082.tif,82,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 42r,Armenian Manuscripts,ark:/21198/zz00278hp5,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_083.tif,83,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 42v,Armenian Manuscripts,ark:/21198/zz00278hqp,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_084.tif,84,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 43r,Armenian Manuscripts,ark:/21198/zz00278hr6,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_085.tif,85,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 43v,Armenian Manuscripts,ark:/21198/zz00278hsq,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_086.tif,86,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 44r,Armenian Manuscripts,ark:/21198/zz00278ht7,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_087.tif,87,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 44v,Armenian Manuscripts,ark:/21198/zz00278hvr,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_088.tif,88,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 45r,Armenian Manuscripts,ark:/21198/zz00278hw8,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_089.tif,89,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 45v,Armenian Manuscripts,ark:/21198/zz00278hxs,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_090.tif,90,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 46r,Armenian Manuscripts,ark:/21198/zz00278hz9,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_091.tif,91,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 46v,Armenian Manuscripts,ark:/21198/zz00278j09,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_092.tif,92,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 47r,Armenian Manuscripts,ark:/21198/zz00278j1t,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_093.tif,93,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 47v,Armenian Manuscripts,ark:/21198/zz00278j2b,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_094.tif,94,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 48r,Armenian Manuscripts,ark:/21198/zz00278j3v,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_095.tif,95,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 48v,Armenian Manuscripts,ark:/21198/zz00278j4c,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_096.tif,96,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 49r,Armenian Manuscripts,ark:/21198/zz00278j5w,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_097.tif,97,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 49v,Armenian Manuscripts,ark:/21198/zz00278j6d,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_098.tif,98,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 50r,Armenian Manuscripts,ark:/21198/zz00278j7x,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_099.tif,99,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 50v,Armenian Manuscripts,ark:/21198/zz00278j8f,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_100.tif,100,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 51r,Armenian Manuscripts,ark:/21198/zz00278j9z,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_101.tif,101,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 51v,Armenian Manuscripts,ark:/21198/zz00278jbg,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_102.tif,102,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 52r,Armenian Manuscripts,ark:/21198/zz00278jc0,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_103.tif,103,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 52v,Armenian Manuscripts,ark:/21198/zz00278jdh,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_104.tif,104,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 53r,Armenian Manuscripts,ark:/21198/zz00278jf1,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_105.tif,105,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 53v,Armenian Manuscripts,ark:/21198/zz00278jgj,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_106.tif,106,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 54r,Armenian Manuscripts,ark:/21198/zz00278jh2,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_107.tif,107,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 54v,Armenian Manuscripts,ark:/21198/zz00278jjk,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_108.tif,108,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 55r,Armenian Manuscripts,ark:/21198/zz00278jk3,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_109.tif,109,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 55v,Armenian Manuscripts,ark:/21198/zz00278jmm,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_110.tif,110,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 56r,Armenian Manuscripts,ark:/21198/zz00278jn4,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_111.tif,111,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 56v,Armenian Manuscripts,ark:/21198/zz00278jpn,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_112.tif,112,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 57r,Armenian Manuscripts,ark:/21198/zz00278jq5,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_113.tif,113,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
