"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Manuscript No. 6: f. 12r","Armenian Manuscripts","ark:/21198/zz0025nsz8","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nsz8_1708471_master.tif","23","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nsz8"
"Manuscript No. 6: f. 12v","Armenian Manuscripts","ark:/21198/zz0025nt08","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt08_1708474_master.tif","24","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt08"
"Manuscript No. 6: f. 13r","Armenian Manuscripts","ark:/21198/zz0025nt1s","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt1s_1708477_master.tif","25","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt1s"
"Manuscript No. 6: f. 13v","Armenian Manuscripts","ark:/21198/zz0025nt29","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt29_1708480_master.tif","26","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt29"
"Manuscript No. 6: f. 14r","Armenian Manuscripts","ark:/21198/zz0025nt3t","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt3t_1708483_master.tif","27","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt3t"
"Manuscript No. 6: f. 14v","Armenian Manuscripts","ark:/21198/zz0025nt4b","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt4b_1708487_master.tif","28","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt4b"
"Manuscript No. 6: f. 15r","Armenian Manuscripts","ark:/21198/zz0025nt5v","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt5v_1708563_master.tif","29","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt5v"
"Manuscript No. 6: f. 15v","Armenian Manuscripts","ark:/21198/zz0025nt6c","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt6c_1708566_master.tif","30","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt6c"
"Manuscript No. 6: f. 16r","Armenian Manuscripts","ark:/21198/zz0025nt7w","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt7w_1708569_master.tif","31","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt7w"
"Manuscript No. 6: f. 16v","Armenian Manuscripts","ark:/21198/zz0025nt8d","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt8d_1708572_master.tif","32","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt8d"
"Manuscript No. 6: f. 17r","Armenian Manuscripts","ark:/21198/zz0025nt9x","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nt9x_1708575_master.tif","33","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nt9x"
"Manuscript No. 6: f. 17v","Armenian Manuscripts","ark:/21198/zz0025ntbf","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntbf_1708580_master.tif","34","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntbf"
"Manuscript No. 6: f. 18r","Armenian Manuscripts","ark:/21198/zz0025ntcz","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntcz_1708583_master.tif","35","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntcz"
"Manuscript No. 6: f. 18v","Armenian Manuscripts","ark:/21198/zz0025ntdg","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntdg_1708594_master.tif","36","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntdg"
"Manuscript No. 6: f. 19r","Armenian Manuscripts","ark:/21198/zz0025ntf0","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntf0_1708597_master.tif","37","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntf0"
"Manuscript No. 6: f. 19v","Armenian Manuscripts","ark:/21198/zz0025ntgh","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntgh_1708600_master.tif","38","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntgh"
"Manuscript No. 6: f. 20r","Armenian Manuscripts","ark:/21198/zz0025nth1","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nth1_1708603_master.tif","39","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nth1"
"Manuscript No. 6: f. 20v","Armenian Manuscripts","ark:/21198/zz0025ntjj","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntjj_1708606_master.tif","40","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntjj"
"Manuscript No. 6: f. 21r","Armenian Manuscripts","ark:/21198/zz0025ntk2","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntk2_1708609_master.tif","41","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntk2"
"Manuscript No. 6: f. 21v","Armenian Manuscripts","ark:/21198/zz0025ntmk","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntmk_1708612_master.tif","42","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntmk"
"Manuscript No. 6: f. 22r","Armenian Manuscripts","ark:/21198/zz0025ntn3","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntn3_1714071_master.tif","43","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntn3"
"Manuscript No. 6: f. 22v","Armenian Manuscripts","ark:/21198/zz0025ntpm","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntpm_1714078_master.tif","44","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntpm"
"Manuscript No. 6: f. 23r","Armenian Manuscripts","ark:/21198/zz0025ntq4","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntq4_1714086_master.tif","45","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntq4"
"Manuscript No. 6: f. 23v","Armenian Manuscripts","ark:/21198/zz0025ntrn","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntrn_1714128_master.tif","46","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntrn"
"Manuscript No. 6: f. 24r","Armenian Manuscripts","ark:/21198/zz0025nts5","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nts5_1714134_master.tif","47","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nts5"
"Manuscript No. 6: f. 24v","Armenian Manuscripts","ark:/21198/zz0025nttp","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025nttp_1714137_master.tif","48","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nttp"
"Manuscript No. 6: f. 25r","Armenian Manuscripts","ark:/21198/zz0025ntv6","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025ntv6_1714140_master.tif","49","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ntv6"
"Manuscript No. 6: f. 25v","Armenian Manuscripts","ark:/21198/zz0025sn36","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sn36_1714143_master.tif","50","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sn36"
"Manuscript No. 6: f. 26r","Armenian Manuscripts","ark:/21198/zz0025sn4q","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sn4q_1714276_master.tif","51","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sn4q"
"Manuscript No. 6: f. 26v","Armenian Manuscripts","ark:/21198/zz0025sn57","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sn57_1714282_master.tif","52","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sn57"
"Manuscript No. 6: f. 27r","Armenian Manuscripts","ark:/21198/zz0025sn6r","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sn6r_1714285_master.tif","53","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sn6r"
"Manuscript No. 6: f. 27v","Armenian Manuscripts","ark:/21198/zz0025sn78","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sn78_1714288_master.tif","54","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sn78"
"Manuscript No. 6: f. 28r","Armenian Manuscripts","ark:/21198/zz0025sn8s","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sn8s_1714291_master.tif","55","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sn8s"
"Manuscript No. 6: f. 28v","Armenian Manuscripts","ark:/21198/zz0025sn99","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sn99_1714294_master.tif","56","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sn99"
"Manuscript No. 6: f. 29r","Armenian Manuscripts","ark:/21198/zz0025snbt","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snbt_1714297_master.tif","57","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snbt"
"Manuscript No. 6: f. 29v","Armenian Manuscripts","ark:/21198/zz0025sncb","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sncb_1714325_master.tif","58","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sncb"
"Manuscript No. 6: f. 30r","Armenian Manuscripts","ark:/21198/zz0025sndv","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sndv_1714341_master.tif","59","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sndv"
"Manuscript No. 6: f. 30v","Armenian Manuscripts","ark:/21198/zz0025snfc","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snfc_1714344_master.tif","60","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snfc"
"Manuscript No. 6: f. 31r","Armenian Manuscripts","ark:/21198/zz0025sngw","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sngw_1714347_master.tif","61","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sngw"
"Manuscript No. 6: f. 31v","Armenian Manuscripts","ark:/21198/zz0025snhd","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snhd_1714350_master.tif","62","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snhd"
"Manuscript No. 6: f. 32r","Armenian Manuscripts","ark:/21198/zz0025snjx","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snjx_1714353_master.tif","63","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snjx"
"Manuscript No. 6: f. 32v","Armenian Manuscripts","ark:/21198/zz0025snkf","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snkf_1714356_master.tif","64","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snkf"
"Manuscript No. 6: unnumbered f. r","Armenian Manuscripts","ark:/21198/zz0025snmz","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snmz_1714359_master.tif","65","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snmz"
"Manuscript No. 6: unnumbered f. v","Armenian Manuscripts","ark:/21198/zz0025snng","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snng_1714362_master.tif","66","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snng"
"Manuscript No. 6: f. 33r","Armenian Manuscripts","ark:/21198/zz0025snp0","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snp0_1714365_master.tif","67","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snp0"
"Manuscript No. 6: f. 33v","Armenian Manuscripts","ark:/21198/zz0025snqh","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snqh_1714368_master.tif","68","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snqh"
"Manuscript No. 6: f. 34r","Armenian Manuscripts","ark:/21198/zz0025snr1","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snr1_1714371_master.tif","69","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snr1"
"Manuscript No. 6: f. 34v","Armenian Manuscripts","ark:/21198/zz0025snsj","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snsj_1714374_master.tif","70","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snsj"
"Manuscript No. 6: f. 35r","Armenian Manuscripts","ark:/21198/zz0025snt2","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snt2_1714377_master.tif","71","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snt2"
"Manuscript No. 6: f. 35v","Armenian Manuscripts","ark:/21198/zz0025snvk","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snvk_1714380_master.tif","72","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snvk"
"Manuscript No. 6: f. 36r","Armenian Manuscripts","ark:/21198/zz0025snw3","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snw3_1714383_master.tif","73","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snw3"
"Manuscript No. 6: f. 36v","Armenian Manuscripts","ark:/21198/zz0025snz4","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snz4_1714386_master.tif","74","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snz4"
"Manuscript No. 6: f. 37r","Armenian Manuscripts","ark:/21198/zz0025sp04","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sp04_1714389_master.tif","75","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sp04"
"Manuscript No. 6: f. 37v","Armenian Manuscripts","ark:/21198/zz0025snxm","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025snxm_1714392_master.tif","76","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025snxm"
"Manuscript No. 6: f. 38r","Armenian Manuscripts","ark:/21198/zz0025sp1n","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sp1n_1714395_master.tif","77","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sp1n"
"Manuscript No. 6: f. 38v","Armenian Manuscripts","ark:/21198/zz0025sp25","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0025sp25_1714398_master.tif","78","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sp25"
