Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854ds,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854ds%2Fwj22r88t,individuals,private,still image,Black-and-white photographs|~|Romance films,copyrighted,unknown,,"Carlson, Richard, $d 1912-1977|~|Roc, Patricia, $d 1915-2003","Dmytryk, Edward",,Alliance Films Corp.,,,RKO Radio Pictures,,So Well Remembered  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_900_16_2,1 photograph : b&w,8 x 10 in.,Patricia Roc and Richard Carlson in So Well Remembered,1946-07-15/1946-10-26,"Text from back of photograph:Patricia RocRichard Carlson in ""SO WELL REMEMBERED""RKO - 1947",between July 15 and October 26 1946,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854ds/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854f9,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854f9%2Fmv75x850,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Desailly, Jean|~|Dorléac, Françoise","Truffaut, François|~|Cinema V (Firm)",,Films du carrosse (Firm),,,,,Peau douce. $l English,eng|~|fre,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1694_27_1,1 photograph : b&w,8 x 10 in.,Françoise Dorléac and Jean Desailly in The Soft Skin (La peau douce),1964,"Text from back of photograph: La Peau Douce. Real: François Truffaut. Interp: Jean Desailly, Françoise Dorléac. The Soft Skin. Production manager: Marcel Berbert; screenplay: François Truffaut and Jean-Louis Richard; photographer: Raoul Coutard; editor: Claudine Bouche; music: Georges Delerue. Cast: Jean Desailly, Françoise Dorléac, Nelly Bénédetti.",1964,,Soft skin,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854f9/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854gt,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854gt%2Ffz41vp8v,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Kjer, Bodil, $d 1917-|~|Reichhardt, Poul, $d 1913-","Jacobsen, Johan",,Saga Studio,,,,,Soldaten Og Jenny  (Motion picture),dan|~|eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1630_27_1,1 photograph : b&w,8 x 10 in.,Bodil Kjer and Poul Reichhardt in Soldaten Og Jenny,1947,"Text from back of photograph:Jenny and the Soldier. Director Johan Jacobsen. The actors: Bodil Kjer and Poul Reichardt. 1947.|~|""SOLDATEN OG JENNY""EN JOHAN JACOBSEN PRODUKTION",1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854gt/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854hb,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854hb%2Fcb39pr7h,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Hudson, Rock, $d 1925-1985|~|Wynter, Dana","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_1,1 photograph : b&w,8 x 10 in.,Rock Hudson and Dana Wynter in Something of Value,1957-07-18/1957-10,"Text from back of photograph: Dana Wynter and Rock Hudson in Something of Value, MGM-1957",between July 18 - October 1957,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854hb/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854jv,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854jv%2Fh4048v6s,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Poitier, Sidney|~|Hudson, Rock, $d 1925-1985","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_10,1 photograph : b&w,8 x 10 in.,Sidney Poitier and Rock Hudson in Something of Value,1957-07-18/1957-10,"Text from back of photograph: Rock Hudson and Sidney Poitier in Something of Value, MGM-1957",between July 18 - October 1957,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854jv/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854mw,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854mw%2F0g445h76,individuals,private,still image,Black-and-white photographs,copyrighted,unknown,,"Hudson, Rock, $d 1925-1985|~|Hiller, Wendy, $d 1912-2003","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_12,1 photograph : b&w,8 x 10 in.,Rock Hudson and Wendy Hiller in Something of Value,,"Text from back of photograph: Dana Wynters[sic] and Rock Hudson in Something of Value, MGM 1957",,"Although the caption identifies Dana Wynter as the actress in the photograph, the correct actress is Wendy Hiller.",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854mw/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854nd,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854nd%2F92118t7h,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Hudson, Rock, $d 1925-1985|~|Wynter, Dana","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_13,1 photograph : b&w,8 x 10 in.,Rock Hudson and Dana Wynter in Something of Value,1957-07-18/1957-10,Text from back of photograph: Homecoming... Peter McKenzie (Rock Hudson) and his wife Holly (Dana Wynter) talk quietly together before he falls alseep[sic] -- exhausted from a Mau Mau hunt.,between July 18 - October 1957,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854nd/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854px,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854px%2Fs178qs8p,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Hudson, Rock, $d 1925-1985|~|Wynter, Dana","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_14,1 photograph : b&w,8 x 10 in.,Rock Hudson and Dana Wynter in Something of Value,1957-07-18/1957-10,"Text from back of photograph: Rock Hudson, Dana Wynter in Something of Value, MGM - 1957",between July 18 - October 1957,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854px/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854qf,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854qf%2Ff858qk5j,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Hudson, Rock, $d 1925-1985|~|Pate, Michael|~|Fitzgerald, Walter, $d 1896-1976","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_15,1 photograph : b&w,8 x 10 in.,"Rock Hudson, Michael Pate, and Walter Fitzgerald in Something of Value",1957-07-18/1957-10,"Text from back of photograph: Rock Hudson and Michael Pate in Something of Value, MGM 1957",between July 18 - October 1957,"From left to right: Walter Fitzgerald, Rock Hudson, and Michael Pate.",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854qf/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854sg,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854sg%2Fk2233d9h,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Hudson, Rock, $d 1925-1985|~|Beatty, Robert, $d 1909-1992","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_17,1 photograph : b&w,8 x 10 in.,Rock Hudson and Robert Beatty in Something of Value,1957-07-18/1957-10,"Text from back of photograph: Rock Hudson and Robert Beatty in Something of Value, MGM-1957",between July 18 - October 1957,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854sg/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854t0,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854t0%2F7p651q5f,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Poitier, Sidney|~|Hudson, Rock, $d 1925-1985","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_18,1 photograph : b&w,8 x 10 in.,Sidney Poitier and Rock Hudson in Something of Value,1957-07-18/1957-10,"Text from back of photograph: Rock Hudson in Something of Value, MGM 1957",between July 18 - October 1957,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854t0/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002854vh,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002854vh%2Fdp88d165,individuals,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Hudson, Rock, $d 1925-1985|~|Wynter, Dana","Brooks, Richard, $d 1912-1992",,"Berman, Pandro S., $d 1905-1996|~|Metro-Goldwyn Pictures Corp.",,,Loew's Incorporated,,Something Of Value  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1209_21_2,1 photograph : b&w,8 x 10 in.,"Rock Hudson, Dana Wynter, and other cast members in Something of Value",1957-07-18/1957-10,"Text from back of photograph: Dana Wynter and Rock Hudson in Something of Value, MGM-1957",between July 18 - October 1957,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002854vh/manifest
