"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Name.author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsx64","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsx64_780454_master.tif","13","","","","","","","","","","","","","","","","","","","","","","page 6","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsx64",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsx7n","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsx7n_780445_master.tif","10","","","","","","","","","","","","","","","","","","","","","","page 3","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsx7n",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsx85","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsx85_780457_master.tif","14","","","","","","","","","","","","","","","","","","","","","","page 7","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsx85",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsx9p","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsx9p_780460_master.tif","15","","","","","","","","","","","","","","","","","","","","","","page 8","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsx9p",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxb6","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxb6_780463_master.tif","16","","","","","","","","","","","","","","","","","","","","","","page 9","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxb6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxcq","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxcq_780466_master.tif","17","","","","","","","","","","","","","","","","","","","","","","page 10","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxcq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxd7","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxd7_780514_master.tif","21","","","","","","","","","","","","","","","","","","","","","","page 14","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxd7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxfr","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxfr_780470_master.tif","18","","","","","","","","","","","","","","","","","","","","","","page 11","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxfr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxg8","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxg8_780502_master.tif","20","","","","","","","","","","","","","","","","","","","","","","page 13","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxg8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxhs","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxhs_780490_master.tif","19","","","","","","","","","","","","","","","","","","","","","","page 12","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxhs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxj9","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxj9_780531_master.tif","23","","","","","","","","","","","","","","","","","","","","","","page 16","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxj9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsxkt","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dsxkt_780523_master.tif","22","","","","","","","","","","","","","","","","","","","","","","page 15","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsxkt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt0ps","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt0ps_780636_master.tif","26","","","","","","","","","","","","","","","","","","","","","","page 19","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt0ps",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt0q9","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt0q9_780543_master.tif","24","","","","","","","","","","","","","","","","","","","","","","page 17","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt0q9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt0rt","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt0rt_780647_master.tif","27","","","","","","","","","","","","","","","","","","","","","","page 21","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt0rt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt0sb","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt0sb_780559_master.tif","25","","","","","","","","","","","","","","","","","","","","","","page 18","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt0sb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt381","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt381_780730_master.tif","29","","","","","","","","","","","","","","","","","","","","","","page 23","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt381",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt39j","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt39j_780723_master.tif","28","","","","","","","","","","","","","","","","","","","","","","page 22","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt39j",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4q7","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4q7_780760_master.tif","32","","","","","","","","","","","","","","","","","","","","","","page 27","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4q7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4rr","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4rr_780753_master.tif","31","","","","","","","","","","","","","","","","","","","","","","page 26","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4rr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4s8","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4s8_780744_master.tif","30","","","","","","","","","","","","","","","","","","","","","","page 25","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4s8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4ts","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4ts_780765_master.tif","33","","","","","","","","","","","","","","","","","","","","","","page 29","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4ts",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4v9","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4v9_780804_master.tif","37","","","","","","","","","","","","","","","","","","","","","","page 33","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4v9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4wt","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4wt_780793_master.tif","36","","","","","","","","","","","","","","","","","","","","","","page 32","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4wt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4xb","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4xb_780781_master.tif","35","","","","","","","","","","","","","","","","","","","","","","page 31","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4xb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt4zv","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt4zv_780772_master.tif","34","","","","","","","","","","","","","","","","","","","","","","page 30","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt4zv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt50v","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt50v_780838_master.tif","41","","","","","","","","","","","","","","","","","","","","","","page 37","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt50v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt51c","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt51c_780825_master.tif","40","","","","","","","","","","","","","","","","","","","","","","page 36","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt51c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt52w","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt52w_780811_master.tif","38","","","","","","","","","","","","","","","","","","","","","","page 34","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt52w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt53d","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt53d_780819_master.tif","39","","","","","","","","","","","","","","","","","","","","","","page 35","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt53d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dt54x","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dt54x_780843_master.tif","42","","","","","","","","","","","","","","","","","","","","","","page 38","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt54x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtn77","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtn77_780997_master.tif","46","","","","","","","","","","","","","","","","","","","","","","page 43","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtn77",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtn8r","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtn8r_780988_master.tif","43","","","","","","","","","","","","","","","","","","","","","","page 39","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtn8r",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtn98","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtn98_780991_master.tif","44","","","","","","","","","","","","","","","","","","","","","","page 41","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtn98",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnbs","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnbs_780994_master.tif","45","","","","","","","","","","","","","","","","","","","","","","page 42","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnbs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnc9","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnc9_781036_master.tif","48","","","","","","","","","","","","","","","","","","","","","","page 45","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnc9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnfb","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnfb_781000_master.tif","47","","","","","","","","","","","","","","","","","","","","","","page 44","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnfb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtngv","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtngv_781003_master.tif","49","","","","","","","","","","","","","","","","","","","","","","page 46","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtngv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnkd","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnkd_781006_master.tif","50","","","","","","","","","","","","","","","","","","","","","","page 47","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnkd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnmx","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnmx_781009_master.tif","51","","","","","","","","","","","","","","","","","","","","","","page 48","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnmx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnt1","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnt1_781013_master.tif","52","","","","","","","","","","","","","","","","","","","","","","page 49","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnt1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnvj","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnvj_781019_master.tif","53","","","","","","","","","","","","","","","","","","","","","","page 50","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnvj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnw2","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnw2_781025_master.tif","54","","","","","","","","","","","","","","","","","","","","","","page 51","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnw2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnxk","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnxk_781042_master.tif","55","","","","","","","","","","","","","","","","","","","","","","page 52","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnxk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtnz3","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtnz3_781045_master.tif","56","","","","","","","","","","","","","","","","","","","","","","page 53 map 2","","","""A full true and correct copy of the original plat on file in this office U.S. General Surveyor’s Office, San Francisco California, February 8th, 1862"".  Signature of E. F. Beale, U.S. Surv Genl Cal.|~|""The field notes of the ""Rancho San José de Buenos Ayres"", and from which this plat has been made out, have been examined and approved, and are on file in this office U.S. Surveyor General's Office.  San Francisco, California"".  July 2nd 1859, Signed F.W. Mandeville, U.S. Surv. Genl. Cala.|~|Copy of hand-written map.","32.5 cm x 43 cm","","Plat map of Rancho San José de Buenos Ayres, finally confirmed to Benjamin D. Wilson, surveyed under instructions from the U.S. Surveyor General by Henry Hancock, Dep. Sur. September 1858. Containing 4438 69/100 acres .","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtnz3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtp03","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtp03_781048_master.tif","57","","","","","","","","","","","","","","","","","","","","","","page 55","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtp03",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtp1m","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtp1m_781052_master.tif","58","","","","","","","","","","","","","","","","","","","","","","page 57","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtp1m",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtp24","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtp24_781059_master.tif","59","","","","","","","","","","","","","","","","","","","","","","page 58","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtp24",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtp3n","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtp3n_781070_master.tif","60","","","","","","","","","","","","","","","","","","","","","","page 59","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtp3n",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtp45","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtp45_781135_master.tif","61","","","","","","","","","","","","","","","","","","","","","","page 60","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtp45",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttpc","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttpc_781158_master.tif","62","","","","","","","","","","","","","","","","","","","","","","page 61","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttpc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttqw","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttqw_781179_master.tif","63","","","","","","","","","","","","","","","","","","","","","","page 62","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttqw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttrd","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttrd_781217_master.tif","64","","","","","","","","","","","","","","","","","","","","","","page 63","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttrd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttsx","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttsx_781241_master.tif","65","","","","","","","","","","","","","","","","","","","","","","page 63b","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttsx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtttf","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtttf_781261_master.tif","66","","","","","","","","","","","","","","","","","","","","","","page 63d","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtttf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttvz","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttvz_781274_master.tif","67","","","","","","","","","","","","","","","","","","","","","","page 64","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttvz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttwg","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttwg_781289_master.tif","68","","","","","","","","","","","","","","","","","","","","","","page 65","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttwg",""
