"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv5wr","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv5wr_782052_master.tif","13","","","","","","","","","","","","","","","","","","","","","","page 13","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv5wr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv5x8","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv5x8_782055_master.tif","14","","","","","","","","","","","","","","","","","","","","","","page 14","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv5x8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv5zs","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv5zs_782058_master.tif","15","","","","","","","","","","","","","","","","","","","","","","page 15","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv5zs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv60s","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv60s_782061_master.tif","16","","","","","","","","","","","","","","","","","","","","","","page 16","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv60s",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv619","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv619_782148_master.tif","17","","","","","","","","","","","","","","","","","","","","","","page 17","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv619",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv62t","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv62t_782157_master.tif","18","","","","","","","","","","","","","","","","","","","","","","page 18","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv62t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv63b","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv63b_782171_master.tif","19","","","","","","","","","","","","","","","","","","","","","","page 19","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv63b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv64v","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv64v_782215_master.tif","20","","","","","","","","","","","","","","","","","","","","","","page 21","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv64v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv65c","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv65c_783449_master.tif","21","","","","","","","","","","","","","","","","","","","","","","page 22","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv65c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv66w","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv66w_783455_master.tif","22","","","","","","","","","","","","","","","","","","","","","","page 23","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv66w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv67d","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv67d_783461_master.tif","23","","","","","","","","","","","","","","","","","","","","","","page 24","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv67d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv68x","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv68x_783473_master.tif","24","","","","","","","","","","","","","","","","","","","","","","page 25","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv68x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv69f","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv69f_783482_master.tif","25","","","","","","","","","","","","","","","","","","","","","","page 26","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv69f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv6bz","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv6bz_783506_master.tif","26","","","","","","","","","","","","","","","","","","","","","","page 27","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6bz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv6cg","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv6cg_783562_master.tif","27","","","","","","","","","","","","","","","","","","","","","","page 28","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6cg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv6d0","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv6d0_783631_master.tif","28","","","","","","","","","","","","","","","","","","","","","","page 29","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6d0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv6fh","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv6fh_783646_master.tif","29","","","","","","","","","","","","","","","","","","","","","","page 30","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6fh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dv6g1","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dv6g1_783659_master.tif","30","","","","","","","","","","","","","","","","","","","","","","page 31","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6g1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzpr","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzpr_783688_master.tif","31","","","","","","","","","","","","","","","","","","","","","","page 32","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzpr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzq8","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzq8_783708_master.tif","32","","","","","","","","","","","","","","","","","","","","","","page 33","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzq8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzrs","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzrs_783730_master.tif","33","","","","","","","","","","","","","","","","","","","","","","page 34","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzrs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzs9","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzs9_784069_master.tif","34","","","","","","","","","","","","","","","","","","","","","","page 35","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzs9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvztt","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvztt_1271529_master.tif","35","","","","","","","","","","","","","","","","","","","","","","page 36","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvztt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzvb","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzvb_784072_master.tif","36","","","","","","","","","","","","","","","","","","","","","","page 37","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzvb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzwv","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzwv_784081_master.tif","37","","","","","","","","","","","","","","","","","","","","","","page 38","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzwv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzxc","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzxc_1270320_master.tif","38","","","","","","","","","","","","","","","","","","","","","","page 39","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzxc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dvzzw","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dvzzw_784227_master.tif","39","","","","","","","","","","","","","","","","","","","","","","page 40","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvzzw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw00b","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw00b_784258_master.tif","40","","","","","","","","","","","","","","","","","","","","","","page 41","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw00b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw01v","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw01v_784261_master.tif","41","","","","","","","","","","","","","","","","","","","","","","page 42","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw01v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw02c","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw02c_784264_master.tif","42","","","","","","","","","","","","","","","","","","","","","","page 43","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw02c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw03w","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw03w_784277_master.tif","43","","","","","","","","","","","","","","","","","","","","","","page 44","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw03w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw04d","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw04d_784280_master.tif","44","","","","","","","","","","","","","","","","","","","","","","page 45","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw04d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw05x","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw05x_784287_master.tif","45","","","","","","","","","","","","","","","","","","","","","","page 46","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw05x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw06f","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw06f_784294_master.tif","46","","","","","","","","","","","","","","","","","","","","","","page 47","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw06f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw07z","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw07z_784297_master.tif","47","","","","","","","","","","","","","","","","","","","","","","page 48","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw07z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw08g","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw08g_784300_master.tif","48","","","","","","","","","","","","","","","","","","","","","","page 49","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw08g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw090","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw090_784303_master.tif","49","","","","","","","","","","","","","","","","","","","","","","page 50","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw090",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0bh","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0bh_784306_master.tif","50","","","","","","","","","","","","","","","","","","","","","","page 51","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0bh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0c1","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0c1_784309_master.tif","51","","","","","","","still image","maps","","","","","","","","","","","","","","page 53 map 1","","","Plat map of Rancho San Jose de Buenos Ayres, confirmed to Benjamin D. Wilson, measuring 31 x 36 cm., with a scale of 40 chains to 1 inch; surveyed by Henry Hancock, Sept. 1858","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0c1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0dj","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0dj_784312_master.tif","52","","","","","","","","","","","","","","","","","","","","","","page 55","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0dj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0f2","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0f2_784318_master.tif","53","","","","","","","","","","","","","","","","","","","","","","page 56","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0f2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0gk","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0gk_784431_master.tif","54","","","","","","","","","","","","","","","","","","","","","","page 57","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0gk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0h3","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0h3_784437_master.tif","55","","","","","","","","","","","","","","","","","","","","","","page 58","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0h3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0jm","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0jm_784443_master.tif","56","","","","","","","","","","","","","","","","","","","","","","page 59","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0jm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0k4","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0k4_784453_master.tif","57","","","","","","","","","","","","","","","","","","","","","","page 60","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0k4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0mn","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0mn_784468_master.tif","58","","","","","","","","","","","","","","","","","","","","","","page 61","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0mn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0n5","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0n5_784487_master.tif","59","","","","","","","","","","","","","","","","","","","","","","page 63","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0n5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0pp","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0pp_784500_master.tif","60","","","","","","","","","","","","","","","","","","","","","","page 64","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0pp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0rq","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0rq_784521_master.tif","62","","","","","","","","","","","","","","","","","","","","","","page 65","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0rq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0s7","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0s7_784530_master.tif","63","","","","","","","","","","","","","","","","","","","","","","page 66","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0s7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0tr","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0tr_784539_master.tif","64","","","","","","","","","","","","","","","","","","","","","","page 67","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0tr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0v8","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0v8_784551_master.tif","65","","","","","","","","","","","","","","","","","","","","","","page 68","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0v8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0ws","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0ws_784556_master.tif","66","","","","","","","","","","","","","","","","","","","","","","page 68.5","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0ws",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dw0x9","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dw0x9_784564_master.tif","67","","","","","","","","","","","","","","","","","","","","","","page 69","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dw0x9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwbrj","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwbrj_784576_master.tif","68","","","","","","","","","","","","","","","","","","","","","","page 70","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwbrj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwbs2","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwbs2_784584_master.tif","69","","","","","","","","","","","","","","","","","","","","","","page 71","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwbs2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwbtk","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwbtk_784593_master.tif","70","","","","","","","","","","","","","","","","","","","","","","page 72","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwbtk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwbv3","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwbv3_784600_master.tif","71","","","","","","","","","","","","","","","","","","","","","","page 73","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwbv3",""
