Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Title,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.recipient,Name.author,Name.correspondent,Relation.isPartOf,Subject,Description.note,AltTitle.descriptive,Description.abstract,Date.creation,Format.extent,Alt ID.local,Date.normalized,Date.digitized,Format.medium,Alt ID.collection,Opac url,Bucketeer State,IIIF Access URL
Rosecrans (William S.) Papers,ark:/21198/zz002h7gs3,ark:/21198/zz002h7gjg,2,Completed,Page,rosecrans/image/21198-zz002h7gs3_2234835_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1862, October 25. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7gs3
Rosecrans (William S.) Papers,ark:/21198/zz002h7gtm,ark:/21198/zz002h7g7t,2,Completed,Page,rosecrans/image/21198-zz002h7gtm_2234872_master.tif,5,"William S. Rosecrans to Abraham Lincoln, 1863, August 01. Page 5",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7gtm
Rosecrans (William S.) Papers,ark:/21198/zz002h7gv4,ark:/21198/zz002h7g7t,2,Completed,Page,rosecrans/image/21198-zz002h7gv4_2234862_master.tif,4,"William S. Rosecrans to Abraham Lincoln, 1863, August 01. Page 4",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7gv4
Rosecrans (William S.) Papers,ark:/21198/zz002h7gwn,ark:/21198/zz002h7g7t,2,Completed,Page,rosecrans/image/21198-zz002h7gwn_2234877_master.tif,6,"William S. Rosecrans to Abraham Lincoln, 1863, August 01. Page 6",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7gwn
Rosecrans (William S.) Papers,ark:/21198/zz002h7gx5,ark:/21198/zz002h7g7t,2,Completed,Page,rosecrans/image/21198-zz002h7gx5_2234847_master.tif,2,"William S. Rosecrans to Abraham Lincoln, 1863, August 01. Page 2",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7gx5
Rosecrans (William S.) Papers,ark:/21198/zz002h7gzp,ark:/21198/zz002h7g7t,2,Completed,Page,rosecrans/image/21198-zz002h7gzp_2234839_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1863, August 01. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7gzp
Rosecrans (William S.) Papers,ark:/21198/zz002h7h0p,ark:/21198/zz002h7g7t,2,Completed,Page,rosecrans/image/21198-zz002h7h0p_2234856_master.tif,3,"William S. Rosecrans to Abraham Lincoln, 1863, August 01. Page 3",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h0p
Rosecrans (William S.) Papers,ark:/21198/zz002h7h16,ark:/21198/zz002h7gfx,2,Completed,Page,rosecrans/image/21198-zz002h7h16_2234894_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1863, September 21. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h16
Rosecrans (William S.) Papers,ark:/21198/zz002h7h2q,ark:/21198/zz002h7gmh,2,Completed,Page,rosecrans/image/21198-zz002h7h2q_2234912_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1863, September 23. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h2q
Rosecrans (William S.) Papers,ark:/21198/zz002h7h37,ark:/21198/zz002h7g69,2,Completed,Page,rosecrans/image/21198-zz002h7h37_2234919_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1863, October 03. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h37
Rosecrans (William S.) Papers,ark:/21198/zz002h7h4r,ark:/21198/zz002h7g48,2,Completed,Page,rosecrans/image/21198-zz002h7h4r_2234922_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1863, November 13. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h4r
Rosecrans (William S.) Papers,ark:/21198/zz002h7h6s,ark:/21198/zz002h7ghz,2,Completed,Page,rosecrans/image/21198-zz002h7h6s_2234933_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1864, June 08. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h6s
Rosecrans (William S.) Papers,ark:/21198/zz002h7h79,ark:/21198/zz002h7ggf,2,Completed,Page,rosecrans/image/21198-zz002h7h79_2234939_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1864, June 14. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h79
Rosecrans (William S.) Papers,ark:/21198/zz002h7h8t,ark:/21198/zz002h7ggf,2,Completed,Page,rosecrans/image/21198-zz002h7h8t_2234954_master.tif,4,"William S. Rosecrans to Abraham Lincoln, 1864, June 14. Page 4",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h8t
Rosecrans (William S.) Papers,ark:/21198/zz002h7h9b,ark:/21198/zz002h7ggf,2,Completed,Page,rosecrans/image/21198-zz002h7h9b_2234942_master.tif,2,"William S. Rosecrans to Abraham Lincoln, 1864, June 14. Page 2",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7h9b
Rosecrans (William S.) Papers,ark:/21198/zz002h7hbv,ark:/21198/zz002h7ggf,2,Completed,Page,rosecrans/image/21198-zz002h7hbv_2234949_master.tif,3,"William S. Rosecrans to Abraham Lincoln, 1864, June 14. Page 3",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hbv
Rosecrans (William S.) Papers,ark:/21198/zz002h7hcc,ark:/21198/zz002h7gdd,2,Completed,Page,rosecrans/image/21198-zz002h7hcc_2234957_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1864, June 22. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hcc
Rosecrans (William S.) Papers,ark:/21198/zz002h7hdw,ark:/21198/zz002h7gdd,2,Completed,Page,rosecrans/image/21198-zz002h7hdw_2235940_master.tif,3,"William S. Rosecrans to Abraham Lincoln, 1864, June 22. Page 3",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hdw
Rosecrans (William S.) Papers,ark:/21198/zz002h7hfd,ark:/21198/zz002h7gdd,2,Completed,Page,rosecrans/image/21198-zz002h7hfd_2235944_master.tif,5,"William S. Rosecrans to Abraham Lincoln, 1864, June 22. Page 5",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hfd
Rosecrans (William S.) Papers,ark:/21198/zz002h7hgx,ark:/21198/zz002h7gdd,2,Completed,Page,rosecrans/image/21198-zz002h7hgx_2235949_master.tif,6,"William S. Rosecrans to Abraham Lincoln, 1864, June 22. Page 6",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hgx
Rosecrans (William S.) Papers,ark:/21198/zz002h7hhf,ark:/21198/zz002h7gdd,2,Completed,Page,rosecrans/image/21198-zz002h7hhf_2235943_master.tif,4,"William S. Rosecrans to Abraham Lincoln, 1864, June 22. Page 4",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hhf
Rosecrans (William S.) Papers,ark:/21198/zz002h7hjz,ark:/21198/zz002h7gdd,2,Completed,Page,rosecrans/image/21198-zz002h7hjz_2235950_master.tif,7,"William S. Rosecrans to Abraham Lincoln, 1864, June 22. Page 7",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hjz
Rosecrans (William S.) Papers,ark:/21198/zz002h7hkg,ark:/21198/zz002h7gdd,2,Completed,Page,rosecrans/image/21198-zz002h7hkg_2234958_master.tif,2,"William S. Rosecrans to Abraham Lincoln, 1864, June 22. Page 2",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hkg
Rosecrans (William S.) Papers,ark:/21198/zz002h7hm0,ark:/21198/zz002h7gk0,2,Completed,Page,rosecrans/image/21198-zz002h7hm0_2235955_master.tif,1,"William S. Rosecrans to Abraham Lincoln, 1865, February 24. Page 1",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hm0
Rosecrans (William S.) Papers,ark:/21198/zz002h7hnh,ark:/21198/zz002h7gk0,2,Completed,Page,rosecrans/image/21198-zz002h7hnh_2235961_master.tif,3,"William S. Rosecrans to Abraham Lincoln, 1865, February 24. Page 3",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hnh
Rosecrans (William S.) Papers,ark:/21198/zz002h7hp1,ark:/21198/zz002h7gk0,2,Completed,Page,rosecrans/image/21198-zz002h7hp1_2235956_master.tif,2,"William S. Rosecrans to Abraham Lincoln, 1865, February 24. Page 2",,,,,,,,pd,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7hp1
