Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwjvm,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4152_P97_NS_WDC_1936.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4152_P97_NS_WDC_1936,,,,,,,,,,,,,,G4152_P97_NS_WDC_1936|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwjw4,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_126_ALPC_1928.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_126_ALPC_1928,,,,,,,,,,,,,,G4153_126_ALPC_1928|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwjxn,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_126_ALPC_ND,,,,,,,,,,,,,,G4153_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwjz5,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_126_GMSC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_126_GMSC_ND,,,,,,,,,,,,,,G4153_126_GMSC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk05,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_126_KC_1925.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_126_KC_1925,,,,,,,,,,,,,,G4153_126_KC_1925|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk1p,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_126_MMEC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_126_MMEC_ND,,,,,,,,,,,,,,G4153_126_MMEC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk26,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_126_MPEC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_126_MPEC_ND,,,,,,,,,,,,,,G4153_126_MPEC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk3q,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_126_NP_1929.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_126_NP_1929,,,,,,,,,,,,,,G4153_126_NP_1929|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk47,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_63_NP_1926.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_63_NP_1926,,,,,,,,,,,,,,G4153_63_NP_1926|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk5r,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Appanoose_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Appanoose_126_ALPC_ND,,,,,,,,,,,,,,G4153_Appanoose_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk68,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Buchanan_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Buchanan_126_ALPC_ND,,,,,,,,,,,,,,G4153_Buchanan_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk7s,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Buena_Vista_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Buena_Vista_126_ALPC_ND,,,,,,,,,,,,,,G4153_Buena_Vista_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk89,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Butler_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Butler_126_ALPC_ND,,,,,,,,,,,,,,G4153_Butler_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwk9t,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Calhoun_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Calhoun_126_ALPC_ND,,,,,,,,,,,,,,G4153_Calhoun_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkbb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Cedar_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Cedar_126_ALPC_ND,,,,,,,,,,,,,,G4153_Cedar_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkcv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Cerro_Gordo_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Cerro_Gordo_126_ALPC_ND,,,,,,,,,,,,,,G4153_Cerro_Gordo_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkdc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Clarke_NS_NP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Clarke_NS_NP_ND,,,,,,,,,,,,,,G4153_Clarke_NS_NP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkfw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Clayton_c_100_KC_1925.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Clayton_c_100_KC_1925,,,,,,,,,,,,,,G4153_Clayton_c_100_KC_1925|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkgd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_c_100_KC_1925.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_c_100_KC_1925,,,,,,,,,,,,,,G4153_c_100_KC_1925|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkhx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_c_100_NP_1930.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_c_100_NP_1930,,,,,,,,,,,,,,G4153_c_100_NP_1930|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkjf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_c_100_NP_1931.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_c_100_NP_1931,,,,,,,,,,,,,,G4153_c_100_NP_1931|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkkz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_c_200_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_c_200_ALPC_ND,,,,,,,,,,,,,,G4153_c_200_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkmg,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_DesMoines_126_MMEC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_DesMoines_126_MMEC_ND,,,,,,,,,,,,,,G4153_DesMoines_126_MMEC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkn0,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Dubuque_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Dubuque_126_ALPC_ND,,,,,,,,,,,,,,G4153_Dubuque_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkph,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Emmet_NS_NP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Emmet_NS_NP_ND,,,,,,,,,,,,,,G4153_Emmet_NS_NP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkq1,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_F7_1m_USBC_1930.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_F7_1m_USBC_1930,,,,,,,,,,,,,,G4153_F7_1m_USBC_1930|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkrj,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Fremont_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Fremont_126_ALPC_ND,,,,,,,,,,,,,,G4153_Fremont_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwks2,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Hancock_126_NP_c_1921.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Hancock_126_NP_c_1921,,,,,,,,,,,,,,G4153_Hancock_126_NP_c_1921|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwktk,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Harrison_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Harrison_126_ALPC_ND,,,,,,,,,,,,,,G4153_Harrison_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkv3,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Howard_NS_NP_1930.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Howard_NS_NP_1930,,,,,,,,,,,,,,G4153_Howard_NS_NP_1930|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkwm,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Ida_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Ida_126_ALPC_ND,,,,,,,,,,,,,,G4153_Ida_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkx4,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Iowa_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Iowa_126_ALPC_ND,,,,,,,,,,,,,,G4153_Iowa_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwkzn,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_J3_63_USBCS_1934.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_J3_63_USBCS_1934,,,,,,,,,,,,,,G4153_J3_63_USBCS_1934|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm0n,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Jackson_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Jackson_126_ALPC_ND,,,,,,,,,,,,,,G4153_Jackson_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm15,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Jasper_126_NP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Jasper_126_NP_ND,,,,,,,,,,,,,,G4153_Jasper_126_NP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm2p,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Johnson_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Johnson_126_ALPC_ND,,,,,,,,,,,,,,G4153_Johnson_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm36,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Keokuk_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Keokuk_126_ALPC_ND,,,,,,,,,,,,,,G4153_Keokuk_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm4q,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Lee_NS_NP_ND_.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Lee_NS_NP_ND_,,,,,,,,,,,,,,G4153_Lee_NS_NP_ND_|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm57,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Linn_100_NP_1929.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Linn_100_NP_1929,,,,,,,,,,,,,,G4153_Linn_100_NP_1929|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm6r,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Madison_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Madison_126_ALPC_ND,,,,,,,,,,,,,,G4153_Madison_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm78,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Marshall_126_MMEC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Marshall_126_MMEC_ND,,,,,,,,,,,,,,G4153_Marshall_126_MMEC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm8s,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Mills_NS_NP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Mills_NS_NP_ND,,,,,,,,,,,,,,G4153_Mills_NS_NP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwm99,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Mitchell_NS_NP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Mitchell_NS_NP_ND,,,,,,,,,,,,,,G4153_Mitchell_NS_NP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmbt,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Monroe_126_NP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Monroe_126_NP_ND,,,,,,,,,,,,,,G4153_Monroe_126_NP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmcb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_NS_MMEC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_NS_MMEC_ND,,,,,,,,,,,,,,G4153_NS_MMEC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmdv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_NS_NH_1930.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_NS_NH_1930,,,,,,,,,,,,,,G4153_NS_NH_1930|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmfc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_NS_NMC_1925.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_NS_NMC_1925,,,,,,,,,,,,,,G4153_NS_NMC_1925|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmgw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_NS_NP_1911.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_NS_NP_1911,,,,,,,,,,,,,,G4153_NS_NP_1911|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmhd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_NS_NP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_NS_NP_ND,,,,,,,,,,,,,,G4153_NS_NP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmjx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_NS_WWHC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_NS_WWHC_ND,,,,,,,,,,,,,,G4153_NS_WWHC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmkf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_NS_WWO_1923.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_NS_WWO_1923,,,,,,,,,,,,,,G4153_NS_WWO_1923|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmmz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_P2_NS_NP_ND_2.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_P2_NS_NP_ND_2,,,,,,,,,,,,,,G4153_P2_NS_NP_ND_2|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmng,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_P2_NS_NP_ND_sheet1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_P2_NS_NP_ND_sheet1,,,,,,,,,,,,,,G4153_P2_NS_NP_ND_sheet1|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmp0,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Page_Co_32_ALP_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Page_Co_32_ALP_ND,,,,,,,,,,,,,,G4153_Page_Co_32_ALP_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmqh,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Plymouth_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Plymouth_126_ALPC_ND,,,,,,,,,,,,,,G4153_Plymouth_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmr1,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Polk_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Polk_126_ALPC_ND,,,,,,,,,,,,,,G4153_Polk_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmsj,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Poweshiek_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Poweshiek_126_ALPC_ND,,,,,,,,,,,,,,G4153_Poweshiek_126_ALPC_ND|~|DR357F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hwmt2,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR357F1/G4153_Sac_126_ALPC_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4153_Sac_126_ALPC_ND,,,,,,,,,,,,,,G4153_Sac_126_ALPC_ND|~|DR357F1,,,,,
