"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Name.author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Relation.textDirection","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b1f","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0011.tif","11","","","pd","","","","","","","","","","","","","","","1147_0399_0011","page 11","r","","","","","","","","","","","","","","","","","","","","1147_0399_0011.jpg","1147_0399_0011.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b2z","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0012.tif","12","","","pd","","","","","","","","","","","","","","","1147_0399_0012","page 12","v","","","","","","","","","","","","","","","","","","","","1147_0399_0012.jpg","1147_0399_0012.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b3g","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0013.tif","13","","","pd","","","","","","","","","","","","","","","1147_0399_0013","page 13","r","","","","","","","","","","","","","","","","","","","","1147_0399_0013.jpg","1147_0399_0013.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b40","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0014.tif","14","","","pd","","","","","","","","","","","","","","","1147_0399_0014","page 14","v","","","","","","","","","","","","","","","","","","","","1147_0399_0014.jpg","1147_0399_0014.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b5h","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0015.tif","15","","","pd","","","","","","","","","","","","","","","1147_0399_0015","page 15","r","","","","","","","","","","","","","","","","","","","","1147_0399_0015.jpg","1147_0399_0015.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b61","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0016.tif","16","","","pd","","","","","","","","","","","","","","","1147_0399_0016","page 16","v","","","","","","","","","","","","","","","","","","","","1147_0399_0016.jpg","1147_0399_0016.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b7j","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0017.tif","17","","","pd","","","","","","","","","","","","","","","1147_0399_0017","page 17","r","","","","","","","","","","","","","","","","","","","","1147_0399_0017.jpg","1147_0399_0017.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b82","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0018.tif","18","","","pd","","","","","","","","","","","","","","","1147_0399_0018","page 18","v","","","","","","","","","","","","","","","","","","","","1147_0399_0018.jpg","1147_0399_0018.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0b9k","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0019.tif","19","","","pd","","","","","","","","","","","","","","","1147_0399_0019","page 19","r","","","","","","","","","","","","","","","","","","","","1147_0399_0019.jpg","1147_0399_0019.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0bb3","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0020.tif","20","","","pd","","","","","","","","","","","","","","","1147_0399_0020","page 20","v","","","","","","","","","","","","","","","","","","","","1147_0399_0020.jpg","1147_0399_0020.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0bcm","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0021.tif","21","","","pd","","","","","","","","","","","","","","","1147_0399_0021","page 21","r","","","","","","","","","","","","","","","","","","","","1147_0399_0021.jpg","1147_0399_0021.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0bd4","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0022.tif","22","","","pd","","","","","","","","","","","","","","","1147_0399_0022","page 22","v","","","","","","","","","","","","","","","","","","","","1147_0399_0022.jpg","1147_0399_0022.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0bfn","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0023.tif","23","","","pd","","","","","","","","","","","","","","","1147_0399_0023","page 23","r","","","","","","","","","","","","","","","","","","","","1147_0399_0023.jpg","1147_0399_0023.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0bg5","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0024.tif","24","","","pd","","","","","","","","","","","","","","","1147_0399_0024","page 24","v","","","","","","","","","","","","","","","","","","","","1147_0399_0024.jpg","1147_0399_0024.tif","failed",
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w0bhp","ark:/21198/zz000srk40","7","Needs Review","Page","Minasian/masters/1147_0399_0025.tif","25","","","pd","","","","","","","","","","","","","","","1147_0399_0025","note","r","","","","","","","","","","","","","","","","","","","","1147_0399_0025.jpg","1147_0399_0025.tif","failed",
