"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Rights.permission","Name.contributor","Name.repository","Subject","Title","Alt ID.local","Date.normalized","Date.creation","Format.extent","Publisher.publisherName","Publisher.placeOfOrigin","Format.dimensions","Description.note","Opac url","Alt ID.oclc","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknbp","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_027.tif","27","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_027","stanford_oclc38813558_v2_027","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknbp",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknc6","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_028.tif","28","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_028","stanford_oclc38813558_v2_028","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknc6",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkndq","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_029.tif","29","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_029","stanford_oclc38813558_v2_029","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkndq",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknf7","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_030.tif","30","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_030","stanford_oclc38813558_v2_030","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknf7",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkngr","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_031.tif","31","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_031","stanford_oclc38813558_v2_031","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkngr",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknh8","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_032.tif","32","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_032","stanford_oclc38813558_v2_032","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknh8",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknjs","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_033.tif","33","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_033","stanford_oclc38813558_v2_033","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknjs",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknk9","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_034.tif","34","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_034","stanford_oclc38813558_v2_034","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknk9",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknmt","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_035.tif","35","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_035","stanford_oclc38813558_v2_035","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknmt",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknnb","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_036.tif","36","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_036","stanford_oclc38813558_v2_036","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknnb",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknpv","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_037.tif","37","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_037","stanford_oclc38813558_v2_037","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknpv",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknqc","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_038.tif","38","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_038","stanford_oclc38813558_v2_038","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknqc",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknrw","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_039.tif","39","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_039","stanford_oclc38813558_v2_039","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknrw",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknsd","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_040.tif","40","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_040","stanford_oclc38813558_v2_040","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknsd",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkntx","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_041.tif","41","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_041","stanford_oclc38813558_v2_041","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkntx",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknvf","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_042.tif","42","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_042","stanford_oclc38813558_v2_042","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknvf",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknwz","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_043.tif","43","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_043","stanford_oclc38813558_v2_043","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknwz",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknxg","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_044.tif","44","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_044","stanford_oclc38813558_v2_044","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknxg",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jknz0","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_045.tif","45","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_045","stanford_oclc38813558_v2_045","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jknz0",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp00","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_046.tif","46","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_046","stanford_oclc38813558_v2_046","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp00",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp1h","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_047.tif","47","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_047","stanford_oclc38813558_v2_047","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp1h",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp21","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_048.tif","48","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_048","stanford_oclc38813558_v2_048","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp21",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp3j","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_049.tif","49","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_049","stanford_oclc38813558_v2_049","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp3j",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp42","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_050.tif","50","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_050","stanford_oclc38813558_v2_050","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp42",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp5k","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_051.tif","51","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_051","stanford_oclc38813558_v2_051","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp5k",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp63","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_052.tif","52","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_052","stanford_oclc38813558_v2_052","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp63",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp7m","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_053.tif","53","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_053","stanford_oclc38813558_v2_053","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp7m",""
