"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Rights.permission","Name.contributor","Name.repository","Subject","Title","Alt ID.local","Date.normalized","Date.creation","Format.extent","Publisher.publisherName","Publisher.placeOfOrigin","Format.dimensions","Description.note","Opac url","Alt ID.oclc","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkc7","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_108.tif","108","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_108","stanford_oclc38813558_v1_108","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkc7",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkdr","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_109.tif","109","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_109","stanford_oclc38813558_v1_109","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkdr",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkf8","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_110.tif","110","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_110","stanford_oclc38813558_v1_110","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkf8",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkgs","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_111.tif","111","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_111","stanford_oclc38813558_v1_111","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkgs",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkh9","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_112.tif","112","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_112","stanford_oclc38813558_v1_112","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkh9",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkjt","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_113.tif","113","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_113","stanford_oclc38813558_v1_113","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkjt",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkkb","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_114.tif","114","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_114","stanford_oclc38813558_v1_114","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkkb",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkmv","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_115.tif","115","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_115","stanford_oclc38813558_v1_115","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkmv",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkknc","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_116.tif","116","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_116","stanford_oclc38813558_v1_116","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkknc",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkpw","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_117.tif","117","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_117","stanford_oclc38813558_v1_117","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkpw",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkqd","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_118.tif","118","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_118","stanford_oclc38813558_v1_118","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkqd",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkrx","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_119.tif","119","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_119","stanford_oclc38813558_v1_119","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkrx",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkksf","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_120.tif","120","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_120","stanford_oclc38813558_v1_120","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkksf",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkktz","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_121.tif","121","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_121","stanford_oclc38813558_v1_121","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkktz",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkvg","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_122.tif","122","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_122","stanford_oclc38813558_v1_122","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkvg",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkw0","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_123.tif","123","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_123","stanford_oclc38813558_v1_123","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkw0",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkxh","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_124.tif","124","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_124","stanford_oclc38813558_v1_124","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkxh",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkz1","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_125.tif","125","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_125","stanford_oclc38813558_v1_125","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkz1",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm01","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_126.tif","126","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_126","stanford_oclc38813558_v1_126","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm01",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm1j","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_127.tif","127","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_127","stanford_oclc38813558_v1_127","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm1j",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm22","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_128.tif","128","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_128","stanford_oclc38813558_v1_128","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm22",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm3k","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_129.tif","129","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_129","stanford_oclc38813558_v1_129","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm3k",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm43","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_130.tif","130","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_130","stanford_oclc38813558_v1_130","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm43",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm5m","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_131.tif","131","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_131","stanford_oclc38813558_v1_131","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm5m",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm64","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_132.tif","132","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_132","stanford_oclc38813558_v1_132","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm64",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm7n","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_133.tif","133","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_133","stanford_oclc38813558_v1_133","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm7n",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm85","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_134.tif","134","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_134","stanford_oclc38813558_v1_134","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm85",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkm9p","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_135.tif","135","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_135","stanford_oclc38813558_v1_135","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkm9p",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkmb6","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_136.tif","136","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_136","stanford_oclc38813558_v1_136","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkmb6",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkmcq","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_137.tif","137","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_137","stanford_oclc38813558_v1_137","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkmcq",""
