"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Rights.permission","Name.contributor","Name.repository","Subject","Title","Alt ID.local","Date.normalized","Date.creation","Format.extent","Publisher.publisherName","Publisher.placeOfOrigin","Format.dimensions","Description.note","Opac url","Alt ID.oclc","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkg7q","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_017.tif","17","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_017","stanford_oclc38813558_v1_017","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkg7q",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkg87","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_018.tif","18","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_018","stanford_oclc38813558_v1_018","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkg87",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkg9r","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_019.tif","19","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_019","stanford_oclc38813558_v1_019","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkg9r",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgb8","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_020.tif","20","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_020","stanford_oclc38813558_v1_020","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgb8",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgcs","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_021.tif","21","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_021","stanford_oclc38813558_v1_021","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgcs",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgd9","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_022.tif","22","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_022","stanford_oclc38813558_v1_022","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgd9",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgft","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_023.tif","23","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_023","stanford_oclc38813558_v1_023","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgft",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkggb","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_024.tif","24","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_024","stanford_oclc38813558_v1_024","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkggb",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkghv","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_025.tif","25","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_025","stanford_oclc38813558_v1_025","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkghv",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgjc","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_026.tif","26","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_026","stanford_oclc38813558_v1_026","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgjc",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgkw","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_027.tif","27","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_027","stanford_oclc38813558_v1_027","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgkw",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgmd","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_028.tif","28","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_028","stanford_oclc38813558_v1_028","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgmd",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgnx","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_029.tif","29","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_029","stanford_oclc38813558_v1_029","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgnx",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgpf","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_030.tif","30","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_030","stanford_oclc38813558_v1_030","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgpf",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgqz","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_031.tif","31","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_031","stanford_oclc38813558_v1_031","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgqz",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgrg","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_032.tif","32","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_032","stanford_oclc38813558_v1_032","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgrg",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgs0","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_033.tif","33","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_033","stanford_oclc38813558_v1_033","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgs0",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgth","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_034.tif","34","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_034","stanford_oclc38813558_v1_034","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgth",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgv1","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_035.tif","35","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_035","stanford_oclc38813558_v1_035","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgv1",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgwj","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_036.tif","36","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_036","stanford_oclc38813558_v1_036","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgwj",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgx2","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_037.tif","37","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_037","stanford_oclc38813558_v1_037","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgx2",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkgzk","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_038.tif","38","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_038","stanford_oclc38813558_v1_038","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkgzk",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh0k","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_039.tif","39","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_039","stanford_oclc38813558_v1_039","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh0k",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh13","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_040.tif","40","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_040","stanford_oclc38813558_v1_040","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh13",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh2m","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_041.tif","41","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_041","stanford_oclc38813558_v1_041","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh2m",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh34","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_042.tif","42","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_042","stanford_oclc38813558_v1_042","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh34",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh4n","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_043.tif","43","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_043","stanford_oclc38813558_v1_043","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh4n",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh55","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_044.tif","44","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_044","stanford_oclc38813558_v1_044","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh55",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh6p","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_045.tif","45","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_045","stanford_oclc38813558_v1_045","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh6p",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh76","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_046.tif","46","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_046","stanford_oclc38813558_v1_046","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh76",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh8q","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_047.tif","47","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_047","stanford_oclc38813558_v1_047","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh8q",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkh97","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_048.tif","48","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_048","stanford_oclc38813558_v1_048","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkh97",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhbr","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_049.tif","49","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_049","stanford_oclc38813558_v1_049","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhbr",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhc8","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_050.tif","50","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_050","stanford_oclc38813558_v1_050","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhc8",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhds","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_051.tif","51","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_051","stanford_oclc38813558_v1_051","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhds",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhf9","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_052.tif","52","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_052","stanford_oclc38813558_v1_052","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhf9",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhgt","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_053.tif","53","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_053","stanford_oclc38813558_v1_053","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhgt",""
