"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0002m913","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m913-1-master.tif","96","","","text","","","","","","page 071","r","96","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m913"
"Picart (Bernard) Collection","ark:/21198/zz0002m8zk","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8zk-1-master.tif","97","","","text","","","","","","page 082 [72]","v","97","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8zk"
"Picart (Bernard) Collection","ark:/21198/zz0002m8v1","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8v1-1-master.tif","98","","","still image","","","","","","The CEREMONY of CONFIRMATION.","r","98","The CEREMONY of CONFIRMATION.  CONFIRMATIONperformed after another MANNER.","page 072a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8v1"
"Picart (Bernard) Collection","ark:/21198/zz0002m8s0","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8s0-1-master.tif","99","","","text","","","","","","page 072b","v","99","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8s0"
"Picart (Bernard) Collection","ark:/21198/zz0002m8pf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8pf-1-master.tif","100","","","text","","","","","","page 073","r","100","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8pf"
"Picart (Bernard) Collection","ark:/21198/zz0002m8md","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8md-1-master.tif","101","","","text","","","","","","page 074","v","101","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8md"
"Picart (Bernard) Collection","ark:/21198/zz0002m8hv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8hv-1-master.tif","102","","","still image","","","","","","COMMUNION.","r","102","COMMUNION.  The VIATICUM.","page 074a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8hv"
"Picart (Bernard) Collection","ark:/21198/zz0002m8ft","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8ft-1-master.tif","103","","","text","","","","","","page 074b","v","103","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8ft"
"Picart (Bernard) Collection","ark:/21198/zz0002m8b8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8b8-1-master.tif","104","","","text","","","","","","page 075","r","104","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8b8"
"Picart (Bernard) Collection","ark:/21198/zz0002m887","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m887-1-master.tif","105","","","text","","","","","","page 076","v","105","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m887"
"Picart (Bernard) Collection","ark:/21198/zz0002m85p","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m85p-1-master.tif","106","","","text","","","","","","page 077","r","106","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m85p"
"Picart (Bernard) Collection","ark:/21198/zz0002m83n","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m83n-1-master.tif","107","","","text","","","","","","page 078","v","107","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m83n"
"Picart (Bernard) Collection","ark:/21198/zz0002m803","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m803-1-master.tif","108","","","text","","","","","","page 079","r","108","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m803"
"Picart (Bernard) Collection","ark:/21198/zz0002m7xk","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m7xk-1-master.tif","109","","","text","","","","","","page 080","v","109","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m7xk"
"Picart (Bernard) Collection","ark:/21198/zz0002m9f9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9f9-1-master.tif","110","","","still image","","","","","","CONFESSION.","r","110","CONFESSION.EXTREME UNCTION.","page 080a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9f9"
"Picart (Bernard) Collection","ark:/21198/zz0002m98q","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m98q-1-master.tif","111","","","text","","","","","","page 080b","v","111","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m98q"
"Picart (Bernard) Collection","ark:/21198/zz0002m934","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m934-1-master.tif","112","","","text","","","","","","page 081","r","112","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m934"
"Picart (Bernard) Collection","ark:/21198/zz0002m7vj","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m7vj-1-master.tif","113","","","text","","","","","","page 082","v","113","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m7vj"
"Picart (Bernard) Collection","ark:/21198/zz0002m7z3","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m7z3-1-master.tif","114","","","still image","","","","","","The PENITENTS PRESENT themselves.","r","114","The PENITENTS PRESENT themselves.  The HAIR-SHIRT is put on.  They are turn’d out of CHURCH.  They stand at the church-gate, their TAPERS blown out.  They are led into the CHURCH.  The LITANIES are said, the PENITENTS being on their knees.","page 082a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m7z3"
"Picart (Bernard) Collection","ark:/21198/zz0002m81m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m81m-1-master.tif","115","","","text","","","","","","page 082b","v","115","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m81m"
"Picart (Bernard) Collection","ark:/21198/zz0002m845","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m845-1-master.tif","116","","","text","","","","","","page 083","r","116","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m845"
"Picart (Bernard) Collection","ark:/21198/zz0002m866","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m866-1-master.tif","117","","","text","","","","","","page 084","v","117","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m866"
"Picart (Bernard) Collection","ark:/21198/zz0002m8x2","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8x2-1-master.tif","118","","","text","","","","","","page 085","r","118","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8x2"
"Picart (Bernard) Collection","ark:/21198/zz0002m8rg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8rg-1-master.tif","119","","","text","","","","","","page 086","v","119","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8rg"
"Picart (Bernard) Collection","ark:/21198/zz0002m8kw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8kw-1-master.tif","120","","","still image","","","","","","A BISHOP DEGRADED.","r","120","A BISHOP DEGRADED.The DEGRADED BISHOP REINSTATED.  EXCOMMUNICATION with Unlighted TAPERS.  An EXCOMMUNICATED Person OBSOLUED.  A HERETIC RECONCIL'D.  A HERETIC led to the foot of the ALTER by the BISHOP.","page 086a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8kw"
"Picart (Bernard) Collection","ark:/21198/zz0002m8d9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8d9-1-master.tif","121","","","text","","","","","","page 086b","v","121","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8d9"
"Picart (Bernard) Collection","ark:/21198/zz0002m87q","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m87q-1-master.tif","122","","","text","","","","","","page 087","r","122","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m87q"
"Picart (Bernard) Collection","ark:/21198/zz0002m824","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m824-1-master.tif","123","","","text","","","","","","page 088","v","123","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m824"
"Picart (Bernard) Collection","ark:/21198/zz0002m7w2","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m7w2-1-master.tif","124","","","text","","","","","","page 089","r","124","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m7w2"
"Picart (Bernard) Collection","ark:/21198/zz0002m9ds","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9ds-1-master.tif","125","","","text","","","","","","page 090","v","125","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9ds"
"Picart (Bernard) Collection","ark:/21198/zz0002m976","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m976-1-master.tif","126","","","text","","","","","","page 091","r","126","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m976"
"Picart (Bernard) Collection","ark:/21198/zz0002m92m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m92m-1-master.tif","127","","","text","","","","","","page 092","v","127","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m92m"
"Picart (Bernard) Collection","ark:/21198/zz0002m8wj","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8wj-1-master.tif","128","","","text","","","","","","page 093","r","128","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8wj"
"Picart (Bernard) Collection","ark:/21198/zz0002m8qz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8qz-1-master.tif","129","","","text","","","","","","page 094","v","129","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8qz"
"Picart (Bernard) Collection","ark:/21198/zz0002m8jc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8jc-1-master.tif","130","","","text","","","","","","page 095","r","130","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8jc"
"Picart (Bernard) Collection","ark:/21198/zz0002m8cs","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8cs-1-master.tif","131","","","text","","","","","","page 096","v","131","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8cs"
"Picart (Bernard) Collection","ark:/21198/zz0002m89r","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m89r-1-master.tif","132","","","text","","","","","","page 097","r","132","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m89r"
"Picart (Bernard) Collection","ark:/21198/zz0002m8gb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8gb-1-master.tif","133","","","text","","","","","","page 098","v","133","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8gb"
"Picart (Bernard) Collection","ark:/21198/zz0002m8nx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8nx-1-master.tif","134","","","text","","","","","","page 099","r","134","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8nx"
"Picart (Bernard) Collection","ark:/21198/zz0002m8th","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m8th-1-master.tif","135","","","text","","","","","","page 100","v","135","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m8th"
"Picart (Bernard) Collection","ark:/21198/zz0002m90k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m90k-1-master.tif","136","","","text","","","","","","page 101","r","136","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m90k"
"Picart (Bernard) Collection","ark:/21198/zz0002m955","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m955-1-master.tif","137","","","text","","","","","","page 102","v","137","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m955"
"Picart (Bernard) Collection","ark:/21198/zz0002m9br","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9br-1-master.tif","138","","","still image","","","","","","The EXPOSITION of the CORPSE at the outward DOOR.","r","138","The EXPOSITION of the CORPSE at the outward DOOR.  The OFFERING of BREAD and WINE at the MASS of the DEAD.","page 102a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9br"
"Picart (Bernard) Collection","ark:/21198/zz0002m6zm","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m6zm-1-master.tif","139","","","text","","","","","","page 102b","v","139","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m6zm"
"Picart (Bernard) Collection","ark:/21198/zz0002m9hb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9hb-1-master.tif","140","","","text","","","","","","page 103","r","140","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9hb"
"Picart (Bernard) Collection","ark:/21198/zz0002m9px","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9px-1-master.tif","141","","","text","","","","","","page 104","v","141","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9px"
"Picart (Bernard) Collection","ark:/21198/zz0002m9rz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9rz-1-master.tif","142","","","still image","","","","","","Ceremonies relating to burial.","r","142","Page is folded.  See page 140b for complete image and caption.","page 104a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9rz"
"Picart (Bernard) Collection","ark:/21198/zz0002m9vh","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9vh-1-master.tif","143","","","still image","","","","","","The CORPS is CARRIED ALONG.","r","143","The CORPS is CARRIED ALONG.The CORPS is laid in the CHOIR.  The COFFIN is sprinkled with HOLY-WATER after ‘tis let down in the GRAVE.","page 104b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9vh"
"Picart (Bernard) Collection","ark:/21198/zz0002m9xj","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9xj-1-master.tif","144","","","text","","","","","","page 104c","v","144","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9xj"
"Picart (Bernard) Collection","ark:/21198/zz0002mb1k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb1k-1-master.tif","145","","","text","","","","","","page 105","r","145","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb1k"
"Picart (Bernard) Collection","ark:/21198/zz0002m9kc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9kc-1-master.tif","146","","","text","","","","","","page 106","v","146","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9kc"
"Picart (Bernard) Collection","ark:/21198/zz0002mc8p","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc8p-1-master.tif","147","","","text","","","","","","page 107","r","147","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc8p"
"Picart (Bernard) Collection","ark:/21198/zz0002mc6n","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc6n-1-master.tif","148","","","text","","","","","","page 108","v","148","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc6n"
"Picart (Bernard) Collection","ark:/21198/zz0002mc33","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc33-1-master.tif","149","","","text","","","","","","page 109","r","149","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc33"
"Picart (Bernard) Collection","ark:/21198/zz0002mc12","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc12-1-master.tif","150","","","text","","","","","","page 110","v","150","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc12"
"Picart (Bernard) Collection","ark:/21198/zz0002mbv0","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbv0-1-master.tif","151","","","text","","","","","","page 111","r","151","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbv0"
"Picart (Bernard) Collection","ark:/21198/zz0002mbrf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbrf-1-master.tif","152","","","text","","","","","","page 112","v","152","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbrf"
"Picart (Bernard) Collection","ark:/21198/zz0002mbpd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbpd-1-master.tif","153","","","text","","","","","","page 113","r","153","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbpd"
"Picart (Bernard) Collection","ark:/21198/zz0002mbkv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbkv-1-master.tif","154","","","text","","","","","","page 114","v","154","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbkv"
"Picart (Bernard) Collection","ark:/21198/zz0002mbht","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbht-1-master.tif","155","","","text","","","","","","page 114a","r","155","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbht"
"Picart (Bernard) Collection","ark:/21198/zz0002mbd8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbd8-1-master.tif","156","","","still image","","","","","","The CEREMONY of MARRIAGE.","v","156","The CEREMONY of MARRIAGE.  BENEDICTION of the NUPTIAL BED.","page 114b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbd8"
"Picart (Bernard) Collection","ark:/21198/zz0002mbb7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbb7-1-master.tif","157","","","text","","","","","","page 115","r","157","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbb7"
"Picart (Bernard) Collection","ark:/21198/zz0002mb7p","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb7p-1-master.tif","158","","","text","","","","","","page 116","v","158","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb7p"
"Picart (Bernard) Collection","ark:/21198/zz0002mb5n","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb5n-1-master.tif","159","","","text","","","","","","page 117","r","159","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb5n"
"Picart (Bernard) Collection","ark:/21198/zz0002mb23","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb23-1-master.tif","160","","","text","","","","","","page 118","v","160","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb23"
"Picart (Bernard) Collection","ark:/21198/zz0002mb02","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb02-1-master.tif","161","","","text","","","","","","page 119","r","161","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb02"
"Picart (Bernard) Collection","ark:/21198/zz0002m9w1","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9w1-1-master.tif","162","","","text","","","","","","page 120","v","162","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9w1"
"Picart (Bernard) Collection","ark:/21198/zz0002m9t0","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9t0-1-master.tif","163","","","text","","","","","","page 121","r","163","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9t0"
"Picart (Bernard) Collection","ark:/21198/zz0002m9qf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9qf-1-master.tif","164","","","text","","","","","","page 122","v","164","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9qf"
"Picart (Bernard) Collection","ark:/21198/zz0002m9nd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9nd-1-master.tif","165","","","text","","","","","","page 123","r","165","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9nd"
"Picart (Bernard) Collection","ark:/21198/zz0002mc54","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc54-1-master.tif","166","","","","","","","","","page 124","v","166","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc54"
"Picart (Bernard) Collection","ark:/21198/zz0002mc0j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc0j-1-master.tif","167","","","text","","","","","","page 125","r","167","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc0j"
"Picart (Bernard) Collection","ark:/21198/zz0002mbtg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbtg-1-master.tif","168","","","text","","","","","","page 126","v","168","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbtg"
"Picart (Bernard) Collection","ark:/21198/zz0002mbnw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbnw-1-master.tif","169","","","text|~|still image","","","","","","page 127","r","169","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbnw"
"Picart (Bernard) Collection","ark:/21198/zz0002mbg9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbg9-1-master.tif","170","","","text","","","","","","page 128","v","170","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbg9"
"Picart (Bernard) Collection","ark:/21198/zz0002mb9q","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb9q-1-master.tif","171","","","text","","","","","","page 128a","r","171","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb9q"
"Picart (Bernard) Collection","ark:/21198/zz0002mb44","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb44-1-master.tif","172","","","still image","","","","","","The CLERK receives the TONSURE.","v","172","The CLERK receives the TONSURE.  The CLERK receives the SURPLILCE.  A SACRISTAN ORDAIN'D.  A READER ORDAIN'D.  An EXORCIST ORDAIN'D.  An ACOLYTH ORDAIN'D.","page 128b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb44"
"Picart (Bernard) Collection","ark:/21198/zz0002m9z2","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9z2-1-master.tif","173","","","text","","","","","","page 129","r","173","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9z2"
