"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0002mn0d","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn0d-1-master.tif","414","","","text","","","","","","page 352","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn0d"
"Picart (Bernard) Collection","ark:/21198/zz0002mn50","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn50-1-master.tif","415","","","text","","","","","","page 353","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn50"
"Picart (Bernard) Collection","ark:/21198/zz0002mn92","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn92-1-master.tif","416","","","text","","","","","","page 354","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn92"
"Picart (Bernard) Collection","ark:/21198/zz0002mnh5","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnh5-1-master.tif","417","","","text","","","","","","page 354a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnh5"
"Picart (Bernard) Collection","ark:/21198/zz0002mngn","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mngn-1-master.tif","418","","","still image","","","","","","Explication of the figures representing the habits of the criminals condemned by the inquisition.","v","","A man condemned to the flames but escapes them by confessing his guilt.  A maid who has escaped the flames by acknowledging herself guilty after condemnation. A married woman sentenced by the inquisitors to be burnt alive.  A man going to the flames by the sentence of the inquisitors.","page 354b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mngn"
"Picart (Bernard) Collection","ark:/21198/zz0002mnk6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnk6-1-master.tif","419","","","text","","","","","","page 354c","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnk6"
"Picart (Bernard) Collection","ark:/21198/zz0002mnjp","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnjp-1-master.tif","420","","","still image","","","","","","Explication of the figures representing the habits of the criminals condemned by the inquisition.","v","","Standard of the Spanish inquisition.  Standard of the inquisition of Goa.  A man convicted of heresy who pleads guilty before he is tried.  A nun who has escap’d the flames by pleading guilty before she is tried.","page 354d","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnjp"
"Picart (Bernard) Collection","ark:/21198/zz0002mnn7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnn7-1-master.tif","421","","","text","","","","","","page 355","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnn7"
"Picart (Bernard) Collection","ark:/21198/zz0002mnmq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnmq-1-master.tif","422","","","text","","","","","","page 356","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnmq"
"Picart (Bernard) Collection","ark:/21198/zz0002mnpr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnpr-1-master.tif","423","","","text","","","","","","page 357","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnpr"
"Picart (Bernard) Collection","ark:/21198/zz0002mnq8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnq8-1-master.tif","424","","","text","","","","","","page 358","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnq8"
"Picart (Bernard) Collection","ark:/21198/zz0002mns9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mns9-1-master.tif","425","","","text","","","","","","page 359","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mns9"
"Picart (Bernard) Collection","ark:/21198/zz0002mnrs","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnrs-1-master.tif","426","","","text","","","","","","page 360","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnrs"
"Picart (Bernard) Collection","ark:/21198/zz0002mnvb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnvb-1-master.tif","427","","","text","","","","","","page 361","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnvb"
"Picart (Bernard) Collection","ark:/21198/zz0002mntt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mntt-1-master.tif","428","","","text","","","","","","page 362","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mntt"
"Picart (Bernard) Collection","ark:/21198/zz0002mnwv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnwv-1-master.tif","429","","","text","","","","","","page 363","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnwv"
"Picart (Bernard) Collection","ark:/21198/zz0002mk93","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk93-1-master.tif","430","","","text","","","","","","page 364","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk93"
"Picart (Bernard) Collection","ark:/21198/zz0002mk4h","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk4h-1-master.tif","431","","","text","","","","","","index i","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk4h"
"Picart (Bernard) Collection","ark:/21198/zz0002mjzf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjzf-1-master.tif","432","","","text","","","","","","index ii","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjzf"
"Picart (Bernard) Collection","ark:/21198/zz0002mjtc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjtc-1-master.tif","433","","","text","","","","","","index iii","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjtc"
"Picart (Bernard) Collection","ark:/21198/zz0002mmg5","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmg5-1-master.tif","434","","","text","","","","","","index iv","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmg5"
"Picart (Bernard) Collection","ark:/21198/zz0002mjsv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjsv-1-master.tif","435","","","text","","","","","","index v","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjsv"
"Picart (Bernard) Collection","ark:/21198/zz0009677r","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0009677r-1-master.tif","436","","","text","","","","","","index vi","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009677r"
"Picart (Bernard) Collection","ark:/21198/zz00096788","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz00096788-1-master.tif","437","","","text","","","","","","index vii","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096788"
"Picart (Bernard) Collection","ark:/21198/zz0009679s","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0009679s-1-master.tif","438","","","text","","","","","","index viii","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009679s"
"Picart (Bernard) Collection","ark:/21198/zz000967b9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967b9-1-master.tif","439","","","text","","","","","","index ix","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967b9"
"Picart (Bernard) Collection","ark:/21198/zz000967ct","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967ct-1-master.tif","440","","","text","","","","","","index x","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967ct"
"Picart (Bernard) Collection","ark:/21198/zz000967db","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967db-1-master.tif","441","","","text","","","","","","index xi","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967db"
"Picart (Bernard) Collection","ark:/21198/zz000967fv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967fv-1-master.tif","442","","","text","","","","","","index xii","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967fv"
"Picart (Bernard) Collection","ark:/21198/zz000967gc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967gc-1-master.tif","443","","","text","","","","","","index xiii","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967gc"
"Picart (Bernard) Collection","ark:/21198/zz000967hw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967hw-1-master.tif","444","","","text|~|still image","","","","","","index xiv","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967hw"
"Picart (Bernard) Collection","ark:/21198/zz000967jd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967jd-1-master.tif","445","","","text|~|still image","","","","","","contents i","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967jd"
"Picart (Bernard) Collection","ark:/21198/zz000967kx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967kx-1-master.tif","446","","","text","","","","","","contents ii","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967kx"
"Picart (Bernard) Collection","ark:/21198/zz000967mf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967mf-1-master.tif","447","","","text","","","","","","contents iii","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967mf"
"Picart (Bernard) Collection","ark:/21198/zz000967nz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967nz-1-master.tif","448","","","text|~|still image","","","","","","contents iv","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967nz"
"Picart (Bernard) Collection","ark:/21198/zz000967pg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz000967pg-1-master.tif","449","","","text","","","","","","rear blank page 01","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000967pg"
"Picart (Bernard) Collection","ark:/21198/zz00096bqf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz00096bqf-1-master.tif","450","","","text","","","","","","rear blank page 02","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096bqf"
"Picart (Bernard) Collection","ark:/21198/zz00096brz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz00096brz-1-master.tif","451","","","text","","","","","","rear blank page 03","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096brz"
"Picart (Bernard) Collection","ark:/21198/zz00096bsg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz00096bsg-1-master.tif","452","","","text","","","","","","rear blank page 04","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096bsg"
"Picart (Bernard) Collection","ark:/21198/zz00096bt0","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz00096bt0-2-master.tif","453","","","text","","","","","","inside back cover","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096bt0"
"Picart (Bernard) Collection","ark:/21198/zz00096bvh","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz00096bvh-2-master.tif","454","","","text","","","","","","back cover","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096bvh"
