"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz00097gxx","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097gxx-1-master.tif","429","","","text","","","","","","page 392","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097gxx"
"Picart (Bernard) Collection","ark:/21198/zz00097gzf","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097gzf-1-master.tif","430","","","text","","","","","","page 393","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097gzf"
"Picart (Bernard) Collection","ark:/21198/zz00097h0f","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h0f-1-master.tif","431","","","text","","","","","","page 394","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h0f"
"Picart (Bernard) Collection","ark:/21198/zz00097h1z","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h1z-1-master.tif","432","","","text","","","","","","page 395","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h1z"
"Picart (Bernard) Collection","ark:/21198/zz00097h2g","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h2g-1-master.tif","433","","","text","","","","","","page 396","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h2g"
"Picart (Bernard) Collection","ark:/21198/zz00097h30","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h30-1-master.tif","434","","","text","","","","","","page 397","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h30"
"Picart (Bernard) Collection","ark:/21198/zz00097h4h","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h4h-1-master.tif","435","","","text","","","","","","page 398","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h4h"
"Picart (Bernard) Collection","ark:/21198/zz00097h51","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h51-1-master.tif","436","","","text","","","","","","page 399","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h51"
"Picart (Bernard) Collection","ark:/21198/zz00097h6j","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h6j-1-master.tif","437","","","text","","","","","","page 400","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h6j"
"Picart (Bernard) Collection","ark:/21198/zz00097h72","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h72-1-master.tif","438","","","text","","","","","","page 401","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h72"
"Picart (Bernard) Collection","ark:/21198/zz00097h8k","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h8k-1-master.tif","439","","","text","","","","","","page 402","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h8k"
"Picart (Bernard) Collection","ark:/21198/zz00097h93","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097h93-1-master.tif","440","","","text","","","","","","page 403","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097h93"
"Picart (Bernard) Collection","ark:/21198/zz00097hbm","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hbm-1-master.tif","441","","","text","","","","","","page 404","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hbm"
"Picart (Bernard) Collection","ark:/21198/zz00097hc4","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hc4-1-master.tif","442","","","text","","","","","","page 405","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hc4"
"Picart (Bernard) Collection","ark:/21198/zz00097hdn","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hdn-1-master.tif","443","","","text","","","","","","page 406","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hdn"
"Picart (Bernard) Collection","ark:/21198/zz00097hf5","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hf5-1-master.tif","444","","","text","","","","","","page 407","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hf5"
"Picart (Bernard) Collection","ark:/21198/zz00097hgp","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hgp-1-master.tif","445","","","text","","","","","","page 408","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hgp"
"Picart (Bernard) Collection","ark:/21198/zz00097hh6","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hh6-1-master.tif","446","","","still image","","","","","","The imposition of hands upon a candidate Lutheran, &c.","r","","The imposition of hands upon a candidate Lutheran receiv’d minister in St. Anns Church at Ausbourg before 14 ministers and the magistrates who have the Episcopal jurisdiction.  The reception of a new Lutheran minister in St. James’s Church at Ausbourg.  The catechism of children in the church of the minories at Ausbourg.  The confession.  The absolution.  In the choir of St. Anns Church at Ausbourg.|~|The imposition of hands upon a candidate Lutheran receiv’d minister in St. Anns Church at Ausbourg before 14 ministers and the magistrates who have the Episcopal jurisdiction.  The reception of a new Lutheran minister in St. James’s Church at Ausbourg.  The catechism of children in the church of the minories at Ausbourg.  The confession.  The absolution.  In the choir of St. Anns Church at Ausbourg.","page 408a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hh6"
"Picart (Bernard) Collection","ark:/21198/zz00097hjq","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hjq-1-master.tif","447","","","text","","","","","","page 408b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hjq"
"Picart (Bernard) Collection","ark:/21198/zz00097hk7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hk7-1-master.tif","448","","","text","","","","","","page 409","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hk7"
"Picart (Bernard) Collection","ark:/21198/zz00097hmr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hmr-1-master.tif","449","","","text","","","","","","page 410","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hmr"
"Picart (Bernard) Collection","ark:/21198/zz00097hn8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097hn8-1-master.tif","450","","","text","","","","","","page 411","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097hn8"
"Picart (Bernard) Collection","ark:/21198/zz00097j2z","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j2z-1-master.tif","451","","","text","","","","","","page 412","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j2z"
"Picart (Bernard) Collection","ark:/21198/zz00097j3g","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j3g-1-master.tif","452","","","text","","","","","","page 413","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j3g"
"Picart (Bernard) Collection","ark:/21198/zz00097j40","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j40-1-master.tif","453","","","text","","","","","","page 414","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j40"
"Picart (Bernard) Collection","ark:/21198/zz00097j5h","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j5h-1-master.tif","454","","","text","","","","","","page 415","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j5h"
"Picart (Bernard) Collection","ark:/21198/zz00097j61","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j61-1-master.tif","455","","","text","","","","","","page 416","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j61"
"Picart (Bernard) Collection","ark:/21198/zz00097j7j","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j7j-1-master.tif","456","","","still image","","","","","","A custom observed at Shermerboom.","r","","A custom observed at Schermerhorm on whitsunday.  Custom used on Whitsunday at the Hague.  The Kings Star walked or carried in Amsterdam on the 11th day.","page 416a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j7j"
"Picart (Bernard) Collection","ark:/21198/zz00097j82","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j82-1-master.tif","457","","","text","","","","","","page 416b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j82"
"Picart (Bernard) Collection","ark:/21198/zz00097j9k","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097j9k-1-master.tif","458","","","text","","","","","","page 417","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097j9k"
"Picart (Bernard) Collection","ark:/21198/zz00097jb3","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jb3-1-master.tif","459","","","text","","","","","","page 418","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jb3"
"Picart (Bernard) Collection","ark:/21198/zz00097jcm","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jcm-1-master.tif","460","","","text","","","","","","page 419","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jcm"
"Picart (Bernard) Collection","ark:/21198/zz00097jd4","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jd4-1-master.tif","461","","","text","","","","","","page 420","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jd4"
"Picart (Bernard) Collection","ark:/21198/zz00097jfn","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jfn-1-master.tif","462","","","text","","","","","","page 421","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jfn"
"Picart (Bernard) Collection","ark:/21198/zz00097jg5","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jg5-1-master.tif","463","","","text","","","","","","page 422","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jg5"
"Picart (Bernard) Collection","ark:/21198/zz00097jhp","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jhp-1-master.tif","464","","","text","","","","","","page 423","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jhp"
"Picart (Bernard) Collection","ark:/21198/zz00097jj6","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jj6-1-master.tif","465","","","text","","","","","","page 424","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jj6"
"Picart (Bernard) Collection","ark:/21198/zz00097jkq","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jkq-1-master.tif","466","","","text","","","","","","page 425","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jkq"
"Picart (Bernard) Collection","ark:/21198/zz00097jm7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jm7-1-master.tif","467","","","text","","","","","","page 426","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jm7"
"Picart (Bernard) Collection","ark:/21198/zz00097jnr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jnr-1-master.tif","468","","","text","","","","","","page 427","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jnr"
"Picart (Bernard) Collection","ark:/21198/zz00097jp8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jp8-1-master.tif","469","","","text","","","","","","page 428","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jp8"
"Picart (Bernard) Collection","ark:/21198/zz00097jqs","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jqs-1-master.tif","470","","","text","","","","","","page 428a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jqs"
"Picart (Bernard) Collection","ark:/21198/zz00097jr9","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jr9-1-master.tif","471","","","still image","","","","","","The communion of the Lutherans, &c.","v","","The communion of the Lutherans in the church of the Minorites at Ausbourg.|~|For full image and caption, see page 428c.","page 428b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jr9"
"Picart (Bernard) Collection","ark:/21198/zz00097jst","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jst-1-master.tif","472","","","still image","","","","","","The communion of the Lutherans, &c.","v","","The communion of the Lutherans in the church of the Minorites at Ausbourg.","page 428c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jst"
"Picart (Bernard) Collection","ark:/21198/zz00097jtb","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jtb-1-master.tif","473","","","still image","","","","","","The communion of the Lutherans, &c.","r","","The communion of the Lutherans in the church of the Minorites at Ausbourg.|~|For full image and caption, see page 428c.","page 428d","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jtb"
"Picart (Bernard) Collection","ark:/21198/zz00097jvv","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jvv-1-master.tif","474","","","text","","","","","","page 428e","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jvv"
"Picart (Bernard) Collection","ark:/21198/zz00097jwc","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jwc-1-master.tif","475","","","text","","","","","","page 429","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jwc"
"Picart (Bernard) Collection","ark:/21198/zz00097jxw","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jxw-1-master.tif","476","","","text","","","","","","page 430","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jxw"
"Picart (Bernard) Collection","ark:/21198/zz00097jzd","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097jzd-1-master.tif","477","","","text","","","","","","page 431","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097jzd"
"Picart (Bernard) Collection","ark:/21198/zz00097k0d","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097k0d-1-master.tif","478","","","text","","","","","","page 432","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097k0d"
"Picart (Bernard) Collection","ark:/21198/zz00097k1x","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097k1x-1-master.tif","479","","","text","","","","","","page 433","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097k1x"
"Picart (Bernard) Collection","ark:/21198/zz00097k2f","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097k2f-1-master.tif","480","","","text","","","","","","page 434","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097k2f"
"Picart (Bernard) Collection","ark:/21198/zz00097mp7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mp7-1-master.tif","481","","","text","","","","","","page 435","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mp7"
"Picart (Bernard) Collection","ark:/21198/zz00097mqr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mqr-1-master.tif","482","","","text","","","","","","page 436","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mqr"
"Picart (Bernard) Collection","ark:/21198/zz00097mr8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mr8-1-master.tif","483","","","text","","","","","","page 437","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mr8"
"Picart (Bernard) Collection","ark:/21198/zz00097mss","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mss-1-master.tif","484","","","text","","","","","","page 438","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mss"
"Picart (Bernard) Collection","ark:/21198/zz00097mt9","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mt9-1-master.tif","485","","","still image","","","","","","Congratulation made to the betrothed couple at Amsterdam.","r","","Congratulation made to the betrothed couple at Amsterdam.A.  The betrothed couple, before a looking glass.  B. The woman’s mother and relations.  C. The man’s mother and relations.  D. Paranimphs, who go to meet the ladys and present them to the betrothed couple.  E. Those who after having done their compliments place the [?] in both sides of the room.  F. Apartment where the men go to congratulate the relations after having complemented the betrothed couple.  G. Sweet meats presented [?] and then to the ladies.  H. A man in the ceremony who serves up the sweet meats wine & [?].  Ceremony called by the Dutch Palmknoopen which consists in tying and [?] flowers together and some leaves of Trainasse which they throw at the married couple.  Some young people of both sexes invited to the ceremony set them two days before the wedding day They put also golden and silver leaves and stick some upon the leaves of the Trainasse.","page 438a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mt9"
"Picart (Bernard) Collection","ark:/21198/zz00097mvt","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mvt-1-master.tif","486","","","text","","","","","","page 438b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mvt"
"Picart (Bernard) Collection","ark:/21198/zz00097mwb","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mwb-1-master.tif","487","","","text","","","","","","page 438c","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mwb"
"Picart (Bernard) Collection","ark:/21198/zz00097mxv","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mxv-1-master.tif","488","","","still image","","","","","","A betrothed couple going to the church to be married.","v","","A betrothed couple going to the church to be married.  A. The bridegroom and his bride.  B. A servant maid strewing flowers before them.  C. A sledge for the betrothed couple.   D. Hoach for the Paranimphs & friends who accompany them to church.  E. A man that throws sugar plumbs to the people.  FF. Sergents who make way for the sledge through the crowd.  Marriage ceremony of the Protestants at Amsterdam.  A. The married couple.  B. The Paranimphs & friends.  C. The minister.  D. The deacon with the purse to receive the alms of the married couple.","page 438d","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mxv"
"Picart (Bernard) Collection","ark:/21198/zz00097mzc","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097mzc-1-master.tif","489","","","text","","","","","","page 439","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097mzc"
"Picart (Bernard) Collection","ark:/21198/zz00097n0c","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n0c-1-master.tif","490","","","text","","","","","","page 440","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n0c"
"Picart (Bernard) Collection","ark:/21198/zz00097n1w","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n1w-1-master.tif","491","","","text","","","","","","page 441","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n1w"
"Picart (Bernard) Collection","ark:/21198/zz00097n2d","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n2d-1-master.tif","492","","","text","","","","","","page 442","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n2d"
"Picart (Bernard) Collection","ark:/21198/zz00097n3x","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n3x-1-master.tif","493","","","text","","","","","","page 443","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n3x"
"Picart (Bernard) Collection","ark:/21198/zz00097n4f","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n4f-1-master.tif","494","","","text","","","","","","page 444","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n4f"
"Picart (Bernard) Collection","ark:/21198/zz00097n5z","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n5z-1-master.tif","495","","","text","","","","","","page 445","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n5z"
"Picart (Bernard) Collection","ark:/21198/zz00097n6g","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n6g-1-master.tif","496","","","text","","","","","","page 446","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n6g"
"Picart (Bernard) Collection","ark:/21198/zz00097n70","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n70-1-master.tif","497","","","still image","","","","","","Mourning of Zurich.","r","","Mourning dress of Zurich.  Mourning dress of Ausbourg.  Womans mourning dress of Friseland.  Mourning dress of Sardam.","page 446a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n70"
"Picart (Bernard) Collection","ark:/21198/zz00097n8h","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n8h-1-master.tif","498","","","text","","","","","","page 446b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n8h"
"Picart (Bernard) Collection","ark:/21198/zz00097n91","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097n91-1-master.tif","499","","","text","","","","","","page 446c","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097n91"
"Picart (Bernard) Collection","ark:/21198/zz00097nbj","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097nbj-1-master.tif","500","","","","","","","","","Funeral ceremonies, as they are performed at Amsterdam, &c.","v","","Funeral ceremonies, as they are performed at Amsterdam & several other towns in Holland.  Funeral ceremonies performed at the Hague & in some other towns in Holland.|~|For full image and caption, see page 446e.","page 446d","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097nbj"
"Picart (Bernard) Collection","ark:/21198/zz00097nc2","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097nc2-1-master.tif","501","","","still image","","","","","","Funeral ceremonies, as they are performed at Amsterdam, &c.","r","","Funeral ceremonies, as they are performed at Amsterdam & several other towns in Holland.  Funeral ceremonies performed at the Hague & in some other towns in Holland.","page 446e","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097nc2"
"Picart (Bernard) Collection","ark:/21198/zz00097ndk","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097ndk-1-master.tif","502","","","still image","","","","","","Funeral ceremonies, as they are performed at Amsterdam, &c.","r","","Funeral ceremonies, as they are performed at Amsterdam & several other towns in Holland.  Funeral ceremonies performed at the Hague & in some other towns in Holland.|~|For full image and caption, see page 446e.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097ndk"
"Picart (Bernard) Collection","ark:/21198/zz00097nf3","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097nf3-1-master.tif","503","","","text","","","","","","page 446g","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097nf3"
