"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Rights.copyrightStatus","Subject","Name.subject","Rights.countryCreation","Language","Name.repository","Type.typeOfResource","Rights.permission","Name.interviewer","Type.genre","Subject.uniformTitle","Name.sponsor","Name.contributor","Date.creation","Relation.isPartOf","Title","Alt ID.local","Description.fundingNote","Relation.describedIn","Date.normalized","Format.extent","Description.note","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Relation.relatedTo","Description.abstract","viewingHint","Text direction","Visibility","IIIF Range"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzvq/8n58xc15","ark:/21198/zz002dvzvq","","","Page","soul/audio/uclapasc_342_060_011_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzvq/vx118h6t","ark:/21198/zz002dvzvq","","","Page","soul/audio/uclapasc_342_060_011_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzxr/ns48vx1c","ark:/21198/zz002dvzxr","","","Page","soul/audio/uclapasc_342_060_013_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzxr/zx02sd6d","ark:/21198/zz002dvzxr","","","Page","soul/audio/uclapasc_342_060_013_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzz8/7c54gx1d","ark:/21198/zz002dvzz8","","","Page","soul/audio/uclapasc_342_060_014_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzz8/np56b511","ark:/21198/zz002dvzz8","","","Page","soul/audio/uclapasc_342_060_014_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw00q/br18gh2p","ark:/21198/zz002dw00q","","","Page","soul/audio/uclapasc_342_060_015_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw00q/gb67d02x","ark:/21198/zz002dw00q","","","Page","soul/audio/uclapasc_342_060_015_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw038/1b05730n","ark:/21198/zz002dw038","","","Page","soul/audio/uclapasc_342_061_001_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw038/4j332w12","ark:/21198/zz002dw038","","","Page","soul/audio/uclapasc_342_061_001_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw04s/9635jz8s","ark:/21198/zz002dw04s","","","Page","soul/audio/uclapasc_342_061_002_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw04s/zz40vn47","ark:/21198/zz002dw04s","","","Page","soul/audio/uclapasc_342_061_002_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw059/5865421t","ark:/21198/zz002dw059","","","Page","soul/audio/uclapasc_342_061_003_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw059/b205n134","ark:/21198/zz002dw059","","","Page","soul/audio/uclapasc_342_061_003_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw06t/0b15zn9x","ark:/21198/zz002dw06t","","","Page","soul/audio/uclapasc_342_061_004_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw06t/jv023v5w","ark:/21198/zz002dw06t","","","Page","soul/audio/uclapasc_342_061_004_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw07b/6c429282","ark:/21198/zz002dw07b","","","Page","soul/audio/uclapasc_342_061_005_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw07b/c242j567","ark:/21198/zz002dw07b","","","Page","soul/audio/uclapasc_342_061_005_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw08v/06498m99","ark:/21198/zz002dw08v","","","Page","soul/audio/uclapasc_342_061_006_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw08v/mg876p3h","ark:/21198/zz002dw08v","","","Page","soul/audio/uclapasc_342_061_006_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw09c/9368522j","ark:/21198/zz002dw09c","","","Page","soul/audio/uclapasc_342_061_007_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw09c/b347g70x","ark:/21198/zz002dw09c","","","Page","soul/audio/uclapasc_342_061_007_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0bw/1f01c48f","ark:/21198/zz002dw0bw","","","Page","soul/audio/uclapasc_342_061_008_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0bw/6m947c3r","ark:/21198/zz002dw0bw","","","Page","soul/audio/uclapasc_342_061_008_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0cd/2h713g75","ark:/21198/zz002dw0cd","","","Page","soul/audio/uclapasc_342_061_009_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0cd/fm708v0m","ark:/21198/zz002dw0cd","","","Page","soul/audio/uclapasc_342_061_009_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0dx/9807m34k","ark:/21198/zz002dw0dx","","","Page","soul/audio/uclapasc_342_061_010_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0dx/n711rm6g","ark:/21198/zz002dw0dx","","","Page","soul/audio/uclapasc_342_061_010_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0ff/7p55dm20","ark:/21198/zz002dw0ff","","","Page","soul/audio/uclapasc_342_061_011_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0ff/xp897k95","ark:/21198/zz002dw0ff","","","Page","soul/audio/uclapasc_342_061_011_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0hg/qg40987v","ark:/21198/zz002dw0hg","","","Page","soul/audio/uclapasc_342_061_013_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0hg/rj06d240","ark:/21198/zz002dw0hg","","","Page","soul/audio/uclapasc_342_061_013_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0kh/6r39rb4h","ark:/21198/zz002dw0kh","","","Page","soul/audio/uclapasc_342_061_015_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0kh/8m739c92","ark:/21198/zz002dw0kh","","","Page","soul/audio/uclapasc_342_061_015_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0m1/d673gw5z","ark:/21198/zz002dw0m1","","","Page","soul/audio/uclapasc_342_061_016_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0m1/m575zt4z","ark:/21198/zz002dw0m1","","","Page","soul/audio/uclapasc_342_061_016_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0nj/p227ng58","ark:/21198/zz002dw0nj","","","Page","soul/audio/uclapasc_342_061_017_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0nj/vb09bx65","ark:/21198/zz002dw0nj","","","Page","soul/audio/uclapasc_342_061_017_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0p2/k300f88s","ark:/21198/zz002dw0p2","","","Page","soul/audio/uclapasc_342_062_001_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0p2/tg23p361","ark:/21198/zz002dw0p2","","","Page","soul/audio/uclapasc_342_062_001_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0sm/ff32j233","ark:/21198/zz002dw0sm","","","Page","soul/audio/uclapasc_342_062_004_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0sm/kk75mg19","ark:/21198/zz002dw0sm","","","Page","soul/audio/uclapasc_342_062_004_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0vn/cd50ss2t","ark:/21198/zz002dw0vn","","","Page","soul/audio/uclapasc_342_062_006_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0vn/kk71kx44","ark:/21198/zz002dw0vn","","","Page","soul/audio/uclapasc_342_062_006_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0w5/81405h7n","ark:/21198/zz002dw0w5","","","Page","soul/audio/uclapasc_342_062_007_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0w5/nj330z8b","ark:/21198/zz002dw0w5","","","Page","soul/audio/uclapasc_342_062_007_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0z6/1f23ff6k","ark:/21198/zz002dw0z6","","","Page","soul/audio/uclapasc_342_062_009_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0z6/gd74317s","ark:/21198/zz002dw0z6","","","Page","soul/audio/uclapasc_342_062_009_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw106/bs304s43","ark:/21198/zz002dw106","","","Page","soul/audio/uclapasc_342_062_010_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw106/sv42bt1b","ark:/21198/zz002dw106","","","Page","soul/audio/uclapasc_342_062_010_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw11q/n638xh82","ark:/21198/zz002dw11q","","","Page","soul/audio/uclapasc_342_062_011_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw11q/r675fz77","ark:/21198/zz002dw11q","","","Page","soul/audio/uclapasc_342_062_011_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw127/dk57p13k","ark:/21198/zz002dw127","","","Page","soul/audio/uclapasc_342_062_012_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw127/qk10cq67","ark:/21198/zz002dw127","","","Page","soul/audio/uclapasc_342_062_012_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw13r/6r700g9c","ark:/21198/zz002dw13r","","","Page","soul/audio/uclapasc_342_062_013_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw13r/jk72sq9b","ark:/21198/zz002dw13r","","","Page","soul/audio/uclapasc_342_062_013_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw169/k384xg9d","ark:/21198/zz002dw169","","","Page","soul/audio/uclapasc_342_062_016_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw169/xp00xf16","ark:/21198/zz002dw169","","","Page","soul/audio/uclapasc_342_062_016_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw17t/jj32gr4f","ark:/21198/zz002dw17t","","","Page","soul/audio/uclapasc_342_062_017_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw17t/qj37w29c","ark:/21198/zz002dw17t","","","Page","soul/audio/uclapasc_342_062_017_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
