Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.generalNote,Name.repository,Subject,Rights.countryCreation,Date.normalized,Title,Date.creation,Alt ID.local,Coverage.geographic,Description.note,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc68v,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc68v_2178045_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_09-003 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_09-003,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc68v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc68v/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc69c,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc69c_2178093_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_10-008 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_10-008,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc69c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc69c/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6bw,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6bw_2178254_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_15-003 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_15-003,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6bw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6bw/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6cd,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6cd_2178048_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_09-004 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_09-004,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6cd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6cd/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6dx,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6dx_2178096_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_10-009 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_10-009,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6dx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6dx/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6ff,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6ff_2178084_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_10-004 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_10-004,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6ff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6ff/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6gz,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6gz_2178099_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_10-010 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_10-010,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6gz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6gz/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6hg,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6hg_2178260_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_15-005 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_15-005,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6hg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6hg/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6j0,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6j0_2178051_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_09-005 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_09-005,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6j0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6j0/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6kh,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6kh_2178102_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_10-011 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_10-011,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6kh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6kh/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6m1,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6m1_2178266_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_15-007 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_15-007,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6m1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6m1/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6nj,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6nj_2178054_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_09-006 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_09-006,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6nj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6nj/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6p2,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6p2_2178105_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_10-012 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_10-012,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6p2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6p2/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6qk,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6qk_2178272_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_15-009 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_15-009,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6qk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6qk/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gc6r3,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gc6r3_2178057_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_09-007 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_09-007,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gc6r3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gc6r3/manifest
