Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.generalNote,Name.repository,Subject,Rights.countryCreation,Date.normalized,Title,Date.creation,Alt ID.local,Coverage.geographic,Description.note,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbvww,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbvww_2177337_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_3-018 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_3-018,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbvww,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbvww/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbvxd,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbvxd_2177580_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3D_Roll_3-005 [METADATA],1970,RSSP_CSRC_ENV_3D_Roll_3-005,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbvxd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbvxd/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbvzx,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbvzx_2177271_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_2-038 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_2-038,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbvzx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbvzx/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw0x,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw0x_2177583_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3D_Roll_3-006 [METADATA],1970,RSSP_CSRC_ENV_3D_Roll_3-006,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw0x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw0x/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw1f,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw1f_2177586_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3D_Roll_3-007 [METADATA],1970,RSSP_CSRC_ENV_3D_Roll_3-007,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw1f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw1f/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw2z,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw2z_2177214_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_2-019 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_2-019,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw2z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw2z/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw3g,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw3g_2177100_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_1-021 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_1-021,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw3g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw3g/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw40,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw40_2177589_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3D_Roll_3-008 [METADATA],1970,RSSP_CSRC_ENV_3D_Roll_3-008,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw40/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw5h,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw5h_2177424_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_4-011 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_4-011,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw5h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw5h/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw61,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw61_2177592_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3D_Roll_3-009 [METADATA],1970,RSSP_CSRC_ENV_3D_Roll_3-009,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw61,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw61/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw7j,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw7j_2177274_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_2-039 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_2-039,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw7j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw7j/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw82,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw82_2177217_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_2-020 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_2-020,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw82,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw82/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbw9k,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbw9k_2177814_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_02-001 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_02-001,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbw9k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbw9k/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwb3,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwb3_2177460_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_4-023 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_4-023,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwb3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwb3/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwcm,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwcm_2177340_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_3-019 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_3-019,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwcm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwcm/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwd4,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwd4_2177220_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_2-021 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_2-021,"East Los Angeles, C",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwd4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwd4/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwfn,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwfn_2177817_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_02-003 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_02-003,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwfn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwfn/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwg5,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwg5_2177595_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3D_Roll_4-001 [METADATA],1970,RSSP_CSRC_ENV_3D_Roll_4-001,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwg5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwg5/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwhp,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwhp_2177343_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_3-020 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_3-020,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwhp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwhp/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwj6,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwj6_2177598_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3D_Roll_4-002 [METADATA],1970,RSSP_CSRC_ENV_3D_Roll_4-002,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwj6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwj6/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwkq,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwkq_2177427_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_4-012 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_4-012,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwkq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwkq/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwm7,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwm7_2177820_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_02-004 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_02-004,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwm7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwm7/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwnr,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwnr_2177430_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_4-013 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_4-013,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwnr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwnr/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwp8,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwp8_2177823_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_02-005 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_02-005,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwp8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwp8/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwqs,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwqs_2177463_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_4-024 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_4-024,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwqs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwqs/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwr9,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwr9_2177466_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_4-025 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_4-025,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwr9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwr9/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwst,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwst_2177883_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3F_Roll_03-011 [METADATA],1970,RSSP_CSRC_ENV_3F_Roll_03-011,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwst,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwst/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002gbwtb,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002gbwtb_2177277_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_3C_Roll_2-040 [METADATA],1970,RSSP_CSRC_ENV_3C_Roll_2-040,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gbwtb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gbwtb/manifest
