Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.genre,Type.typeOfResource,Subject,Rights.permission,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.artist,Name.designer,Name.photographer,Rights.rightsHolderContact,Format.medium,Description.note,Format.extent,Alt ID.collection,Date.creation,Alt ID.local,Date.normalized,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvpc,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvpc_730857_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img008.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img008.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvpc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvpc/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvqw,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvqw_730839_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpg1_img016.tif,,(metadata) CSRC_PATSSIVALDEZ_PHOTOpg1_img016.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvqw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvqw/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvrd,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvrd_730878_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img015.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img015.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvrd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvrd/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvsx,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvsx_730869_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img012.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img012.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvsx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvsx/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvtf,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvtf_730974_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTOpg2_img014.tif,,(metadata) CSRC_PVALDEZ_PHOTOpg2_img014.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvtf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvtf/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvvz,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvvz_730860_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img009.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img009.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvvz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvvz/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvwg,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvwg_730842_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpg1_img017.tif,,"(metadata) ""Dede with Lame"" (1.2)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvwg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvwg/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvx0,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvx0_730881_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img016.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img016.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvx0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvx0/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nvzh,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nvzh_730872_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PVALDEZ_PHOTO_img013.tif,,(metadata) CSRC_PVALDEZ_PHOTO_img013.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nvzh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nvzh/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nw0h,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nw0h_730809_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpg1_img006.tif,,(metadata) Dede with ...,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nw0h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nw0h/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019nw11,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019nw11_730824_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,CSRC_PATSSIVALDEZ_PHOTOpg1_img011.tif,,(metadata) Dede with ...,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019nw11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019nw11/manifest
