Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,viewingHint,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Huxley (Aldous) Collection,ark:/21198/zz00255d8b,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255d8b_1656239_master.tif,150,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Portrait of writer Aldous Huxley (profile), looking down, dark background, and shadow on lower face. Circa mid 1950s-early 1960s.",YRLSC_2009_00148,,"Aldous Huxley portrait, dark background, looking down (1) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d8b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d8b/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255d9v,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255d9v_1656243_master.tif,151,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Portrait of writer Aldous Huxley (profile, close-up), looking down, dark background, shadow on lower face. Circa mid 1950s-early 1960s.",YRLSC_2009_00149,,"Aldous Huxley portrait, dark background, looking down (2) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d9v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d9v/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255dbc,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255dbc_1656252_master.tif,152,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, seated and looking down, white background (brick wall). Circa 1955-1963.",YRLSC_2009_00150,,"Aldous Huxley, seated and looking down, white background [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255dbc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255dbc/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255dcw,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255dcw_1656257_master.tif,153,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley, dressed in a suit standing at a podium with microphone (plant in foreground), circa 1950-1959.",YRLSC_2009_00151,,Aldous Huxley at podium [descriptive],1950-1959,1 photograph : b&w,1950-1959,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255dcw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255dcw/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255drk,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255drk_1656261_master.tif,154,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley holding a small statue award and standing next to an unidentified man, circa early 1960s.",YRLSC_2009_00152,,"Aldous Huxley holding small statue award, with unidentified man [descriptive]",1960-1963,,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255drk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255drk/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255ds3,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255ds3_1656267_master.tif,155,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Food and Agriculture Organization of the United Nations. $b Conference",,,zxx,,,Y,,,"Writer Aldous Huxley signing a document at the Food and Agriculture Organization of the U.N. Conference in Rome, Italy in 1963.",153|~|YRLSC_2009_00153,,"Aldous Huxley signing document at the Food and Agriculture Organization of the United Nations Conference, Rome 1963 [descriptive]",1963,1 photograph : b&w,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255ds3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255ds3/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255dtm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255dtm_1656274_master.tif,156,,,,,,color photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Food and Agriculture Organization of the United Nations. $b Conference",,,zxx,,,Y,,,,0154|~|YRLSC_2009_00154,,"Aldous Huxley at the Food and Agriculture Organization of the United Nations Conference, Rome, 1963",1963,1 photograph : color,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255dtm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255dtm/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255dv4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255dv4_1656281_master.tif,157,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Food and Agriculture Organization of the United Nations. $b Conference",,,zxx,,,Y,,,,YRLSC_2009_00155|~|0155,,"Aldous Huxley at the Food and Agriculture Organization of the United Nations Conference, Rome, 1963",1963,1 photograph : b&w,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255dv4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255dv4/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255dwn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255dwn_1656286_master.tif,158,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Food and Agriculture Organization of the United Nations. $b Conference",,,zxx,,,Y,,,,0156|~|YRLSC_2009_00156,,"Aldous Huxley at the Food and Agriculture Organization of the United Nations Conference, Rome, 1963",1963,1 photograph : b&w,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255dwn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255dwn/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255dx5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255dx5_1656293_master.tif,159,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Food and Agriculture Organization of the United Nations. $b Conference",,,zxx,,,Y,,,,0157|~|YRLSC_2009_00157,,"Aldous Huxley at the Food and Agriculture Organization of the United Nations Conference, Rome, 1963",1963,1 photograph : b&w,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255dx5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255dx5/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255dzp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255dzp_1656296_master.tif,160,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,,0158|~|YRLSC_2009_00158,,"Aldous Huxley at the Food and Agriculture Organization of the United Nations Conference, Rome, 1963",1963,1 photograph : b&w,1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255dzp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255dzp/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f0p,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f0p_1656302_master.tif,161,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,,0159|~|YRLSC_2009_00159,,"Aldous Huxley at the Food and Agriculture Organization of the United Nations Conference, Rome, 1963",1963,1 photograph : b&w,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f0p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f0p/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f16,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f16_1656306_master.tif,162,,,,,,color photographs,still image,copyrighted,,Food and Agriculture Organization of the United Nations. $b Conference,,,zxx,,,Y,,,,0160|~|YRLSC_2009_00160,,"Food and Agriculture Organization of the United Nations Conference, Rome, Italy, 1963",1963,1 photograph : color,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f16/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f2q,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f2q_1656311_master.tif,163,,,,,,clippings,still image,copyrighted,India $x Officials and employees,"Wright, Norman, $c Sir, $d 1900-1970|~|Krishnaswamy, S. Y. $q (Sucheendrum Yegnanarayana), $d 1906-",,,zxx,,,Y,,,,0161|~|YRLSC_2009_00161,,S.Y. Krishnaswamy and Dr. Norman C. Wright with unidentified men at the Food and Agriculture Organization of the United Nations Conference Rome Italy,1963,1 photograph : color,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f2q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f2q/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f37,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f37_1656316_master.tif,164,,,,,,color photographs,still image,copyrighted,,Food and Agriculture Organization of the United Nations. $b Conference,,,zxx,,,Y,,,,0162|~|YRLSC_2009_00162,,"Food and Agriculture Organization of the United Nations Conference, Rome, Italy, 1963",1963,1 photograph : color,1963,Italy,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f37/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f4r,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f4r_1656320_master.tif,165,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|World Academy of Art and Science",,,zxx,,,Y,,,,0163|~|YRLSC_2009_00163,,"Aldous Huxley drafting outline for Potential of Man at WAAS meeting, Stockhom, Sweden, 1963",1963,1 photograph : b&w,1963,Sweden,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f4r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f4r/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f58,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f58_1656323_master.tif,166,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|World Academy of Art and Science",,,zxx,,,Y,,,,0164|~|YRLSC_2009_00164,,"Aldous Huxley drafting outline for Potential of Man at WAAS meeting, Stockhom, Sweden, 1963",1963,1 photograph : b&w,1963,Sweden,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f58,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f58/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f6s,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f6s_1656326_master.tif,167,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|World Academy of Art and Science",,,zxx,,,Y,,,,0165|~|YRLSC_2009_00165,,"Aldous Huxley drafting outline for Potential of Man at WAAS meeting, Stockhom, Sweden, 1963",1963,1 photograph : b&w,1963,Sweden,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f6s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f6s/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f79,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f79_1656329_master.tif,168,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|World Academy of Art and Science",,,zxx,,,Y,,,,0166|~|YRLSC_2009_00166,,"Aldous Huxley drafting outline for Potential of Man at WAAS meeting, Stockhom, Sweden, 1963",1963,1 photograph : b&w,1963,Sweden,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f79,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f79/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f8t,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f8t_1656332_master.tif,169,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|World Academy of Art and Science",,,zxx,,,Y,,,,0167|~|YRLSC_2009_00167,,"Aldous Huxley drafting outline for Potential of Man at WAAS meeting, Stockhom, Sweden, 1963",1963,1 photograph : b&w,1963,Sweden,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f8t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f8t/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255f9b,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255f9b_1656335_master.tif,170,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|World Academy of Art and Science",,,zxx,,,Y,,,,0168|~|YRLSC_2009_00168,,"Aldous Huxley drafting outline for Potential of Man at WAAS meeting, Stockhom, Sweden, 1963",1963,1 photograph : b&w,1963,Sweden,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255f9b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255f9b/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255fbv,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255fbv_1656338_master.tif,171,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|World Academy of Art and Science",,,zxx,,,Y,,,,0169|~|YRLSC_2009_00169,,"Aldous Huxley drafting outline for Potential of Man at WAAS meeting, Stockhom, Sweden, 1963",1963,1 photograph : b&w,1963,Sweden,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255fbv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255fbv/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255fr2,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255fr2_1656365_master.tif,174,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Close-up image of writer Aldous Huxley, grinning. March 22, 1963. Cropped from image YRLSC_2009_00045.",YRLSC_2009_00172,,"Aldous Huxley close up, grinning [descriptive]","March 22, 1963",1 photograph : b&w,1963-03-22,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255fr2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255fr2/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255fw4,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255fw4_1656414_master.tif,178,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley (profile) facing a bust of Benjamin Franklin, circa 1955-1963.",YRLSC_2009_00176,,Aldous Huxley with a bust of Benjamin Franklin [descriptive],1955-1963,1 photograph : b&w,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255fw4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255fw4/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255fxn,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255fxn_1656422_master.tif,179,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley, dressed in sweater and pants, standing in snow near trees, circa 1945-1955.",YRLSC_2009_00177,,Aldous Huxley standing in snow [descriptive],1945-1955,1 photograph : b&w,1945/1955,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255fxn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255fxn/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g1p,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255g1p_1656446_master.tif,182,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (close up) of writer Aldous Huxley, circa mid 1950s-early 1960s.",YRLSC_2009_00180,,"Aldous Huxley, close up [descriptive]",1955-1963,1 b&w photograph,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g1p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g1p/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g3q,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255g3q_1656459_master.tif,184,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Photo by George Kramer|~|Profile portrait of writer Aldous Huxley, dressed in light-colored suit and tie, circa 1960-1963.",YRLSC_2009_00182,,"Aldous Huxley profile, dressed in light-colored suit and tie [descriptive]",1960-1963,1 photograph : b&w,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g3q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g3q/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g47,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255g47_1656467_master.tif,185,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Full length portrait of writer Aldous Huxley, dressed in suit and looking forward, circa 1960-1963. Image is cropped from image YRLSC_2009_00248, of Mr. Huxley and unidentified woman.",YRLSC_2009_00183,,"Aldous Huxley, full length portrait [descriptive]",1960-1963,1 photograph : b&w,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g47/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g5r,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255g5r_1656471_master.tif,186,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Portrait of writer Aldous Huxley (profile, close-up) with his hand on his cheek. Circa mid 1950s-early 1960s.",YRLSC_2009_00184,,"Aldous Huxley portrait, hand to cheek [descriptive]",1955-1963,1 b&w photograph,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g5r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g5r/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g68,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255g68_1656480_master.tif,187,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,"Nys Wessberg, Rose",,"Portrait of writer Aldous Huxley, 1944. Signed by Rose Nys.",YRLSC_2009_00185,,"Aldous Huxley portrait, hand to cheek, wearing tweed blazer, in writing studio, Llano CA [descriptive]",1944,1 photograph : b&w,1944,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g68,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g68/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g7s,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255g7s_1656485_master.tif,188,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,"Nys Wessberg, Rose",,"Portrait of writer Aldous Huxley, 1944. Signed by Rose Nys.",YRLSC_2009_00186,,"Aldous Huxley portrait, hand to chin, looking down wearing tweed blazer, in writing studio, Llano CA [descriptive]",1944,1 photograph : b&w,1944,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g7s/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g89,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255g89_1656491_master.tif,189,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,"Nys Wessberg, Rose",,Signed by Rose Nys.,0187|~|YRLSC_2009_00187,,"Aldous Huxley portrait, at desk, looking down, holding a pen, in writing studio, Llano CA",1944,1 photograph : b&w,1944,California--Llano,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g89,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g89/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255g9t,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255g9t_1656495_master.tif,190,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,"Nys Wessberg, Rose",,"Portrait of writer Aldous Huxley, 1944. Signed by Rose Nys.",YRLSC_2009_00188,,"Aldous Huxley portrait, profile, at desk leaning on arms, wearing tweed blazer, in writing studio, Llano CA [descriptive]",1944,1 photograph : b&w,1944,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255g9t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255g9t/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255gbb,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255gbb_1656500_master.tif,191,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,"Nys Wessberg, Rose",,"Portrait of writer Aldous Huxley, 1944. Signed by Rose Nys.",YRLSC_2009_00189,,"Aldous Huxley holding a pen and wearing a tweed blazer, in writing studio, Llano CA [descriptive]",1944,1 b&w photograph,1944,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gbb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255gbb/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255gcv,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255gcv_1656503_master.tif,192,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, dressed in a suit, seated on a couch and pointing with his thumb, circa early 1960s.",YRLSC_2009_00190,,"Aldous Huxley, seated on couch, pointing with thumb [descriptive]",1960-1963,1 b&w photograph,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gcv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255gcv/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255gdc,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255gdc_1656507_master.tif,193,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, seated with legs crossed and looking off to the side. Circa 1955-1963.",YRLSC_2009_00191,,"Aldous Huxley, seated with legs crossed, looking off to side [descriptive]",1955-1963,1 b&w photograph,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gdc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255gdc/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255gfw,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255gfw_1656512_master.tif,194,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Close-up portrait of writer Aldous Huxley, looking down, circa 1955-1963. Appears to be cropped from image YRLSC_2009_00262, of Mr. Huxley seated with brother Julian Huxley.",YRLSC_2009_00192,,"Aldous Huxley close up, portrait, looking down [descriptive]",1955-1963,1 photograph : b&w,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gfw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255gfw/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255ggd,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255ggd_1656515_master.tif,195,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with white border) of writer Aldous Huxley, seated in chair and gesturing his hands (black background). Circa 1955-1963. This image is almost identical to image YRLSC_2009_00219.",YRLSC_2009_00193,,"Aldous Huxley, seated in chair and gesturing hands, black background (1), identical image [descriptive]",1955-1963,1 photograph : b&w,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255ggd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255ggd/manifest
