Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf5p7/ds41bg6d,ark:/21198/zz002cf5p7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F1/G5741_e6_NS_HOLZKNECHT_1934_A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf5p7/m289c302,ark:/21198/zz002cf5p7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F1/G5741_e6_NS_HOLZKNECHT_1934_B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf84d/04502z4c,ark:/21198/zz002cf84d,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F2/G5754_NEWMARKET_NS_FADEN_HF_1787_1989A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf84d/6824c597,ark:/21198/zz002cf84d,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F2/G5754_NEWMARKET_NS_FADEN_HF_1787_1989B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/7778nv89,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET4.tif,4,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/bs87k61p,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET5.tif,5,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/c985979q,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET3.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/cf83ws4t,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET2.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/ck62gp79,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET8.tif,8,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/h376gv76,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET6.tif,6,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/xc948h3k,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET7.tif,7,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8bh/xz25dj01,ark:/21198/zz002cf8bh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_1703_G37_1994_SHEET1.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8f2/bs66sg6h,ark:/21198/zz002cf8f2,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_2C3_1836_T5_1969_SHEET1.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8f2/rn74ph4z,ark:/21198/zz002cf8f2,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_L7_2C3_1836_T5_1969_SHEET2.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8rq/1j13xf4s,ark:/21198/zz002cf8rq,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_BRAUN_HOGENBERG_1572B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8rq/bx36gg8r,ark:/21198/zz002cf8rq,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_BRAUN_HOGENBERG_1572A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8s7/5680234r,ark:/21198/zz002cf8s7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_E625_NS_BOOTH_1889_sheet4.tif,4,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8s7/gb94w45s,ark:/21198/zz002cf8s7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_E625_NS_BOOTH_1889_sheet1.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8s7/n108dc6j,ark:/21198/zz002cf8s7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_E625_NS_BOOTH_1889_sheet2.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf8s7/tj07v89p,ark:/21198/zz002cf8s7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_E625_NS_BOOTH_1889_sheet3.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf91b/0749rb9h,ark:/21198/zz002cf91b,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_P2_WYLD_NS_1897A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf91b/56999b4v,ark:/21198/zz002cf91b,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_LONDON_P2_WYLD_NS_1897B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf94w/d768nh0g,ark:/21198/zz002cf94w,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_P22_N_S_LT_1938a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf94w/zn49n28n,ark:/21198/zz002cf94w,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F3/G5754_P22_N_S_LT_1938b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf99g/19819n7k,ark:/21198/zz002cf99g,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F4/G5750_633_E5_CA_1910_SHEET4.tif,4,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf99g/7d26dx4h,ark:/21198/zz002cf99g,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F4/G5750_633_E5_CA_1910_SHEET2.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf99g/jq62355m,ark:/21198/zz002cf99g,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F4/G5750_633_E5_CA_1910_SHEET1.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf99g/p148bv3b,ark:/21198/zz002cf99g,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F4/G5750_633_E5_CA_1910_SHEET3.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf9t7/g415jp1x,ark:/21198/zz002cf9t7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F4/G5752_P2_OGILBY_1675_A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cf9t7/qs43h15p,ark:/21198/zz002cf9t7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer705_DR705F4/G5752_P2_OGILBY_1675_B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb09/8b65k026,ark:/21198/zz002cfb09,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_BRECKNOCKSHIRE_SPEEDE_1610A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb09/ft34rn60,ark:/21198/zz002cfb09,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_BRECKNOCKSHIRE_SPEEDE_1610B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb1t/9w85gs3v,ark:/21198/zz002cfb1t,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_FLINTSHIRE_SPEEDE_1610A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb1t/s9034g2n,ark:/21198/zz002cfb1t,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_FLINTSHIRE_SPEEDE_1610B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb3v/8t99299g,ark:/21198/zz002cfb3v,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MERIONETHSHIRE_SPEEDE_1610B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb3v/c290mn55,ark:/21198/zz002cfb3v,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MERIONETHSHIRE_SPEEDE_1610A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb4c/0n53k95k,ark:/21198/zz002cfb4c,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MONMOUTH_65_C_JG_1980_SHEET1A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb4c/3x40r965,ark:/21198/zz002cfb4c,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MONMOUTH_65_C_JG_1980_SHEET2.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb4c/7t63vm7v,ark:/21198/zz002cfb4c,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MONMOUTH_65_C_JG_1980_SHEET5.tif,6,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb4c/8025qq3f,ark:/21198/zz002cfb4c,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MONMOUTH_65_C_JG_1980_SHEET4.tif,5,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb4c/rv57bn3j,ark:/21198/zz002cfb4c,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MONMOUTH_65_C_JG_1980_SHEET1B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb4c/sr89qh39,ark:/21198/zz002cfb4c,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5763_MONMOUTH_65_C_JG_1980_SHEET3.tif,4,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb5w/n440pp41,ark:/21198/zz002cfb5w,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5770_1M_AMS_1945_sheet2.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb5w/sf02mf7f,ark:/21198/zz002cfb5w,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5770_1M_AMS_1945_sheet1.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb9z/0624105q,ark:/21198/zz002cfb9z,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5770_SPEED_1662A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfb9z/2p69815z,ark:/21198/zz002cfb9z,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5770_SPEED_1662B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfbgj/jx43mn29,ark:/21198/zz002cfbgj,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5772_126_JB_NDA.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfbgj/ww985k6t,ark:/21198/zz002cfbgj,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5772_126_JB_NDB.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfbjk/fh27r726,ark:/21198/zz002cfbjk,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5772_130_BLAEU_1645A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfbjk/vs62tz8z,ark:/21198/zz002cfbjk,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5772_130_BLAEU_1645B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfc3b/9s30k33r,ark:/21198/zz002cfc3b,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5774_EDINBURGH_BRAUN_HOGENBERG_1582A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfc3b/qn26m70g,ark:/21198/zz002cfc3b,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F1/G5774_EDINBURGH_BRAUN_HOGENBERG_1582B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfc7d/5k80117z,ark:/21198/zz002cfc7d,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5780B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfc7d/h593v254,ark:/21198/zz002cfc7d,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5780A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfc9f/db48wf9c,ark:/21198/zz002cfc9f,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5780_1_7M_SPEEDE_1610B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfc9f/kj84p76p,ark:/21198/zz002cfc9f,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5780_1_7M_SPEEDE_1610A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfckk/4j32tp94,ark:/21198/zz002cfckk,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5784_D8_E65_1882_J36B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfckk/kn61kx30,ark:/21198/zz002cfckk,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5784_D8_E65_1882_J36A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfcvq/dr09sz2x,ark:/21198/zz002cfcvq,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5794_8_OSNI_1939A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfcvq/k104687v,ark:/21198/zz002cfcvq,,,Page,Masters/Maps/Bruman-Maps/image/Drawer706_DR706F2/G5794_8_OSNI_1939B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfdcz/7s10hc4n,ark:/21198/zz002cfdcz,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5830_2_1M_RMCN_1904A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfdcz/qw66hr61,ark:/21198/zz002cfdcz,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5830_2_1M_RMCN_1904B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfddg/7b72s61m,ark:/21198/zz002cfddg,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5830_2_4M_CSHC_CA_1930A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfddg/hb419n24,ark:/21198/zz002cfddg,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5830_2_4M_CSHC_CA_1930B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfdgh/gc98n07p,ark:/21198/zz002cfdgh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5830_3M_EGI_1944A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cfdgh/vn81fd2w,ark:/21198/zz002cfdgh,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5830_3M_EGI_1944B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cff5b/3h10n238,ark:/21198/zz002cff5b,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5831_J6_400_IGN_CA_1937B.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cff5b/6c88j66k,ark:/21198/zz002cff5b,,,Page,Masters/Maps/Bruman-Maps/image/Drawer707_DR707F1/G5831_J6_400_IGN_CA_1937A.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
