"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Visibility","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Name.correspondent","Name.creator","Title","Alt ID.local","Relation.isPartOf","AltTitle.creator","AltTitle.descriptive","Date.creation","Alt ID.collection","Description.note","Publisher.placeOfOrigin","Coverage.geographic","Date.normalized","AltTitle.other","Format.medium","Bucketeer State","IIIF Access URL"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggqrp","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0586k.tif","107","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 586k","uclamss_1632_b03f17_0586k","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggqrp"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggqs6","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0586l.tif","108","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 586l","uclamss_1632_b03f17_0586l","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggqs6"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggqtq","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0586m.tif","109","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 586m","uclamss_1632_b03f17_0586m","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggqtq"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggqv7","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0586n.tif","110","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 586n","uclamss_1632_b03f17_0586n","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggqv7"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggqwr","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0586o.tif","111","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 586o","uclamss_1632_b03f17_0586o","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggqwr"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggqx8","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0586p.tif","112","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 586p","uclamss_1632_b03f17_0586p","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggqx8"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggqzs","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0586q.tif","113","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 586q","uclamss_1632_b03f17_0586q","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggqzs"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr0s","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0587.tif","114","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 587","uclamss_1632_b03f17_0587","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr0s"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr19","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0588.tif","115","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 588","uclamss_1632_b03f17_0588","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr19"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr2t","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0589.tif","116","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 589","uclamss_1632_b03f17_0589","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr2t"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr3b","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0590.tif","117","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 590","uclamss_1632_b03f17_0590","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr3b"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr4v","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0590back.tif","118","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 590 back","uclamss_1632_b03f17_0590back","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr4v"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr5c","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0591.tif","119","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 591","uclamss_1632_b03f17_0591","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr5c"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr6w","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0592.tif","120","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 592","uclamss_1632_b03f17_0592","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr6w"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr7d","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0593.tif","121","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 593","uclamss_1632_b03f17_0593","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr7d"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr8x","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0594.tif","122","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 594","uclamss_1632_b03f17_0594","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr8x"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggr9f","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0594back.tif","123","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 594 back","uclamss_1632_b03f17_0594back","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggr9f"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrbz","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0595.tif","124","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 595","uclamss_1632_b03f17_0595","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrbz"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrcg","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0596.tif","125","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 596","uclamss_1632_b03f17_0596","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrcg"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrd0","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0597.tif","126","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 597","uclamss_1632_b03f17_0597","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrd0"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrfh","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0598.tif","127","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 598","uclamss_1632_b03f17_0598","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrfh"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrg1","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0598back.tif","128","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 598 back","uclamss_1632_b03f17_0598back","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrg1"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrhj","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0599.tif","129","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 599","uclamss_1632_b03f17_0599","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrhj"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrj2","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0600.tif","130","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 600","uclamss_1632_b03f17_0600","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrj2"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrkk","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0601.tif","131","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 601","uclamss_1632_b03f17_0601","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrkk"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrm3","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0601back.tif","132","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 601 back","uclamss_1632_b03f17_0601back","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrm3"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrnm","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0602.tif","133","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 602","uclamss_1632_b03f17_0602","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrnm"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrp4","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0603.tif","134","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 603","uclamss_1632_b03f17_0603","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrp4"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrqn","ark:/21198/zz002ggm2w","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_b03f17_0604.tif","135","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 3, Folder 17, 604","uclamss_1632_b03f17_0604","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrqn"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrsp","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0001a.tif","1","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 1a","uclamss_1632_box04f01_0001a","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrsp"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrt6","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0001b.tif","2","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 1b","uclamss_1632_box04f01_0001b","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrt6"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrvq","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0001c.tif","3","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 1c","uclamss_1632_box04f01_0001c","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrvq"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrw7","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0002.tif","4","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 2","uclamss_1632_box04f01_0002","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrw7"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrxr","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0002back.tif","5","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 2 back","uclamss_1632_box04f01_0002back","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrxr"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggrz8","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0003.tif","6","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 3","uclamss_1632_box04f01_0003","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggrz8"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs08","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0004.tif","7","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 4","uclamss_1632_box04f01_0004","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs08"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs1s","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0005.tif","8","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 5","uclamss_1632_box04f01_0005","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs1s"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs29","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0005back.tif","9","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 5 back","uclamss_1632_box04f01_0005back","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs29"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs3t","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0006.tif","10","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 6","uclamss_1632_box04f01_0006","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs3t"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs4b","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0007a.tif","11","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 7a","uclamss_1632_box04f01_0007a","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs4b"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs5v","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0007b.tif","12","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 7b","uclamss_1632_box04f01_0007b","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs5v"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs6c","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0007c.tif","13","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 7c","uclamss_1632_box04f01_0007c","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs6c"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs7w","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0007d.tif","14","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 7d","uclamss_1632_box04f01_0007d","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs7w"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs8d","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0007e.tif","15","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 7e","uclamss_1632_box04f01_0007e","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs8d"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggs9x","ark:/21198/zz002ggrr5","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f01_0007f.tif","16","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 1, 7f","uclamss_1632_box04f01_0007f","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggs9x"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggscz","ark:/21198/zz002ggsbf","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f02_0008a.tif","1","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 2, 8a","uclamss_1632_box04f02_0008a","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggscz"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggsdg","ark:/21198/zz002ggsbf","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f02_0008b.tif","2","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 2, 8b","uclamss_1632_box04f02_0008b","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggsdg"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggsf0","ark:/21198/zz002ggsbf","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f02_0008c.tif","3","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 2, 8c","uclamss_1632_box04f02_0008c","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggsf0"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggsgh","ark:/21198/zz002ggsbf","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f02_0009a.tif","4","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 2, 9a","uclamss_1632_box04f02_0009a","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggsgh"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggsh1","ark:/21198/zz002ggsbf","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f02_0009b.tif","5","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 2, 9b","uclamss_1632_box04f02_0009b","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggsh1"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggsjj","ark:/21198/zz002ggsbf","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f02_0009c.tif","6","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 2, 9c","uclamss_1632_box04f02_0009c","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggsjj"
"Minasian Collection of Armenian Materials","ark:/21198/zz002ggsk2","ark:/21198/zz002ggsbf","10","Completed with minimal metadata","Page","minasiancorr/image/uclamss_1632_box04f02_0009d.tif","7","","","","","text","unknown","","","","","UCLA LSC, Collection 1632, Box 4, Folder 2, 9d","uclamss_1632_box04f02_0009d","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ggsk2"
