Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.correspondent,Name.creator,Title,Alt ID.local,Relation.isPartOf,AltTitle.creator,AltTitle.descriptive,Date.creation,Alt ID.collection,Description.note,Publisher.placeOfOrigin,Coverage.geographic,Date.normalized,AltTitle.other,Format.medium
Minasian Collection of Armenian Materials,ark:/21198/zz002gcppt,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0007back.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 7 back",uclamss_1632_01_01_0007back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcpqb,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0008.tif,17,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 8",uclamss_1632_01_01_0008,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcprv,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0008back.tif,18,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 8 back",uclamss_1632_01_01_0008back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcpsc,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0009a.tif,19,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 9a",uclamss_1632_01_01_0009a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcptw,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0009b.tif,20,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 9b",uclamss_1632_01_01_0009b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcpvd,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0009c.tif,21,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 9c",uclamss_1632_01_01_0009c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcpwx,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0010.tif,22,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 10",uclamss_1632_01_01_0010,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcpxf,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0011.tif,23,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 11",uclamss_1632_01_01_0011,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcpzz,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0012.tif,24,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 12",uclamss_1632_01_01_0012,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq0z,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0013.tif,25,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 13",uclamss_1632_01_01_0013,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq1g,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0014.tif,26,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 14",uclamss_1632_01_01_0014,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq20,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0014back.tif,27,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 14 back",uclamss_1632_01_01_0014back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq3h,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0015.tif,28,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 15",uclamss_1632_01_01_0015,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq41,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0016.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 16",uclamss_1632_01_01_0016,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq5j,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0017.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 17",uclamss_1632_01_01_0017,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq62,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0018a.tif,31,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 18a",uclamss_1632_01_01_0018a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq7k,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0018b.tif,32,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 18b",uclamss_1632_01_01_0018b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq83,ark:/21198/zz002gcp4j,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_01_0018c.tif,33,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 1, 18c",uclamss_1632_01_01_0018c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcq9m,ark:/21198/zz002bqkxt,10,Completed with minimal metadata,Work,minasiancorr/pdf/Box_1_Folder_2.pdf,2,,,,,text,unknown,arm,,,,"UCLA LSC, Collection 1632, Box 1, Folder 2",Box_1_Folder_2,,Grigoris Episkopos,Letter,1881,Minasian Correspondence|~|1632,"A letter from Grigoris Episkopos to Mkrtum Abgarean from Tehran, Iran. This letter is from 1882.",,,,,Paper
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqb4,ark:/21198/zz002gcq9m,2,Completed,Page,minasiancorr/image/uclamss_1632_01_02_0019.tif,1,,,,,text,unknown,,,"Abcar, Grigor",,"UCLA LSC, Collection 1632, Box 1, Folder 2, 19",uclamss_1632_01_02_0019,,Grigor Abkar,Grigor Abcar letter,,,Correspondence. Letter from Grigor Abkar to Mkrtum Abkarean.,"Tehran, Iran",,1882-11-30,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqcn,ark:/21198/zz002gcq9m,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_02_0019back.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 2, 19 back",uclamss_1632_01_02_0019back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqd5,ark:/21198/zz002bqkxt,10,Completed with minimal metadata,Work,minasiancorr/pdf/Box_1_Folder_3.pdf,3,,,,,text,unknown,arm,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3",Box_1_Folder_3,,"Abgarean, Tomas",,1846-1881,,Letters from Tomas Abgarean to Martiros Ter Hovakimean (clergyman).,"Calcutta, India",India|~|Iran,,"Ter Hovakimean, Martiros",
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqfp,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0020.tif,1,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 20",uclamss_1632_01_03_0020,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqg6,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0021.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 21",uclamss_1632_01_03_0021,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqhq,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0022.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 22",uclamss_1632_01_03_0022,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqj7,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0023.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 23",uclamss_1632_01_03_0023,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqkr,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0024.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 24",uclamss_1632_01_03_0024,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqm8,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0025.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 25",uclamss_1632_01_03_0025,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqns,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0026.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 26",uclamss_1632_01_03_0026,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqp9,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0027.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 27",uclamss_1632_01_03_0027,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqqt,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0028.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 28",uclamss_1632_01_03_0028,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqrb,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0028back.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 28 back",uclamss_1632_01_03_0028back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqsv,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0029.tif,11,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 29",uclamss_1632_01_03_0029,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqtc,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0029back.tif,12,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 29 back",uclamss_1632_01_03_0029back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqvw,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0030.tif,13,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 30",uclamss_1632_01_03_0030,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqwd,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0030back.tif,14,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 30 back",uclamss_1632_01_03_0030back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqxx,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0031.tif,15,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 31",uclamss_1632_01_03_0031,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcqzf,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0032.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 32",uclamss_1632_01_03_0032,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr0f,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0032back.tif,17,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 32 back",uclamss_1632_01_03_0032back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr1z,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0033.tif,18,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 33",uclamss_1632_01_03_0033,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr2g,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0033back.tif,19,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 33 back",uclamss_1632_01_03_0033back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr30,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0034.tif,20,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 34",uclamss_1632_01_03_0034,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr4h,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0034back.tif,21,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 34 back",uclamss_1632_01_03_0034back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr51,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0035.tif,22,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 35",uclamss_1632_01_03_0035,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr6j,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0035back.tif,23,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 35 back",uclamss_1632_01_03_0035back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr72,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0036.tif,24,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 36",uclamss_1632_01_03_0036,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr8k,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0036back.tif,25,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 36 back",uclamss_1632_01_03_0036back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcr93,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0037a.tif,26,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 37a",uclamss_1632_01_03_0037a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrbm,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0037b.tif,27,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 37b",uclamss_1632_01_03_0037b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrc4,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0037c.tif,28,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 37c",uclamss_1632_01_03_0037c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrdn,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0038.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 38",uclamss_1632_01_03_0038,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrf5,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0038back.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 38 back",uclamss_1632_01_03_0038back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrgp,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0039.tif,31,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 39",uclamss_1632_01_03_0039,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrh6,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0039back.tif,32,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 39 back",uclamss_1632_01_03_0039back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrjq,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0040a.tif,33,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 40a",uclamss_1632_01_03_0040a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrk7,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0040b.tif,34,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 40b",uclamss_1632_01_03_0040b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrmr,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0040c.tif,35,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 40c",uclamss_1632_01_03_0040c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gcrn8,ark:/21198/zz002gcqd5,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_03_0041.tif,36,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 3, 41",uclamss_1632_01_03_0041,,,,,,,,,,,
