Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents
Rare Books (YRL Special Collections),ark:/21198/zz0009b8k6,ark:/21198/zz00095009,2,Completed,Work,,,,,,,paged,,private,,,,,,,Machinery--Drawings|~|Toy and movable books--Specimens|~|Steam-engines|~|Electric machinery|~|Locomotives,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,"Maier, Otto (Firm)",,,"University of California, Los Angeles. $b Library Special Collections",,,Dampf und Elektricität : die Technik im Anfang des zwanzigsten Jahrhunderts : mit zeichen-erklärungen und erläuterndem Text,Eight of the colored plates consist of several hinged overlays which fold out to show different aspects of the designs; final plate pasted down to cover.,TJ173 .M32,1900/1940,[19--],Dampf und Elektricität,,28 x 41 cm.,"[4] p., [10] leaves of plates : col. ill. & text ([26] p. : ill., diagrs.)",,Leipzig,06115451,O. Maier,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009dvwz,ark:/21198/zz00095009,2,Completed,Work,,,,,,,paged,,private,,,pd_usfed,Albumen prints|~|Expedition photographs--1870-1880,eng,published,Expeditions & surveys--1870-1880,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,Geological and Geographical Survey of the Territories (U.S.),"Jackson, William Henry, 1843-1942",Yellowstone National Park--Pictorial works,"University of California, Los Angeles. $b Library Special Collections",,,Photographs of the Yellowstone National Park and views in Montana and Wyoming territories,Each photograph accompanied by guard sheet with descriptive letter-press.  Desscriptive letter-press information has been included as the caption for each photograph.,S926 .A43 A5u,1873,1873,,,51 x 44 cm.,37 mounted photographs,"Images are photographic copies produced by Scott Miles in 2005. As stated in agreement between Scott Miles and UCLA, all digital copies of photographs were given to UCLA to use as they wish.  Mr. Miles will use selected images in a video production entitled ""Images in Discovery: Pioneer Photographers of the American West.""  Video production is the culminating project for Mr. Miles Master of Science in Educational Technology at Boise State University.|~|Digital copies of photographs are high resolution (HR), except for Plates 2-3, 8, 10-11 and 16-17.  These seven plates are print resolution, the HR versions were corrupted. HR: 5840 x 7300 pixels, 365 ppiPrint resolution: 2850x3450 pixels at 300 ppi.",Washington [DC],04921248,Government Printing Office,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009fzbk,ark:/21198/zz00095009,2,Completed,Work,,,,,,,paged,,private,,,pd_usfed,Albumen prints|~|Expedition photographs--1870-1880,eng,published,Expeditions & surveys--1870-1880,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,Geographical Surveys West of the 100th Meridian (U.S.),"Bell, William|~|O’Sullivan, Timothy H.","West (U.S.)--Pictorial works|~|Southwest, New--Pictorial works","University of California, Los Angeles. $b Library Special Collections",,,"Photographs showing landscapes, geological and other features, of portions of the western territory of the United States...","At head of title: War department, Corps of engineers, U.S. army.|~|Full Title: Photographs showing landscapes, geological and other features, of portions of the western territory of the United States, obtained in connection with geographical and geological explorations and surveys west of the 100th meridian, seasons of 1871, 1872, and 1873. / 1st Lieut. Geo. M. Wheeler...in charge.",TR16.8 .U583p|~|F594 .U585p,1873/1875,1873 [?],,,41 x 55 cm.,"[1 p. 1., 50 phot.]","Images are photographic copies produced by Scott Miles in 2005. As stated in agreement between Scott Miles and UCLA, all digital copies of photographs were given to UCLA to use as they wish.  Mr. Miles will use selected images in a video production entitled ""Images in Discovery: Pioneer Photographers of the American West.""  Video production is the culminating project for Mr. Miles Master of Science in Educational Technology at Boise State University.|~|Title page image attached to this book level record.",Washington [?],03376527,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009khj6,ark:/21198/zz00095009,2,Completed,Work,,,,,,,paged,,private,,still image,,Landscape photographs|~|Albumen prints|~|Expedition photographs--1870-1880|~|Portfolios,eng,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,"Muybridge, Eadweard, 1830-1904",Yosemite Valley (Calif.)--Pictorial works,,,,Yosemite photographs by Muybridge,Binder’s title.,TR16.8 .M987y,1866/1875,circa 1867,,,,14 mounted photos. (in portfolio),"Images are photographic copies produced by Scott Miles in 2005. As stated in agreement between Scott Miles and UCLA, all digital copies of photographs were given to UCLA to use as they wish.  Mr. Miles will use selected images in a video production entitled ""Images in Discovery: Pioneer Photographers of the American West.""  Video production is the culminating project for Mr. Miles Master of Science in Educational Technology at Boise State University.",San Francisco (Calif.),12030439,Bradley & Rulofson,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2503860,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m3z2,ark:/21198/zz00095009,2,Completed,Work,,,,,,,paged,,private,,still image,,Landscape photographs|~|Albumen prints|~|Portfolios,eng,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,"Watkins, Carleton E., 1829-1916",Yosemite Valley (Calif.)--Pictorial works,"University of California, Los Angeles. $b Library Special Collections",,,Yosemite photographs by Carleton E. Watkins,Copyrighted by C.E. Watkins in 1867,F868.Y6 P5 1867,1867,1867,Yosemite photographs,,,15 mounted photos. : map in portfolio.,"Images are photographic copies produced by Scott Miles in 2005. As stated in agreement between Scott Miles and UCLA, all digital copies of photographs were given to UCLA to use as they wish.  Mr. Miles will use selected images in a video production entitled ""Images in Discovery: Pioneer Photographers of the American West.""  Video production is the culminating project for Mr. Miles Master of Science in Educational Technology at Boise State University.","[San Francisco?, c1867]",,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3676791,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m795,ark:/21198/zz00095009,2,Completed,Work,,,,,,,paged,,private,,text,,,eng,,Decoration and ornament|~|Decoration and ornament--History,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,"Jones, Owen, 1809-1874",,,"University of California, Los Angeles. $b Library Special Collections",,,"The grammar of ornament, by Owen Jones. Illustrated by examples from various styles of ornament.","[Full title]The grammar of ornament, by Owen Jones. Illustrated by examples from various styles of ornament . One hundred folio plates, drawn on stone by F. Bedford and printed in colours by Day and son.|~|""Books referred to for illustrations, literary and pictorial"": 1 p. preceding pl. LXXIV.|~|Added t.-p., in colors.|~|With contributions by J. B. Waring, J. O. Westwood, and M. D. Wyatt.",NK1175 .J72g 1856,1856,1856,,,57 x 39 cm.,"2 p. L., 6, [106] p. 100 pl. (part col., incl. front.)",,London,02111842,Day and son,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1839132,,
Rare Books (YRL Special Collections),ark:/21198/zz0017jfkv,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,text,,,,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,Vergilius [1505],Ahmanson-Murphy Aldine Collection,Z233 A4V819 1505,1505,1505,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017jgc7,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,text,,,,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,Aldi Manutii Romani Rudimenta grammatices Latinae linguae [1501],Ahmanson-Murphy Aldine Collection,Z233.A4 M32r 1501,1501,1501,,,,,,Venice,,"Manuzio, Aldo, 1449 or 50-1515.",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4927597,[Rudimenta grammatices latinae linguae],
Rare Books (YRL Special Collections),ark:/21198/zz001hrfnw,ark:/21198/zz00095009,1,In progress,Work,,,,,,"Benton, F. Weber $q (Frank Weber), $d 1855-",paged,,private,,still image,,Book illustrations,eng,,,,,,,,"Venice (Los Angeles, Calif.) $v Pictorial works.",,,,"Venice of America, California, all the year",,F869.V36 B46 1922,1922,c1922.,,,,,,Los Angeles,12029446,Benton Pub. Co.,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=713026,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg8p,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,still image,,Book illustrations,eng,,,,,,,,,,,,"Birman Empire. Eighteen views, taken at and near Rangoon.",Michael Sadleir Collection of 19th Century British Fiction.|~|The copy described by Sadleir.,,1825/1826,1825-1826.,,,,,,London,35981874,"Kingsbury and Co., Thomas Clay",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=731421,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrgdr,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,still image,,,eng,,,,,,,,"Venice (Los Angeles, Calif.) $v Pictorial works.",,,,Venice of America : fourteen miles from Los Angeles.,,,1907,[1907?],,,,,,Los Angeles,12056781,"Kingsley, Moles & Collins Co.",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3537559,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwkw,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,text,,,,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,"Chorégraphie, ou, L’art de décrire la dance par caracteres, figures et signes desmonstratifs : avec lesquels on apprend facilement de soy même toutes sortes de dances",,GV1590 .F43c,,1713,,,24 cm.,"[6], 95, [1] p.",,Paris,,Chez le sr. Dezais,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1195803,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwnx,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,still image|~|text,,,,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,"Cosmographia Petri Apiani, per Gemmam Frisium apud Louanienses medicum & mathematicum insignem, iam demum ab omnibus vindicata mendis, ac nonnullis quoque locis aucta, & annotationibus marginalibus illustrata.",,GA6 .A64 1574,,1574,,,,,,Antwerp,,Christophorum Plantinum,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=382928,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwqz,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,text,,,,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,"Northanger Abbey : and Persuasion / by the author of ""Pride and prejudice,"" ""Mansfield-park, "" &c. ; with a biographical notice of the author.",,Edgeworth Family Library|~|PR4647.9.A97 N67 1818,,1818,,,,,,London,,John Murray,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=409046,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dws0,ark:/21198/zz00095009,1,In progress,Work,,,,,,,paged,,private,,text,,,,,,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,Le danseur aux caresses.,,PQ2601.A231 D23,,1906,,,,162 p.,,Paris,,Messein,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=473904,,
Rare Books (YRL Special Collections),ark:/21198/zz0025fb3c,ark:/21198/zz00095009,2,Completed,Work,,,,,,"Allom, Thomas, 1804-1872",paged,,private,,text,,,,,China --History --Pictorial works.|~|China --Pictorial works.|~|China --Social life and customs.,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,"The Chinese Empire : historical and descriptive : illustrating the manners and customs of the Chinese,in a series of steel engravings, from original sketches",,*DS707 .A442,,1870?,,,32 cm.,2 v.,,London,,London Print. and Pub.,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=491582,,
Rare Books (YRL Special Collections),ark:/21198/zz0025fdr5,ark:/21198/zz00095009,2,Completed,Work,,,,,,"Bacon, Francis, 1561-1626",paged,,private,,text,,,,,Science -- Methodology,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,Franc. Baconis ... Novum organum scientiarum ...,,B1165 1650,,1650,,,13 cm.,"12 p. l., 404 p.",,Lugd. Batav,,ex officina A. Wyngaerden,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=540927,[Novum organum],
Rare Books (YRL Special Collections),ark:/21198/zz0025fdt6,ark:/21198/zz00095009,2,Completed,Work,,,,,,"Browne, Thomas, Sir, 1605-1682",paged,,private,,text,,,,,Norwich (England) --Antiquities,"Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,"Posthumous works of the learned Sir Thomas Browne, kt. M.D. late of Norwich: printed from his original manuscripts.",,PR3327 .A16 1712,,1712,"Posthumous works of the learned Sir Thomas Browne, kt. M.D. late of Norwich: printed from his original manuscripts. Viz. I. Repertorium: or, The antiquities of the cathedral church of Norwich. II. An account of some urns, &c. found at Brampton in Norfolk, anno 1667. III. Letters between Sir William Dugdale and Sir Tho. Browne. IV. Miscellanies. To which is prefix’d his life. There is also added, Antiquitates capellae D. Johannis Evangelistae; hodie Scholae regiae norwicensis. Authore Johanne Burton, A.M. ejusdem ludimagistro ...",,20 cm.,,,London,,E. Curll [etc.],,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=658401,,
Rare Books (YRL Special Collections),ark:/21198/zz0025fdw7,ark:/21198/zz00095009,2,Completed,Work,,,,,,"Bentley, Richard, 1662-1742",paged,,private,,text,,,,,"Epistles of Phalaris|~|Orrery, Charles Boyle, Earl of, 1674-1731|~|Literary forgeries and mystifications.","Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,"A dissertation upon the Epistles of Phalaris : with an answer to the objections of the Honourable Charles Boyle, esquire",,PR3318.B3 D6,,1699,,,,"cxii, 549 (i.e. 545), [11] p.",,London,,J. H. for Henry Mortlock at the Phoenix...,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=712950,,
Rare Books (YRL Special Collections),ark:/21198/zz0025ffrn,ark:/21198/zz00095009,2,Completed,Work,,,,,,"Caesar, Julius",paged,,private,,text,,,,,"Rome --History --Civil War, 49-45 B.C. --Campaigns.|~|Caesar, Julius|~|Gaul --History --Gallic Wars, 58-51 B.C.","Rare Books Collection.  Department of Special Collections, Charles E. Young Research Library, UCLA",,,,,,,,,"C. Iulii Caesaris Commentarii : quae in hac habeantur editione, sequens pagella docebit.",,Z233.A43 C116c 1534,,1534,,,17 cm.,"[48], 524, [68] p",,Lyon,,Apud Seb. Gryphium Lugduni,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5110573,[Works. 1534],"(from t. p. verso) Commentariorum de bello Gallico, liber VIII -- De bello ciuili. Pompeiano, libri IIII. Alexandrino, liber I. Africano, liber I. Hispaniensi, liber I -- Galliae, ac Hispaniae pictura, commentarijs Caesaris respondens -- Pictura pontis in Rheno, Auarici, Alexiae, Vxelloduni, & Massiliae -- Locorum insuper, urbium, & populorum nomina tum uetera, tum recentiora copiosissimis indicibus explanata."
Rare Books (YRL Special Collections),ark:/21198/zz0025fg7c,ark:/21198/zz00095009,2,Completed,Work,,,,,,"Laet, Joannes de, 1593-1649",paged,,private,,text,,,,,,,,,,,,,,,Historie ofte Iaerlijck verhael van de verrichtinghen der Geoctroyeerde West-Indische Compagnie,,*HF483.W6 L34 1644,,1644,"Historie ofte Iaerlijck verhael van de verrichtinghen der Geoctroyeerde West-Indische Compagnie, zedert haer begin, tot het eynde van ’t jaer sesthien-hondert ses-en-dertich : begrepen in derthien boecken, ende met verscheyden koperen platen verciert / beschreven door Ioannes de Laet, Bewint-hebber der selver Compagnie.",,34 cm.,"[32], 544, 31, [13] p., [14] double leaves of plates (1 folded)",,Tot Leyden,,Bonaventuer ende Abraham Elsevier,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5741982,,
Rare Books (YRL Special Collections),ark:/21198/zz002j9bpx,ark:/21198/zz00095009,10,Completed with minimal metadata,Work,,,,,,,paged,,private,,text,,,,,,,,,,,,,,,Giunta publishing house stockbook,,,,,,,,,,,,,,,,,
