"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","viewingHint","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Name.repository","Subject","Name.printer","Name.creator","Editor","Type.genre","Author","Title","Representative image","Masthead","Date.creation","Format.extent","Description.note","Publisher.publisherName","Date.normalized","Format.dimensions","AltTitle.uniform","Description.abstract","AltIdentifier.OPAC","AltTitle.other","AltIdentifier.oclc","Place of origin","Local identifier","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098bjr","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098bjr-1-master.tif","11","","","text","pd","","","","","","","","Thuris arbuſcula","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098bjr",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098czf","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098czf-1-master.tif","12","","","text","pd","","","","","","","","Solini epiftola","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098czf",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d0f","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d0f-1-master.tif","13","","","text","pd","","","","","","","","blank page","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d0f",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d1z","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d1z-1-master.tif","14","","","text","pd","","","","","","","","De origine","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d1z",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d2g","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d2g-1-master.tif","15","","","text","pd","","","","","","","","fluens thyberis","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d2g",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d30","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d30-1-master.tif","16","","","text","pd","","","","","","","","ſimo primo","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d30",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d4h","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d4h-1-master.tif","17","","","text","pd","","","","","","","","tificates rationibus","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d4h",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d51","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d51-1-master.tif","18","","","text","pd","","","","","","","","funt. Bitumen","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d51",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d6j","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d6j-1-master.tif","19","","","text","pd","","","","","","","","catior  ſicut","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d6j",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d72","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d72-1-master.tif","20","","","text","pd","","","","","","","","ceffor ordinaretur","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d72",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098d8k","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098d8k-1-master.tif","21","","","text","pd","","","","","","","","bus promptior","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098d8k",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098vr3","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098vr3-1-master.tif","22","","","text","pd","","","","","","","","Dememoria","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098vr3",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098vsm","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098vsm-1-master.tif","23","","","text","pd","","","","","","","","Vticéſis Cato","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098vsm",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098vt4","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098vt4-1-master.tif","24","","","text","pd","","","","","","","","ras intulerut","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098vt4",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098vvn","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098vvn-1-master.tif","25","","","text","pd","","","","","","","","hanc Heriphilem","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098vvn",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098vw5","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098vw5-1-master.tif","26","","","text","pd","","","","","","","","pentibus non","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098vw5",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098vxp","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098vxp-1-master.tif","27","","","text","pd","","","","","","","","Altera inſequitur","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098vxp",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098vz6","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098vz6-1-master.tif","28","","","text","pd","","","","","","","","nec tam","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098vz6",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w06","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w06-1-master.tif","29","","","text","pd","","","","","","","","fita breuia","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w06",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w1q","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w1q-1-master.tif","30","","","text","pd","","","","","","","","agrigentino aut","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w1q",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w27","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w27-1-master.tif","31","","","text","pd","","","","","","","","ſimiles ſunt","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w27",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w3r","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w3r-1-master.tif","32","","","text","pd","","","","","","","","Rege datum","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w3r",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w48","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w48-1-master.tif","33","","","text","pd","","","","","","","","diores hocmendatio","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w48",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w5s","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w5s-1-master.tif","34","","","text","pd","","","","","","","","ditionis in","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w5s",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w69","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w69-1-master.tif","35","","","text","pd","","","","","","","","uicfus Sicut","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w69",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w7t","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w7t-1-master.tif","36","","","text","pd","","","","","","","","mediu alueu","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w7t",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w8b","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w8b-1-master.tif","37","","","text","pd","","","","","","","","præſos in","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w8b",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098w9v","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098w9v-1-master.tif","38","","","text","pd","","","","","","","","De Euboea","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098w9v",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098wbc","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098wbc-1-master.tif","39","","","text","pd","","","","","","","","belluæ loco","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098wbc",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098wcw","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098wcw-1-master.tif","40","","","text","pd","","","","","","","","dem inter","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098wcw",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098wdd","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098wdd-1-master.tif","41","","","text","pd","","","","","","","","nomina ſua","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098wdd",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098x8t","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098x8t-1-master.tif","42","","","text","pd","","","","","","","","uent. A","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098x8t",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098x9b","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098x9b-1-master.tif","43","","","text","pd","","","","","","","","uo nitent","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098x9b",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xbv","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xbv-1-master.tif","44","","","text","pd","","","","","","","","qui hiberiæ","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xbv",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xcc","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xcc-1-master.tif","45","","","text","pd","","","","","","","","tur in","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xcc",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xdw","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xdw-1-master.tif","46","","","text","pd","","","","","","","","Hiſpanias & in","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xdw",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xfd","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xfd-1-master.tif","47","","","text","pd","","","","","","","","eurſu. Numero","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xfd",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xgx","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xgx-1-master.tif","48","","","text","pd","","","","","","","","Gadir ideft","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xgx",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xhf","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xhf-1-master.tif","49","","","text","pd","","","","","","","","eam aute","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xhf",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xjz","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xjz-1-master.tif","50","","","text","pd","","","","","","","","lut ant","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xjz",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xkg","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xkg-1-master.tif","51","","","text","pd","","","","","","","","Vod eſt","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xkg",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xm0","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xm0-1-master.tif","52","","","text","pd","","","","","","","","rycinæ religiones","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xm0",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xnh","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xnh-1-master.tif","53","","","text","pd","","","","","","","","nequit: niſi","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xnh",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xp1","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xp1-1-master.tif","54","","","text","pd","","","","","","","","ſplendorem aeris","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xp1",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xqj","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xqj-1-master.tif","55","","","text","pd","","","","","","","","tur media","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xqj",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xr2","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xr2-1-master.tif","56","","","text","pd","","","","","","","","ad qua","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xr2",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xsk","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xsk-1-master.tif","57","","","text","pd","","","","","","","","eem fermonis","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xsk",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xt3","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xt3-1-master.tif","58","","","text","pd","","","","","","","","cornibus arietinis","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xt3",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xvm","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xvm-1-master.tif","59","","","text","pd","","","","","","","","pin quat","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xvm",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xw4","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xw4-1-master.tif","60","","","text","pd","","","","","","","","omnia quæ","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xw4",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xxn","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xxn-1-master.tif","61","","","text","pd","","","","","","","","diu oberratur","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xxn",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098xz5","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098xz5-1-master.tif","62","","","text","pd","","","","","","","","dicit. qui","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098xz5",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z05","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z05-1-master.tif","63","","","text","pd","","","","","","","","Cynomolgus perinde","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z05",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z1p","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z1p-1-master.tif","64","","","text","pd","","","","","","","","Xerxis bello","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z1p",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z26","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z26-1-master.tif","65","","","text","pd","","","","","","","","terrarum poſitione","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z26",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z3q","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z3q-1-master.tif","66","","","text","pd","","","","","","","","ſcat uelut","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z3q",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z47","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z47-1-master.tif","67","","","text","pd","","","","","","","","Lycia. In","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z47",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z5r","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z5r-1-master.tif","68","","","text","pd","","","","","","","","rit egerie","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z5r",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z68","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z68-1-master.tif","69","","","text","pd","","","","","","","","Blthynia in","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z68",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z7s","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z7s-1-master.tif","70","","","text","pd","","","","","","","","corniculor","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z7s",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z89","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z89-1-master.tif","71","","","text","pd","","","","","","","","hifpidat. Geftat","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z89",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098z9t","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098z9t-1-master.tif","72","","","text","pd","","","","","","","","lingua ſua","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098z9t",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zbb","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zbb-1-master.tif","73","","","text","pd","","","","","","","","indicos reges","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zbb",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zcv","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zcv-1-master.tif","74","","","text","pd","","","","","","","","ftias cædunt","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zcv",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zdc","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zdc-1-master.tif","75","","","text","pd","","","","","","","","la ut","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zdc",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zfw","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zfw-1-master.tif","76","","","text","pd","","","","","","","","ex hebeno","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zfw",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zgd","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zgd-1-master.tif","77","","","text","pd","","","","","","","","nes crederenf","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zgd",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zhx","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zhx-1-master.tif","78","","","text","pd","","","","","","","","tant: marinafq","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zhx",""
"Solinus (C. Iulius) De situ orbis terrarum ","ark:/21198/zz00098zjf","ark:/21198/zz00098b52","Page","solinus/masters/21198-zz00098zjf-1-master.tif","79","","","text","pd","","","","","","","","quas hydri","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098zjf",""
