"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Name.contributor","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Alt ID.oclc","Description.note","OPAC URL","Place of origin","Publisher.publisherName","Format.extent","Alt ID.lccn","Relation.isPartOf","Bucketeer State","IIIF Access URL"
"Organizacion Obrera, La","ark:/21198/zz0028vn6w","ark:/21198/zz0028vn8x","2","Completed","Page","organ/image/21198-zz0028vn8x_1964223_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vn8x"
"Organizacion Obrera, La","ark:/21198/zz0028vn6w","ark:/21198/zz0028vn9f","2","Completed","Page","organ/image/21198-zz0028vn9f_1964228_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vn9f"
"Organizacion Obrera, La","ark:/21198/zz0028vn6w","ark:/21198/zz0028vnbz","2","Completed","Page","organ/image/21198-zz0028vnbz_1964234_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vnbz"
"Organizacion Obrera, La","ark:/21198/zz00292j72","ark:/21198/zz00292j8k","2","Completed","Page","organ/image/21198-zz00292j8k_1964240_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292j8k"
"Organizacion Obrera, La","ark:/21198/zz00292j72","ark:/21198/zz00292j93","2","Completed","Page","organ/image/21198-zz00292j93_1964244_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292j93"
"Organizacion Obrera, La","ark:/21198/zz00292j72","ark:/21198/zz00292jbm","2","Completed","Page","organ/image/21198-zz00292jbm_1964250_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jbm"
"Organizacion Obrera, La","ark:/21198/zz00292j72","ark:/21198/zz00292jc4","2","Completed","Page","organ/image/21198-zz00292jc4_1964255_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jc4"
"Organizacion Obrera, La","ark:/21198/zz00292jdn","ark:/21198/zz00292jf5","2","Completed","Page","organ/image/21198-zz00292jf5_1964262_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jf5"
"Organizacion Obrera, La","ark:/21198/zz00292jdn","ark:/21198/zz00292jgp","2","Completed","Page","organ/image/21198-zz00292jgp_1964265_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jgp"
"Organizacion Obrera, La","ark:/21198/zz00292jdn","ark:/21198/zz00292jh6","2","Completed","Page","organ/image/21198-zz00292jh6_1964270_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jh6"
"Organizacion Obrera, La","ark:/21198/zz00292jdn","ark:/21198/zz00292jjq","2","Completed","Page","organ/image/21198-zz00292jjq_1964276_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jjq"
"Organizacion Obrera, La","ark:/21198/zz00292jk7","ark:/21198/zz00292jmr","2","Completed","Page","organ/image/21198-zz00292jmr_1964282_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jmr"
"Organizacion Obrera, La","ark:/21198/zz00292jk7","ark:/21198/zz00292jn8","2","Completed","Page","organ/image/21198-zz00292jn8_1964289_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jn8"
"Organizacion Obrera, La","ark:/21198/zz00292jk7","ark:/21198/zz00292jps","2","Completed","Page","organ/image/21198-zz00292jps_1964294_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jps"
"Organizacion Obrera, La","ark:/21198/zz00292jk7","ark:/21198/zz00292jq9","2","Completed","Page","organ/image/21198-zz00292jq9_1964297_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292jq9"
"Organizacion Obrera, La","ark:/21198/zz00292jrt","ark:/21198/zz00292k82","2","Completed","Page","organ/image/21198-zz00292k82_1964300_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292k82"
"Organizacion Obrera, La","ark:/21198/zz00292jrt","ark:/21198/zz00292k9k","2","Completed","Page","organ/image/21198-zz00292k9k_1964304_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292k9k"
"Organizacion Obrera, La","ark:/21198/zz00292jrt","ark:/21198/zz00292kb3","2","Completed","Page","organ/image/21198-zz00292kb3_1964310_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kb3"
"Organizacion Obrera, La","ark:/21198/zz00292jrt","ark:/21198/zz00292kcm","2","Completed","Page","organ/image/21198-zz00292kcm_1964316_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kcm"
"Organizacion Obrera, La","ark:/21198/zz00292kfn","ark:/21198/zz00292kg5","2","Completed","Page","organ/image/21198-zz00292kg5_1964324_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kg5"
"Organizacion Obrera, La","ark:/21198/zz00292kfn","ark:/21198/zz00292khp","2","Completed","Page","organ/image/21198-zz00292khp_1964328_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292khp"
"Organizacion Obrera, La","ark:/21198/zz00292kfn","ark:/21198/zz00292kj6","2","Completed","Page","organ/image/21198-zz00292kj6_1964334_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kj6"
"Organizacion Obrera, La","ark:/21198/zz00292kfn","ark:/21198/zz00292kkq","2","Completed","Page","organ/image/21198-zz00292kkq_1964339_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kkq"
"Organizacion Obrera, La","ark:/21198/zz00292km7","ark:/21198/zz00292knr","2","Completed","Page","organ/image/21198-zz00292knr_1964346_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292knr"
"Organizacion Obrera, La","ark:/21198/zz00292km7","ark:/21198/zz00292kp8","2","Completed","Page","organ/image/21198-zz00292kp8_1964352_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kp8"
"Organizacion Obrera, La","ark:/21198/zz00292km7","ark:/21198/zz00292kqs","2","Completed","Page","organ/image/21198-zz00292kqs_1964357_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kqs"
"Organizacion Obrera, La","ark:/21198/zz00292km7","ark:/21198/zz00292kr9","2","Completed","Page","organ/image/21198-zz00292kr9_1964361_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kr9"
"Organizacion Obrera, La","ark:/21198/zz00292km7","ark:/21198/zz00292kst","2","Completed","Page","organ/image/21198-zz00292kst_1964367_master.tif","5","","","","pd","","published","","","","page 5","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kst"
"Organizacion Obrera, La","ark:/21198/zz00292km7","ark:/21198/zz00292ktb","2","Completed","Page","organ/image/21198-zz00292ktb_1964373_master.tif","6","","","","pd","","published","","","","page 6","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292ktb"
"Organizacion Obrera, La","ark:/21198/zz00292kvv","ark:/21198/zz00292kwc","2","Completed","Page","organ/image/21198-zz00292kwc_1964381_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kwc"
"Organizacion Obrera, La","ark:/21198/zz00292kvv","ark:/21198/zz00292kxw","2","Completed","Page","organ/image/21198-zz00292kxw_1964387_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kxw"
"Organizacion Obrera, La","ark:/21198/zz00292kvv","ark:/21198/zz00292kzd","2","Completed","Page","organ/image/21198-zz00292kzd_1964393_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292kzd"
"Organizacion Obrera, La","ark:/21198/zz00292kvv","ark:/21198/zz00292m0d","2","Completed","Page","organ/image/21198-zz00292m0d_1964396_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292m0d"
"Organizacion Obrera, La","ark:/21198/zz00292m2f","ark:/21198/zz00292m3z","2","Completed","Page","organ/image/21198-zz00292m3z_1964402_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292m3z"
"Organizacion Obrera, La","ark:/21198/zz00292m2f","ark:/21198/zz00292m4g","2","Completed","Page","organ/image/21198-zz00292m4g_1964405_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292m4g"
"Organizacion Obrera, La","ark:/21198/zz00292m2f","ark:/21198/zz00292m50","2","Completed","Page","organ/image/21198-zz00292m50_1964411_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292m50"
"Organizacion Obrera, La","ark:/21198/zz00292m2f","ark:/21198/zz00292m6h","2","Completed","Page","organ/image/21198-zz00292m6h_1964414_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292m6h"
"Organizacion Obrera, La","ark:/21198/zz00292m2f","ark:/21198/zz00292nzc","2","Completed","Page","organ/image/21198-zz00292nzc_1964430_master.tif","5","","","","pd","","published","","","","page 5","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292nzc"
"Organizacion Obrera, La","ark:/21198/zz00292m2f","ark:/21198/zz00292p0c","2","Completed","Page","organ/image/21198-zz00292p0c_1964437_master.tif","6","","","","pd","","published","","","","page 6","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p0c"
"Organizacion Obrera, La","ark:/21198/zz00292p1w","ark:/21198/zz00292p2d","2","Completed","Page","organ/image/21198-zz00292p2d_1964446_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p2d"
"Organizacion Obrera, La","ark:/21198/zz00292p1w","ark:/21198/zz00292p3x","2","Completed","Page","organ/image/21198-zz00292p3x_1964450_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p3x"
"Organizacion Obrera, La","ark:/21198/zz00292p1w","ark:/21198/zz00292p4f","2","Completed","Page","organ/image/21198-zz00292p4f_1964456_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p4f"
"Organizacion Obrera, La","ark:/21198/zz00292p1w","ark:/21198/zz00292p5z","2","Completed","Page","organ/image/21198-zz00292p5z_1964461_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p5z"
"Organizacion Obrera, La","ark:/21198/zz00292p1w","ark:/21198/zz00292p6g","2","Completed","Page","organ/image/21198-zz00292p6g_1964465_master.tif","5","","","","pd","","published","","","","page 5","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p6g"
"Organizacion Obrera, La","ark:/21198/zz00292p1w","ark:/21198/zz00292p70","2","Completed","Page","organ/image/21198-zz00292p70_1964470_master.tif","6","","","","pd","","published","","","","page 6","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p70"
"Organizacion Obrera, La","ark:/21198/zz00292p8h","ark:/21198/zz00292p91","2","Completed","Page","organ/image/21198-zz00292p91_1964477_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292p91"
"Organizacion Obrera, La","ark:/21198/zz00292p8h","ark:/21198/zz00292pbj","2","Completed","Page","organ/image/21198-zz00292pbj_1964483_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pbj"
"Organizacion Obrera, La","ark:/21198/zz00292p8h","ark:/21198/zz00292pc2","2","Completed","Page","organ/image/21198-zz00292pc2_1964486_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pc2"
"Organizacion Obrera, La","ark:/21198/zz00292p8h","ark:/21198/zz00292pdk","2","Completed","Page","organ/image/21198-zz00292pdk_1964492_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pdk"
"Organizacion Obrera, La","ark:/21198/zz00292pf3","ark:/21198/zz00292pgm","2","Completed","Page","organ/image/21198-zz00292pgm_1964498_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pgm"
"Organizacion Obrera, La","ark:/21198/zz00292pf3","ark:/21198/zz00292ph4","2","Completed","Page","organ/image/21198-zz00292ph4_1964503_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292ph4"
"Organizacion Obrera, La","ark:/21198/zz00292pf3","ark:/21198/zz00292pjn","2","Completed","Page","organ/image/21198-zz00292pjn_1964507_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pjn"
"Organizacion Obrera, La","ark:/21198/zz00292pf3","ark:/21198/zz00292pk5","2","Completed","Page","organ/image/21198-zz00292pk5_1964513_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pk5"
"Organizacion Obrera, La","ark:/21198/zz00292pmp","ark:/21198/zz00292pn6","2","Completed","Page","organ/image/21198-zz00292pn6_1964521_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pn6"
"Organizacion Obrera, La","ark:/21198/zz00292pmp","ark:/21198/zz00292ppq","2","Completed","Page","organ/image/21198-zz00292ppq_1964527_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292ppq"
"Organizacion Obrera, La","ark:/21198/zz00292pmp","ark:/21198/zz00292pq7","2","Completed","Page","organ/image/21198-zz00292pq7_1964530_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pq7"
"Organizacion Obrera, La","ark:/21198/zz00292pmp","ark:/21198/zz00292prr","2","Completed","Page","organ/image/21198-zz00292prr_1964536_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292prr"
"Organizacion Obrera, La","ark:/21198/zz00292ps8","ark:/21198/zz00292pts","2","Completed","Page","organ/image/21198-zz00292pts_1964540_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pts"
"Organizacion Obrera, La","ark:/21198/zz00292ps8","ark:/21198/zz00292pv9","2","Completed","Page","organ/image/21198-zz00292pv9_1964551_master.tif","3","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pv9"
"Organizacion Obrera, La","ark:/21198/zz00292ps8","ark:/21198/zz00292pxb","2","Completed","Page","organ/image/21198-zz00292pxb_1964554_master.tif","2","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pxb"
"Organizacion Obrera, La","ark:/21198/zz00292ps8","ark:/21198/zz00292pzv","2","Completed","Page","organ/image/21198-zz00292pzv_1964558_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292pzv"
