"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178pw9","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178pw9_501139_master.tif","11","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178pw9",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178pxt","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178pxt_501142_master.tif","12","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178pxt",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178pzb","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178pzb_501145_master.tif","13","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178pzb",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178q0b","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178q0b_501148_master.tif","14","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 14","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178q0b",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178q1v","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178q1v_501151_master.tif","15","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 15","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178q1v",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178q2c","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178q2c_501154_master.tif","16","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 16","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178q2c",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178q3w","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178q3w_501157_master.tif","17","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 17","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178q3w",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178q4d","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178q4d_501160_master.tif","18","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 18","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178q4d",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178q5x","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178q5x_501163_master.tif","19","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 19","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178q5x",""
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00178q6f","ark:/21198/zz00178kxc","2","Completed","Page","wavav/images/masters/21198-zz00178q6f_501169_master.tif","20","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 20","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00178q6f",""
