"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject","Name.author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","Alt ID.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Description.abstract","Bucketeer State","IIIF Access URL"
"St Gall Manuscripts","ark:/21198/zz0028rqpr","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_022v.tif","52","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 22v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqq8","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_023r.tif","53","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqrs","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_023v.tif","54","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqs9","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_024r.tif","55","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqtt","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_024v.tif","56","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqvb","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_025r.tif","57","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqwv","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_025v.tif","58","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqxc","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_026r.tif","59","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rqzw","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_026v.tif","60","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr0w","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_027r.tif","61","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr1d","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_027v.tif","62","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr2x","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_028r.tif","63","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr3f","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_028v.tif","64","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr4z","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_029r.tif","65","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr5g","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_029v.tif","66","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr60","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_030r.tif","67","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr7h","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_030v.tif","68","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr81","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_031r.tif","69","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rr9j","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_031v.tif","70","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrb2","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_032r.tif","71","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrck","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_032v.tif","72","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrd3","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_033r.tif","73","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrfm","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_033v.tif","74","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrg4","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_034r.tif","75","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrhn","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_034v.tif","76","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrj5","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_035r.tif","77","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrkp","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_035v.tif","78","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrm6","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_036r.tif","79","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrnq","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_036v.tif","80","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrp7","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_037r.tif","81","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrqr","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_037v.tif","82","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrr8","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_038r.tif","83","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 38r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrss","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_038v.tif","84","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 38v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrt9","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_039r.tif","85","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 39r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrvt","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_039v.tif","86","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 39v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrwb","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_040r.tif","87","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 40r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrxv","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_040v.tif","88","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 40v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rrzc","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_041r.tif","89","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 41r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs0c","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_041v.tif","90","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 41v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs1w","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_042r.tif","91","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 42r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs2d","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_042v.tif","92","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 42v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs3x","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_043r.tif","93","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 43r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs4f","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_043v.tif","94","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 43v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs5z","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_044r.tif","95","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 44r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs6g","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_044v.tif","96","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 44v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs70","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_045r.tif","97","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 45r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs8h","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_045v.tif","98","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 45v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz0028rs91","ark:/21198/zz0028rntv","2","Completed","Page","StGall/masters/zurich_28/ZBZ-Ms-Rh-hist-28_f_046r.tif","99","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 46r","","","","","","","","","","","","failed",
